Date,SPY,WFC,JPM
7222014,195.32,50.33,57.9
7232014,195.76,50.31,58.23
7242014,195.77,50.56,58.4
7252014,194.85,50.57,58.24
7282014,194.93,50.57,58.42
7292014,194.09,50.51,57.88
7302014,194.12,51.06,58.14
7312014,190.29,49.89,56.92
8012014,189.71,49.35,55.74
8042014,191.08,49.97,55.91
8052014,189.22,49.4,55.33
8062014,189.28,49.41,55.5
8072014,188.26,49.05,55.18
8082014,190.44,49.35,55.61
8112014,190.99,49.24,55.59
8122014,190.72,49.13,55.62
8132014,192.01,49.34,55.98
8142014,192.92,49.72,56.24
8152014,192.88,49.55,56.01
8182014,194.5,50.03,56.48
8192014,195.51,50.19,56.81
8202014,196.03,50.19,56.89
8212014,196.6,50.62,57.74
8222014,196.3,50.51,57.73
8252014,197.29,50.78,58.57
8262014,197.42,50.89,58.96
8272014,197.34,50.67,58.81
8282014,197.23,50.48,58.39
8292014,197.8,50.77,58.67
9022014,197.7,50.9,58.89
9032014,197.59,50.88,58.92
9042014,197.3,50.9,58.93
9052014,198.19,50.97,59.13
9082014,197.68,50.8,59.11
9092014,196.43,50.4,58.29
9102014,197.17,50.85,58.45
9112014,197.39,50.92,58.98
9122014,196.24,51.02,59.25
9152014,196.09,51.26,59.16
9162014,197.57,51.63,59.21
9172014,197.84,51.82,59.52
9182014,198.89,52.54,60.52
9192014,198.71,52.66,60.31
9222014,197.18,52.21,60.12
9232014,196.05,51.42,60.15
9242014,197.58,51.45,60.83
9252014,194.39,50.74,59.37
9262014,195.94,51.19,59.77
9292014,195.58,51.01,59.54
9302014,195.07,51.19,59.45
10012014,192.42,50.59,58.99
10022014,192.45,50.73,58.46
10032014,194.57,51.42,59.91
10062014,194.35,51.35,59.8
10072014,191.35,50.41,58.89
10082014,194.69,51.47,60.01
10092014,190.83,50.45,58.7
10102014,188.65,49.98,58.15
10132014,185.55,49.54,57.79
10142014,185.84,48.19,57.62
10152014,184.58,47.22,55.18
10162014,184.42,47.5,54.73
10172014,186.6,48.05,55.84
10202014,188.41,48.54,56.27
10212014,192.15,49.79,57.56
10222014,190.78,49.51,57.08
10232014,193,49.94,57.69
10242014,194.48,50.53,58.36
10272014,194.22,50.64,58.27
10282014,196.44,51.1,59.25
10292014,196.15,51.49,58.91
10302014,197.4,51.77,59.01
10312014,199.66,52.4,60.09
11032014,199.77,52.67,60.49
11042014,199.08,52.57,59.86
11052014,200.34,53.18,60.76
11062014,201.14,53.71,60.84
11072014,201.33,53.49,61.08
11102014,201.96,53.48,61.53
11112014,202.16,53.23,60.98
11122014,201.94,53.19,60.17
11132014,202.17,53.04,59.85
11142014,202.22,53,59.89
11172014,202.35,53.09,59.99
11182014,203.51,52.92,60.14
11192014,203.19,53.01,60.21
11202014,203.54,53.13,59.74
11212014,204.63,53.46,60.06
11242014,205.21,53.75,60.57
11252014,205.06,53.53,59.91
11262014,205.58,53.92,59.95
11282014,205.15,54.12,59.78
12012014,203.72,53.47,59.62
12022014,205.04,53.86,60.69
12032014,205.83,54.03,61.15
12042014,205.6,54.14,60.99
12052014,205.94,54.67,62.3
12082014,204.56,54.41,62.27
12092014,204.42,54.47,62.05
12102014,201.15,53.9,60.29
12112014,202.17,54.07,60.75
12122014,198.9,53.35,59.66
12152014,197.53,52.84,58.78
12162014,195.95,52.42,58.06
12172014,199.79,53.44,59.39
12182014,204.73,54.85,61.09
12192014,205.6,54.09,61.53
12222014,206.55,54.61,61.54
12232014,206.83,55.11,62.08
12242014,206.85,54.98,62.08
12262014,207.51,54.92,62.15
12292014,207.79,55.35,62.56
12302014,206.68,55.06,62.75
12312014,204.63,54.46,62.18
1022015,204.52,54.34,62.49
1052015,200.82,52.85,60.55
1062015,198.93,51.75,58.98
1072015,201.41,52.06,59.07
1082015,204.98,53.21,60.39
1092015,203.34,52.34,59.34
1122015,201.75,51.71,58.83
1132015,201.18,51.51,58.84
1142015,199.97,50.91,56.81
1152015,198.14,50.39,54.99
1162015,200.73,51.3,55.93
1202015,201.16,51.66,55.71
1212015,202.18,51.76,55.89
1222015,205.18,53.42,57.59
1232015,204.06,52.91,56.68
1262015,204.54,53.23,56.77
1272015,201.84,52.62,56.2
1282015,199.25,51.82,54.75
1292015,201.09,52.41,55.67
1302015,198.56,51.58,54.38
2022015,201.02,52.46,55.47
2032015,203.93,53.1,56.72
2042015,203.15,53.03,56.38
2052015,205.2,53.67,56.77
2062015,204.64,54.45,57.89
2092015,203.72,54.21,57.82
2102015,205.89,54.57,58.46
2112015,206.01,53.9,58.37
2122015,207.99,54.86,59.57
2132015,208.85,55.33,59.67
2172015,209.18,55.37,60.1
2182015,209.2,54.52,59.37
2192015,209.05,54.56,59.23
2202015,210.3,54.83,59.8
2232015,210.27,55.1,59.35
2242015,210.87,55.37,60.82
2252015,210.69,55.33,61.14
2262015,210.44,55.15,61.58
2272015,209.72,54.79,61.28
3022015,211.05,55.55,61.77
3032015,210.18,55.45,61.97
3042015,209.3,54.82,62.13
3052015,209.52,54.84,62
3062015,206.58,54.59,60.89
3092015,207.43,54.67,61.5
3102015,204.07,53.29,59.96
3112015,203.59,53.7,60.24
3122015,206.18,55.59,61.37
3132015,204.92,55.34,61
3162015,207.65,55.73,61.85
3172015,207.04,55.91,61.61
3182015,209.52,56.17,61.75
3192015,208.57,55.51,61.2
3202015,210.41,56.01,61.75
3232015,210,55.78,61.14
3242015,208.82,55.35,60.46
3252015,205.76,54.54,59.61
