Date,Open,High,Low,Close,Adj Close,Volume
2/23/2015,130.020004,133,129.660004,133,124.528328,70974100
2/24/2015,132.940002,133.600006,131.169998,132.169998,123.751205,69228100
2/25/2015,131.559998,131.600006,128.149994,128.789993,120.586487,74711700
2/26/2015,128.789993,130.869995,126.610001,130.419998,122.112648,91287500
2/27/2015,130,130.570007,128.240005,128.460007,120.277527,62014800
3/2/2015,129.25,130.279999,128.300003,129.089996,120.867393,48096700
3/3/2015,128.960007,129.520004,128.089996,129.360001,121.120193,37816300
3/4/2015,129.100006,129.559998,128.320007,128.539993,120.352425,31666300
3/5/2015,128.580002,128.75,125.760002,126.410004,118.358116,56517100
3/6/2015,128.399994,129.369995,126.260002,126.599998,118.535995,72842100
3/9/2015,127.959999,129.570007,125.059998,127.139999,119.041603,88528500
3/10/2015,126.410004,127.220001,123.800003,124.510002,116.579124,68856600
3/11/2015,124.75,124.769997,122.110001,122.239998,114.453705,68939000
3/12/2015,122.309998,124.900002,121.629997,124.449997,116.522942,48362700
3/13/2015,124.400002,125.400002,122.580002,123.589996,115.717712,51827300
3/16/2015,123.879997,124.949997,122.870003,124.949997,116.991081,35874300
3/17/2015,125.900002,127.32,125.650002,127.040001,118.947968,51023100
3/18/2015,127,129.160004,126.370003,128.470001,120.286873,65270900
3/19/2015,128.75,129.25,127.400002,127.5,119.37867,45809500
3/20/2015,128.25,128.399994,125.160004,125.900002,117.880585,68695100
3/23/2015,127.120003,127.849998,126.519997,127.209999,119.107147,37709700
3/24/2015,127.230003,128.039993,126.559998,126.690002,118.620277,32842300
3/25/2015,126.540001,126.82,123.379997,123.379997,115.521095,51655200
3/26/2015,122.760002,124.879997,122.599998,124.239998,116.326332,47572900
3/27/2015,124.57,124.699997,122.910004,123.25,115.399384,39546200
3/30/2015,124.050003,126.400002,124,126.370003,118.320656,47099700
3/31/2015,126.089996,126.489998,124.360001,124.43,116.504211,42090600
4/1/2015,124.82,125.120003,123.099998,124.25,116.335678,40621400
4/2/2015,125.029999,125.559998,124.190002,125.32,117.337532,32220100
4/6/2015,124.470001,127.510002,124.330002,127.349998,119.238213,37194000
4/7/2015,127.639999,128.119995,125.980003,126.010002,117.983574,35012300
4/8/2015,125.849998,126.400002,124.970001,125.599998,117.59967,37329200
4/9/2015,125.849998,126.580002,124.660004,126.559998,118.498535,32484000
4/10/2015,125.949997,127.209999,125.260002,127.099998,119.00415,40188000
4/13/2015,128.369995,128.570007,126.610001,126.849998,118.770073,36365100
4/14/2015,127,127.290001,125.910004,126.300003,118.255112,25524600
4/15/2015,126.410004,127.129997,126.010002,126.779999,118.704529,28970400
4/16/2015,126.279999,127.099998,126.110001,126.169998,118.133377,28369000
4/17/2015,125.550003,126.139999,124.459999,124.75,116.803818,51957000
4/20/2015,125.57,128.119995,125.169998,127.599998,119.472282,47054300
4/21/2015,128.100006,128.199997,126.669998,126.910004,118.826271,32435100
4/22/2015,126.989998,128.869995,126.32,128.619995,120.427322,37654500
4/23/2015,128.300003,130.419998,128.139999,129.669998,121.410461,45770900
4/24/2015,130.490005,130.630005,129.229996,130.279999,121.981583,44525900
4/27/2015,132.309998,133.130005,131.149994,132.649994,124.200623,96954200
4/28/2015,134.460007,134.539993,129.570007,130.559998,122.243759,118924000
4/29/2015,130.160004,131.589996,128.300003,128.639999,120.446053,63386100
4/30/2015,128.639999,128.639999,124.580002,125.150002,117.178352,83195400
5/1/2015,126.099998,130.130005,125.300003,128.949997,120.736305,58512600
5/4/2015,129.5,130.570007,128.259995,128.699997,120.502243,50988300
5/5/2015,128.149994,128.449997,125.779999,125.800003,117.786964,49271400
5/6/2015,126.559998,126.75,123.360001,125.010002,117.047272,72141000
5/7/2015,124.769997,126.080002,124.019997,125.260002,117.771248,43940900
5/8/2015,126.68,127.620003,126.110001,127.620003,119.990158,55550400
5/11/2015,127.389999,127.559998,125.629997,126.32,118.767876,42035800
5/12/2015,125.599998,126.879997,124.82,125.870003,118.344772,48160000
5/13/2015,126.150002,127.190002,125.870003,126.010002,118.476402,34694200
5/14/2015,127.410004,128.949997,127.160004,128.949997,121.240623,45203500
5/15/2015,129.070007,129.490005,128.210007,128.770004,121.071388,38208000
5/18/2015,128.380005,130.720001,128.360001,130.190002,122.406502,50882900
5/19/2015,130.690002,130.880005,129.639999,130.070007,122.293678,44633200
5/20/2015,130,130.979996,129.339996,130.059998,122.284256,36454900
5/21/2015,130.070007,131.630005,129.830002,131.389999,123.534752,39730400
5/22/2015,131.600006,132.970001,131.399994,132.539993,124.616013,45596000
5/26/2015,132.600006,132.910004,129.119995,129.619995,121.870567,70697600
5/27/2015,130.339996,132.259995,130.050003,132.039993,124.145889,45833200
5/28/2015,131.860001,131.949997,131.100006,131.779999,123.901421,30733300
5/29/2015,131.229996,131.449997,129.899994,130.279999,122.491119,50884500
6/1/2015,130.279999,131.389999,130.050003,130.539993,122.735558,32112800
6/2/2015,129.860001,130.660004,129.320007,129.960007,122.190262,33667600
6/3/2015,130.660004,130.940002,129.899994,130.119995,122.340675,30889400
6/4/2015,129.580002,130.580002,128.910004,129.360001,121.626129,38450100
6/5/2015,129.5,129.690002,128.360001,128.649994,120.958565,35626800
6/8/2015,128.899994,129.210007,126.830002,127.800003,120.159378,52674800
6/9/2015,126.699997,128.080002,125.620003,127.419998,119.802101,56075400
6/10/2015,127.919998,129.339996,127.849998,128.880005,121.174835,39087300
6/11/2015,129.179993,130.179993,128.479996,128.589996,120.902145,35390900
6/12/2015,128.190002,128.330002,127.110001,127.169998,119.567047,36886200
6/15/2015,126.099998,127.239998,125.709999,126.919998,119.331985,43988900
6/16/2015,127.029999,127.849998,126.370003,127.599998,119.971336,31494100
6/17/2015,127.720001,127.879997,126.739998,127.300003,119.689285,32918100
6/18/2015,127.230003,128.309998,127.220001,127.879997,120.234604,35407200
6/19/2015,127.709999,127.82,126.400002,126.599998,119.03112,54716900
6/22/2015,127.489998,128.059998,127.080002,127.610001,119.980743,34039300
6/23/2015,127.480003,127.610001,126.879997,127.029999,119.435417,30268900
6/24/2015,127.209999,129.800003,127.120003,128.110001,120.450851,55280900
6/25/2015,128.860001,129.199997,127.5,127.5,119.877327,31938100
6/26/2015,127.669998,127.989998,126.510002,126.75,119.172173,44066800
6/29/2015,125.459999,126.470001,124.480003,124.529999,117.084892,49161400
6/30/2015,125.57,126.120003,124.860001,125.43,117.931068,44370700
7/1/2015,126.900002,126.940002,125.989998,126.599998,119.03112,30238800
7/2/2015,126.43,126.690002,125.769997,126.440002,118.880699,27211000
7/6/2015,124.940002,126.230003,124.849998,126,118.46701,28060400
7/7/2015,125.889999,126.150002,123.769997,125.690002,118.175529,46946800
7/8/2015,124.480003,124.639999,122.540001,122.57,115.242065,60761600
7/9/2015,123.849998,124.059998,119.220001,120.07,112.891525,77821600
7/10/2015,121.940002,123.849998,121.209999,123.279999,115.909622,61354500
7/13/2015,125.029999,125.760002,124.32,125.660004,118.147324,41440500
7/14/2015,126.040001,126.370003,125.040001,125.610001,118.100319,31768100
7/15/2015,125.720001,127.150002,125.580002,126.82,119.237984,33649200
7/16/2015,127.739998,128.570007,127.349998,128.509995,120.826942,36222400
7/17/2015,129.080002,129.619995,128.309998,129.619995,121.870567,46164700
7/20/2015,130.970001,132.970001,130.699997,132.070007,124.174103,58900200
7/21/2015,132.850006,132.919998,130.320007,130.75,122.933022,76756400
7/22/2015,121.989998,125.5,121.989998,125.220001,117.733635,115450600
7/23/2015,126.199997,127.089996,125.059998,125.160004,117.677231,50999500
7/24/2015,125.32,125.739998,123.900002,124.5,117.056656,42162300
7/27/2015,123.089996,123.610001,122.120003,122.769997,115.430115,44455500
7/28/2015,123.379997,123.910004,122.550003,123.379997,116.003639,33618100
7/29/2015,123.150002,123.5,122.269997,122.989998,115.636932,37011700
7/30/2015,122.32,122.57,121.709999,122.370003,115.054024,33628300
7/31/2015,122.599998,122.639999,120.910004,121.300003,114.047997,42885000
8/3/2015,121.5,122.57,117.519997,118.440002,111.358978,69976000
8/4/2015,117.419998,117.699997,113.25,114.639999,107.786156,124138600
8/5/2015,112.949997,117.440002,112.099998,115.400002,108.50074,99312600
8/6/2015,115.970001,116.5,114.120003,115.129997,108.736839,52903000
8/7/2015,114.580002,116.25,114.5,115.519997,109.105186,38670400
8/10/2015,116.529999,119.989998,116.529999,119.720001,113.071976,54951600
8/11/2015,117.809998,118.18,113.330002,113.489998,107.187897,97082800
8/12/2015,112.529999,115.419998,109.629997,115.239998,108.840721,101217500
8/13/2015,116.040001,116.400002,114.540001,115.150002,108.75573,48535800
8/14/2015,114.32,116.309998,114.010002,115.959999,109.52076,42929500
8/17/2015,116.040001,117.650002,115.5,117.160004,110.654129,40884700
8/18/2015,116.43,117.440002,116.010002,116.5,110.030769,34560700
8/19/2015,116.099998,116.519997,114.68,115.010002,108.62352,47445700
8/20/2015,114.080002,114.349998,111.629997,112.650002,106.394554,68501600
8/21/2015,110.43,111.900002,105.650002,105.760002,99.887169,128275500
8/24/2015,94.870003,108.800003,92,103.120003,97.393753,162206300
8/25/2015,111.110001,111.110001,103.5,103.739998,97.979347,103601600
8/26/2015,107.089996,109.889999,105.050003,109.690002,103.59893,96774600
8/27/2015,112.230003,113.239998,110.019997,112.919998,106.649567,84616100
8/28/2015,112.169998,113.309998,111.540001,113.290001,106.999008,53164400
8/31/2015,112.029999,114.529999,112,112.760002,106.498459,56229300
9/1/2015,110.150002,111.879997,107.360001,107.720001,101.738319,76845900
9/2/2015,110.230003,112.339996,109.129997,112.339996,106.101761,61888800
9/3/2015,112.489998,112.779999,110.040001,110.370003,104.241173,53233900
9/4/2015,108.970001,110.449997,108.510002,109.269997,103.202232,49996300
9/8/2015,111.75,112.559998,110.32,112.309998,106.073448,54843600
9/9/2015,113.760002,114.019997,109.769997,110.150002,104.033386,85010800
9/10/2015,110.269997,113.279999,109.900002,112.57,106.319,62892800
9/11/2015,111.790001,114.209999,111.760002,114.209999,107.867943,49915500
9/14/2015,116.580002,116.889999,114.860001,115.309998,108.906845,58363400
9/15/2015,115.93,116.529999,114.419998,116.279999,109.82299,43341200
9/16/2015,116.25,116.540001,115.440002,116.410004,109.945747,37173500
9/17/2015,115.660004,116.489998,113.720001,113.919998,107.594032,64112600
9/18/2015,112.209999,114.300003,111.870003,113.449997,107.150131,74285300
9/21/2015,113.669998,115.370003,113.660004,115.209999,108.812408,50222000
9/22/2015,113.379997,114.18,112.519997,113.400002,107.102913,50346200
9/23/2015,113.629997,114.720001,113.300003,114.32,107.97184,35756700
9/24/2015,113.25,115.5,112.370003,115,108.614059,50219500
9/25/2015,116.440002,116.690002,114.019997,114.709999,108.340164,56151900
9/28/2015,113.849998,114.57,112.440002,112.440002,106.196205,52109000
9/29/2015,112.830002,113.510002,107.860001,109.059998,103.003914,73365400
9/30/2015,110.169998,111.540001,108.730003,110.300003,104.175049,66473000
10/1/2015,109.07,109.620003,107.309998,109.580002,103.495033,63929100
10/2/2015,108.010002,111.010002,107.550003,110.379997,104.25061,58019800
10/5/2015,109.879997,111.370003,109.07,110.779999,104.628387,52064700
10/6/2015,110.629997,111.739998,109.769997,111.309998,105.12896,48196800
10/7/2015,111.739998,111.769997,109.410004,110.779999,104.628387,46765600
10/8/2015,110.190002,110.190002,108.209999,109.5,103.419472,61979600
10/9/2015,110,112.279999,109.489998,112.120003,105.893997,52766100
10/12/2015,112.730003,112.75,111.440002,111.599998,105.40287,30467200
10/13/2015,110.82,112.449997,110.68,111.790001,105.582298,33049300
10/14/2015,111.290001,111.519997,109.559998,110.209999,104.09005,44462400
10/15/2015,110.93,112.099998,110.489998,111.860001,105.648422,37673500
10/16/2015,111.779999,112,110.529999,111.040001,104.873962,39232600
10/19/2015,110.800003,111.75,110.110001,111.730003,105.52565,29759200
10/20/2015,111.339996,114.169998,110.82,113.769997,107.45237,48778800
10/21/2015,114,115.580002,113.699997,113.760002,107.442924,41795200
10/22/2015,114.330002,115.5,114.099998,115.5,109.086311,41654100
10/23/2015,116.699997,119.230003,116.330002,119.080002,112.467506,59366900
10/26/2015,118.080002,118.129997,114.919998,115.279999,108.878517,66333800
10/27/2015,115.400002,116.540001,113.989998,114.550003,108.189064,69884400
10/28/2015,116.93,119.300003,116.059998,119.269997,112.646927,85551400
10/29/2015,118.699997,120.690002,118.269997,120.529999,113.83699,51227300
10/30/2015,120.989998,121.220001,119.449997,119.5,112.864182,49365300
11/2/2015,120.800003,121.360001,119.610001,121.18,114.450897,32203300
11/3/2015,120.790001,123.489998,120.699997,122.57,115.763702,45519000
11/4/2015,123.129997,123.82,121.620003,122,115.225357,44886100
11/5/2015,121.849998,122.690002,120.18,120.919998,114.694176,39552700
11/6/2015,121.110001,121.809998,120.620003,121.059998,114.826981,33042300
11/9/2015,120.959999,121.809998,120.050003,120.57,114.362213,33871400
11/10/2015,116.900002,118.07,116.059998,116.769997,110.757858,59127900
11/11/2015,116.370003,117.419998,115.209999,116.110001,110.131828,45218000
11/12/2015,116.260002,116.82,115.650002,115.720001,109.761932,32525600
11/13/2015,115.199997,115.57,112.269997,112.339996,106.555931,45812400
11/16/2015,111.379997,114.239998,111,114.18,108.301201,38106700
11/17/2015,114.919998,115.050003,113.32,113.690002,107.836441,27616900
11/18/2015,115.760002,117.489998,115.5,117.290001,111.251076,46674700
11/19/2015,117.639999,119.75,116.760002,118.779999,112.66436,43295800
11/20/2015,119.199997,119.919998,118.849998,119.300003,113.157593,34287100
11/23/2015,119.269997,119.730003,117.339996,117.75,111.687393,32482500
11/24/2015,117.330002,119.349998,117.120003,118.879997,112.759216,42803200
11/25/2015,119.209999,119.230003,117.919998,118.029999,111.952995,21388300
11/27/2015,118.290001,118.410004,117.599998,117.809998,111.744308,13046400
11/30/2015,117.989998,119.410004,117.75,118.300003,112.209084,39180300
12/1/2015,118.75,118.809998,116.860001,117.339996,111.2985,34852400
12/2/2015,117.339996,118.110001,116.080002,116.279999,110.293083,33386600
12/3/2015,116.550003,116.790001,114.220001,115.199997,109.268692,41569500
12/4/2015,115.290001,119.25,115.110001,119.029999,112.901489,57777000
12/7/2015,118.980003,119.860001,117.809998,118.279999,112.190102,32084200
12/8/2015,117.519997,118.599998,116.860001,118.230003,112.142685,34309500
12/9/2015,117.639999,117.690002,115.080002,115.620003,109.667061,46361400
12/10/2015,116.040001,116.940002,115.510002,116.169998,110.188744,29104200
12/11/2015,115.190002,115.389999,112.849998,113.18,107.352707,46886200
12/14/2015,112.18,112.68,109.790001,112.480003,106.688728,64318700
12/15/2015,111.940002,112.800003,110.349998,110.489998,104.801193,53323100
12/16/2015,111.07,111.989998,108.800003,111.339996,105.607422,56238500
12/17/2015,112.019997,112.25,108.980003,108.980003,103.368935,44772800
12/18/2015,108.910004,109.519997,105.809998,106.029999,100.570824,96453300
12/21/2015,107.279999,107.370003,105.57,107.330002,101.803886,47590600
12/22/2015,107.400002,107.720001,106.449997,107.230003,101.709038,32789400
12/23/2015,107.269997,108.849998,107.199997,108.610001,103.018005,32657400
12/24/2015,109,109,107.949997,108.029999,102.46785,13570400
12/28/2015,107.589996,107.690002,106.18,106.82,101.320145,26704200
12/29/2015,106.959999,109.43,106.860001,108.739998,103.141289,30931200
12/30/2015,108.580002,108.699997,107.18,107.32,101.794418,25213800
12/31/2015,107.010002,107.029999,104.82,105.260002,99.840477,40635300
1/4/2016,102.610001,105.370003,102,105.349998,99.92585,67649400
1/5/2016,105.75,105.849998,102.410004,102.709999,97.421768,55791000
1/6/2016,100.559998,102.370003,99.870003,100.699997,95.515244,68457400
1/7/2016,98.68,100.129997,96.43,96.449997,91.484085,81094400
1/8/2016,98.550003,99.110001,96.760002,96.959999,91.967812,70798000
1/11/2016,98.970001,99.059998,97.339996,98.529999,93.456978,49739400
1/12/2016,100.550003,100.690002,98.839996,99.959999,94.813347,49154200
1/13/2016,100.32,101.190002,97.300003,97.389999,92.375687,62439600
1/14/2016,97.959999,100.480003,95.739998,99.519997,94.396004,63170100
1/15/2016,96.199997,97.709999,95.360001,97.129997,92.129074,79010000
1/19/2016,98.410004,98.650002,95.5,96.660004,91.683258,53087700
1/20/2016,95.099998,98.190002,93.419998,96.790001,91.80658,72334400
1/21/2016,97.059998,97.879997,94.940002,96.300003,91.341797,52161500
1/22/2016,98.629997,101.459999,98.370003,101.419998,96.198181,65800500
1/25/2016,101.519997,101.529999,99.209999,99.440002,94.320129,51794500
1/26/2016,99.93,100.879997,98.07,99.989998,94.841805,75077000
1/27/2016,96.040001,96.629997,93.339996,93.419998,88.610069,133369700
1/28/2016,93.790001,94.519997,92.389999,94.089996,89.245575,55678800
1/29/2016,94.790001,97.339996,94.349998,97.339996,92.328247,64416500
2/1/2016,96.470001,96.709999,95.400002,96.43,91.465096,40943500
2/2/2016,95.419998,96.040001,94.279999,94.480003,89.615509,37357200
2/3/2016,95,96.839996,94.080002,96.349998,91.389221,45964300
2/4/2016,95.860001,97.330002,95.190002,96.599998,92.123528,46471700
2/5/2016,96.519997,96.919998,93.690002,94.019997,89.663086,46418100
2/8/2016,93.129997,95.699997,93.040001,95.010002,90.607224,54021400
2/9/2016,94.290001,95.940002,93.93,94.989998,90.58815,44331200
2/10/2016,95.919998,96.349998,94.099998,94.269997,89.90152,42343600
2/11/2016,93.790001,94.720001,92.589996,93.699997,89.357918,50074700
2/12/2016,94.190002,94.5,93.010002,93.989998,89.634491,40351400
2/16/2016,95.019997,96.849998,94.610001,96.639999,92.161667,49057900
2/17/2016,96.669998,98.209999,96.150002,98.120003,93.573105,44863200
2/18/2016,98.839996,98.889999,96.089996,96.260002,91.799301,39021000
2/19/2016,96,96.760002,95.800003,96.040001,91.589478,35374200
2/22/2016,96.309998,96.900002,95.919998,96.879997,92.390556,34280800
2/23/2016,96.400002,96.5,94.550003,94.690002,90.302055,31942600
2/24/2016,93.980003,96.379997,93.32,96.099998,91.646713,36255700
2/25/2016,96.050003,96.760002,95.25,96.760002,92.276115,27582700
2/26/2016,97.199997,98.019997,96.580002,96.910004,92.419174,28991100
2/29/2016,96.860001,98.230003,96.650002,96.690002,92.209389,35216300
3/1/2016,97.650002,100.769997,97.419998,100.529999,95.871414,50407100
3/2/2016,100.510002,100.889999,99.639999,100.75,96.081238,33169600
3/3/2016,100.580002,101.709999,100.449997,101.5,96.796463,36955700
3/4/2016,102.370003,103.75,101.370003,103.010002,98.236504,46055100
3/7/2016,102.389999,102.830002,100.959999,101.870003,97.14933,35828900
3/8/2016,100.779999,101.760002,100.400002,101.029999,96.348251,31561900
3/9/2016,101.309998,101.580002,100.269997,101.120003,96.434074,27201700
3/10/2016,101.410004,102.239998,100.150002,101.169998,96.481743,33513600
3/11/2016,102.239998,102.279999,101.5,102.260002,97.521263,27408200
3/14/2016,101.910004,102.910004,101.779999,102.519997,97.769196,25076100
3/15/2016,103.959999,105.18,103.849998,104.580002,99.733742,40067700
3/16/2016,104.610001,106.309998,104.589996,105.970001,101.059334,38303500
3/17/2016,105.519997,106.470001,104.959999,105.800003,100.897209,34420700
3/18/2016,106.339996,106.5,105.190002,105.919998,101.01165,44205200
3/21/2016,105.93,107.650002,105.139999,105.910004,101.002113,35502700
3/22/2016,105.25,107.290001,105.209999,106.720001,101.774574,32444400
3/23/2016,106.480003,107.07,105.900002,106.129997,101.211914,25703500
3/24/2016,105.470001,106.25,104.889999,105.669998,100.773232,26133000
3/28/2016,106,106.190002,105.059998,105.190002,100.315475,19411400
3/29/2016,104.889999,107.790001,104.879997,107.68,102.690094,31190100
3/30/2016,108.650002,110.419998,108.599998,109.559998,104.482964,45601100
3/31/2016,109.720001,109.900002,108.879997,108.989998,103.939392,25888400
4/1/2016,108.779999,110,108.199997,109.989998,104.893044,25874000
4/4/2016,110.419998,112.190002,110.269997,111.120003,105.97068,37356200
4/5/2016,109.510002,110.730003,109.419998,109.809998,104.721375,26578700
4/6/2016,110.230003,110.980003,109.199997,110.959999,105.818092,26404100
4/7/2016,109.949997,110.419998,108.120003,108.540001,103.510231,31801900
4/8/2016,108.910004,109.769997,108.169998,108.660004,103.624672,23581700
4/11/2016,108.970001,110.610001,108.830002,109.019997,103.967987,29407500
4/12/2016,109.339996,110.5,108.660004,110.440002,105.322182,27232300
4/13/2016,110.800003,112.339996,110.800003,112.040001,106.848053,33257300
4/14/2016,111.620003,112.389999,111.330002,112.099998,106.905258,25473900
4/15/2016,112.110001,112.300003,109.730003,109.849998,104.759529,46939000
4/18/2016,108.889999,108.949997,106.940002,107.480003,102.499367,60834000
4/19/2016,107.879997,108,106.230003,106.910004,101.955765,32384900
4/20/2016,106.639999,108.089996,106.059998,107.129997,102.165581,30611000
4/21/2016,106.93,106.93,105.519997,105.970001,101.059334,31552500
4/22/2016,105.010002,106.480003,104.620003,105.68,100.782768,33683100
4/25/2016,105,105.650002,104.510002,105.080002,100.210571,28031600
4/26/2016,103.910004,105.300003,103.910004,104.349998,99.514389,56016200
4/27/2016,96,98.709999,95.68,97.82,93.287018,114602100
4/28/2016,97.610001,97.879997,94.25,94.830002,90.435562,82242700
4/29/2016,93.989998,94.720001,92.510002,93.739998,89.396065,68531500
5/2/2016,93.970001,94.080002,92.400002,93.639999,89.300697,48160100
5/3/2016,94.199997,95.739998,93.68,95.18,90.769348,56831300
5/4/2016,95.199997,95.900002,93.82,94.190002,89.825218,41025500
5/5/2016,94,94.07,92.68,93.239998,89.460617,35890500
5/6/2016,93.370003,93.449997,91.849998,92.720001,88.961693,43458200
5/9/2016,93,93.769997,92.589996,92.790001,89.028854,32936400
5/10/2016,93.330002,93.57,92.110001,93.419998,89.633316,33686800
5/11/2016,93.480003,93.57,92.459999,92.510002,88.760208,28719100
5/12/2016,92.720001,92.779999,89.470001,90.339996,86.678162,76314700
5/13/2016,90,91.669998,90,90.519997,86.850861,44392800
5/16/2016,92.389999,94.389999,91.650002,93.879997,90.074677,61259800
5/17/2016,94.550003,94.699997,93.010002,93.489998,89.700478,46916900
5/18/2016,94.160004,95.209999,93.889999,94.559998,90.727135,42062400
5/19/2016,94.639999,94.639999,93.57,94.199997,90.381699,30442100
5/20/2016,94.639999,95.43,94.519997,95.220001,91.360359,32026000
5/23/2016,95.870003,97.190002,95.669998,96.43,92.521317,38018600
5/24/2016,97.220001,98.089996,96.839996,97.900002,93.93174,35140200
5/25/2016,98.669998,99.739998,98.110001,99.620003,95.582016,38168800
5/26/2016,99.68,100.730003,98.639999,100.410004,96.339989,56331200
5/27/2016,99.440002,100.470001,99.25,100.349998,96.282417,36229500
5/31/2016,99.599998,100.400002,98.82,99.860001,95.812286,42307200
6/1/2016,99.019997,99.540001,98.330002,98.459999,94.469025,29173300
6/2/2016,97.599998,97.839996,96.629997,97.720001,93.759041,40191600
6/3/2016,97.790001,98.269997,97.449997,97.919998,93.95092,28062900
6/6/2016,97.989998,101.889999,97.550003,98.629997,94.632133,23292500
6/7/2016,99.25,99.870003,98.959999,99.029999,95.01593,22409500
6/8/2016,99.019997,99.559998,98.68,98.940002,94.929588,20848100
6/9/2016,98.5,99.989998,98.459999,99.650002,95.610802,26601400
6/10/2016,98.529999,99.349998,98.480003,98.830002,94.824051,31712900
6/13/2016,98.690002,99.120003,97.099998,97.339996,93.394432,38020500
6/14/2016,97.32,98.480003,96.75,97.459999,93.50956,31931900
6/15/2016,97.82,98.410004,97.029999,97.139999,93.202545,29445200
6/16/2016,96.449997,97.75,96.07,97.550003,93.595924,31326800
6/17/2016,96.620003,96.650002,95.300003,95.330002,91.465912,61008200
6/20/2016,96,96.57,95.029999,95.099998,91.245224,34411900
6/21/2016,94.940002,96.349998,94.68,95.910004,92.0224,35546400
6/22/2016,96.25,96.889999,95.349998,95.550003,91.676987,29219100
6/23/2016,95.940002,96.290001,95.25,96.099998,92.204697,32240200
6/24/2016,92.910004,94.660004,92.650002,93.400002,89.614136,75311400
6/27/2016,93,93.050003,91.5,92.040001,88.30925,45489600
6/28/2016,92.900002,93.660004,92.139999,93.589996,89.796425,40444900
6/29/2016,93.970001,94.550003,93.629997,94.400002,90.573608,36531000
6/30/2016,94.440002,95.769997,94.300003,95.599998,91.72496,35836400
7/1/2016,95.489998,96.470001,95.330002,95.889999,92.003212,26026500
7/5/2016,95.389999,95.400002,94.459999,94.989998,91.139679,27705200
7/6/2016,94.599998,95.660004,94.370003,95.529999,91.657799,30949100
7/7/2016,95.699997,96.5,95.620003,95.940002,92.051186,25139600
7/8/2016,96.489998,96.889999,96.050003,96.68,92.761185,28912100
7/11/2016,96.75,97.650002,96.730003,96.980003,93.049026,23794900
7/12/2016,97.169998,97.699997,97.120003,97.419998,93.471191,24167500
7/13/2016,97.410004,97.669998,96.839996,96.870003,92.943474,25892200
7/14/2016,97.389999,98.989998,97.32,98.790001,94.78566,38919000
7/15/2016,98.919998,99.300003,98.5,98.779999,94.776062,30137000
7/18/2016,98.699997,100.129997,98.599998,99.830002,95.783508,36493900
7/19/2016,99.559998,100,99.339996,99.870003,95.821877,23779900
7/20/2016,100,100.459999,99.739998,99.959999,95.908234,26276000
7/21/2016,99.830002,101,99.129997,99.43,95.399712,32702000
7/22/2016,99.260002,99.300003,98.309998,98.660004,94.660934,28313700
7/25/2016,98.25,98.839996,96.919998,97.339996,93.394432,40382900
7/26/2016,96.82,97.970001,96.419998,96.669998,92.751587,56239800
7/27/2016,104.269997,104.349998,102.75,102.949997,98.777039,92344800
7/28/2016,102.830002,104.449997,102.82,104.339996,100.11068,39869800
