"","date","AIG","AXP","BA","DD","DIS","GM","HD","HWP","IBM","JPM","MCD","MRK","MSFT","T","VZ","WMT"
"1",20000112,0.0296792223357896,-0.00522194398115171,0.00436364328777327,0.00453515516539136,-0.0733125326314678,0.0460525074449847,-0.00815498912930614,0.0345154487904607,0.00628932890756392,0.0173917427118692,0.0417971286784615,0.0195004059671278,-0.0331136847844244,0.0637760353972367,NA,-0.018087118491144
"2",20000113,0.0271509890659509,0.00522194398115162,-0.016093983073263,-0.00817814644389232,0.0328496690182868,0,0.0172505546137912,0.00333148559100342,-0.011560822401076,0.0262969522904621,-0.0102866447102754,0.00418936515527692,0.0187249473323248,-0.0231491818669656,NA,0.000960153698343287
"3",20000114,0.0182476724817161,0.0221879149753621,0.0376310682176468,-0.0163277577857147,-0.0365671454184194,0.0741079721537218,-0.00302267232658601,-0.00221975673831289,0.011560822401076,0.0413714618560368,0.00699186615848387,-0.00839635495290628,0.0403349193966848,0.0242926925690445,NA,-0.00964327627180423
"4",20000118,-0.0511491086761047,-0.051045841093097,0.0224728558520586,-0.0284558448412586,0.0275499517682306,0.00907721815111668,-0.023482447053411,0.00940012451191505,-0.0307716586667537,-0.0373084801367831,-0.026380989594325,-0.0457173185296644,0.0269173076124826,-0.0242926925690446,NA,0.0163386623547892
"5",20000119,-0.0198026272961798,-0.0174713262728415,0.0566953436765453,-0.0134488098126131,0.0072202479734871,-0.0182375875497809,0.0224728558520586,0.0212368449499747,0.038059561824345,-0.0178987135719038,0.0208651384639618,0.00966191091173689,-0.0748169997729402,-0.00469484430420773,NA,-0.0231447168237886
"6",20000120,-0.0184036063824723,0.0232279211171781,-0.0239055208535544,-0.00971824946892134,-0.032909734088798,0.0091603693986642,-0.0132182910858528,0.00107700602763797,0.0113461763873015,-0.0129838230104587,-0.0329864989963065,0.0199054603468129,-0.00938974034983903,-0.0274316544606709,NA,-0.0107897074213801
"7",20000121,-0.00360144446890737,-0.00493219248931895,-0.0176275750833133,-0.0117879557520422,-0.0263668758407422,-0.00380662812156266,-0.0217287389913814,-0.0261737951139124,-0.00308166653740811,-0.0163376492949279,0.00152322954052142,-0.00687878894680431,-0.0214549350012595,0.00722894714315129,NA,-0.0149034055025749
"8",20000124,-0.0231153844290898,0.00205803735945618,-0.030557933217651,-0.0079365495957363,0.0170297398448023,-0.0262766277311606,-0.0383842430083153,-0.00110558330774964,-0.0292296383149384,-0.012296332423881,-0.0277795641070757,-0.0306638128861153,-0.0243914531241591,-0.0304715836457473,NA,-0.0566286125030528
"9",20000125,0.0134476354138024,0.0410851177950268,0.030557933217651,-0.0201214031994211,0.118408231050302,-0.0237729103525028,-0.0309075374630767,-0.00332410278383856,0.00948873750870145,0,-0.0031347988053715,0.00885745383406102,0.0153142349730426,0.0159610509313327,NA,0.0353835038893167
"10",20000126,0.0245889449782622,0.00864445461634106,0.0108844611984234,-0.00918842605440626,-0.0236098656391337,0.00798726291021105,0.0287312580404811,-0.0350120459597085,-0.0201384654253595,0.0600232322719828,-0.111133294743568,0.0269698817121036,-0.0340063679851951,-0.00610875448832125,NA,0.0132048642951707
"11",20000127,-0.00237248035363036,0.0197565984360763,-0.0246587836632527,0.00918842605440617,0.0135595297856323,0.0534389621555603,0.00651468102119367,-0.00230149698827927,-0.0282320596275493,0.0180727810596946,0.0546210844802252,0.0178652135578698,-0.00630916919326472,-0.0123306124574787,NA,-0.0464719652781097
"12",20000128,-0.0313656592782197,-0.0291906306694349,-0.00975617494536469,-0.0372713947972317,-0.010152371464018,-0.047885596039005,-0.0374906089154987,0.00230149698827917,-0.0172178649474992,-0.0620871335516119,-0.0235304974101942,0.0299025601738698,-0.00507615303186066,-0.0302290019613172,NA,-0.070050513045087
"13",20000131,0.0230173698867484,0.0402531123583311,-0.00280505092760861,-0.00422833610952106,-0.0119761910467156,0.0195854282323847,0.0178178433167939,-0.00460830308619422,0.00614355464840544,0.0404619508875496,0.0168638060520047,0.0314161962333789,-0.00382409643840339,0.076297754050646,NA,-0.00682596507039987
"14",20000201,-0.019347640997786,0.0254695415404568,-0.0169975763685711,0.0147216118253599,-0.00864309615601997,0.0565548354642199,0.0805520023114865,-0.0227747069892452,-0.0208165041245867,-0.00254517826375065,-0.0202709643736191,-0.0257042263988848,0.0504308536268919,-0.00475060275859786,NA,0.0694493882718714
"15",20000202,-0.000610687041879828,-0.0288896474773148,0.0198026272961797,0.0145080264895786,0.0341330063694586,-0.0465200156348928,-0.022658023892584,0.0439123120266499,0.0318908144236804,-0.0117919848826566,-0.0311983708558613,0.000813338800428281,-0.0208596520524315,-0.0289875368732523,NA,-0.00533904097942032
"16",20000203,-0.00982205563545881,-0.00802603200074944,-0.0269711167747923,-0.0218417419150488,0.0166393190039647,0.00612559342668258,0.00208116620382467,0.0262218650014533,0.0314389036371289,0.0128108336717595,-0.0141846349919564,-0.00816331063916098,0.0275162575700314,-0.0148150857851406,NA,0
"17",20000204,-0.00556759866910248,-0.0088649645889499,0.0128665105932503,-0.0105709229600107,0.00657897109804256,0.00608829886725536,0.0164952193691108,0.0388817875442075,-0.012889544725997,-0.0299764047002637,0.00356506616449614,-0.0156963156473187,0.027953054022377,0.00743497848751799,NA,-0.0359711806205048
"18",20000207,-0.0315085926669423,0.00617524154564986,-0.0509942960298139,-0.00746670135653697,-0.00328407520118988,-0.0238015074663258,-0.0353835038893166,0.0852442798696097,-0.0130578569174567,-0.013203254913117,-0.00535237673859195,0.00249480378878287,0.000586338334007174,0.0122700925918144,NA,-0.0201800570043779
"19",20000208,-0.0174366703783337,0.00345688840505331,-0.0196232711841394,-0.0260318387179469,-0.0115799474309594,-0.0125099364066726,0.0333364202675917,-0.0341363840232389,0.0418291541963968,0.0163462643103162,0.0386012836968121,0.00248859522876525,0.0305940166859338,-0.0172205977516705,NA,0.0752398341874053
"20",20000209,0.0142305118127009,-0.0402949095275784,-0.0500104205746614,-0.00330214939575911,0.00332226219197786,-0.00394166848533253,-0.0322776589193498,-0.0015109547069988,-0.0137495555831024,-0.0248887615334306,-0.0121213605323448,-0.0553568308815759,-0.0555211233564043,-0.0315085926669423,NA,-0.0341913647482793
"21",20000210,-0.0313137130661494,-0.0132611949413838,0.0190481949706944,-0.0474129431832572,-0.0201011793210873,-0.0288481543376583,0.0084299761604594,0.0150077854336895,0.0147994244459392,-0.0222291614436392,-0.0105079775984151,-0.033841163378915,0.0190481949706944,0.00638164258952061,NA,0.00757989552276917
"22",20000211,0.00528752058068342,-0.00649352931054834,0.00313972000466785,-0.0632291667702014,0.0250639686632162,-0.0389605843880764,0.00835950531609029,-0.0364044244272373,-0.03198566915135,-0.0121347324659935,-0.0159719455660522,-0.0558804583944566,-0.0588941035178941,-0.0102302682508149,NA,-0.032897703507059
"23",20000214,-0.0119364812459345,0.00325203538637732,-0.0416060008324638,0.0170944333593,-0.0233733511853087,0.0142679717977048,0.00415369236869339,0.0132994287609285,0.00594114628990842,-0.00333518930613835,-0.0308834717154529,0.0123752174276536,-0.00313185348379393,-0.00515465058866454,NA,0.0318183725873832
"24",20000215,0.0289303542605631,0.0327374544639414,0.00651468102119367,0.0587713174154133,-0.00338409798424057,-0.0125787822068601,-0.00937018828758463,0.0260797127830517,0.00911290144566177,0.033938670511639,-0.00369686188132609,-0.00664454271866861,-0.0107222723871219,-0.00778214044205496,NA,0.00215749814002109
"25",20000216,-0.0256003478533757,-0.0337525799190966,-0.03300629646817,-0.0254348971478216,0.00169348050633315,0.00923988094134546,-0.051513534450108,0.013766195764148,-0.0118090475922428,-0.0289400486068026,-0.00930239266231356,-0.00190657827058153,-0.00955725656340706,0.0307716586667537,NA,-0.0925123731799773
"26",20000217,-0.014735698653753,-0.0391475896842713,0.00668898815079671,-0.0153395338156218,-0.0119150345778711,-0.00839635495290628,-0.0381640029457578,-0.00784317746102589,0.00860220358266329,0.000553863209949518,0.00930239266231341,-0.0349550150335766,0.0202795289505291,0.00126182982042217,NA,-0.0773866636154202
"27",20000218,-0.0350190262995813,-0.0704424097005361,-0.0408219945202552,-0.0167869649492568,-0.0277795641070757,-0.00507186209796034,-0.0115076068514798,0.0156253179030808,-0.0359711806205048,-0.0314986670593711,-0.0377403279828471,-0.0199607425625381,-0.0468785670908675,-0.0411898637731622,NA,-0.0141481459660269
"28",20000222,-0.0305096384897011,0.00902533202204244,0.0768324320432883,0.0472342817568505,-0.0617255797609565,-0.0016963532481784,-0.00347826437632481,-0.00778214044205496,-0.0145335146161678,0.00626604157864634,-0.00578593706704389,0.0549157575961146,-0.0132364606258309,-0.0252841146943054,NA,-0.00129617646144669
"29",20000223,-0.0145140428842541,-0.00721373732369165,-0.0460607733765345,-0.0174524499512262,0.0222231367847103,-0.00852520082335962,0.0195520892073859,0.0212568390254151,-0.0204785313435407,-0.00398293556407779,0.00962471337420969,-0.0369332550456823,0.00465271693443948,0.0107239633629756,NA,-0.0222960055553734
"30",20000224,-0.0281708769666963,-0.0606246218164349,-0.0152674721307884,-0.00706716722309244,-0.0278569545029662,0.030356462480594,-0.0335874073237694,-0.00960622180543987,0.0187879138656333,0.0051180094657419,-0.0390674681909095,-0.0250639686632163,0.00529101763441568,-0.0215641779158405,NA,-0.0545094056683716
"31",20000225,0.00599701947237427,-0.0412227158239543,0.0336166107989851,-0.0263488296967516,-0.0681860945170114,0.023800877295578,-0.00117855051944425,-0.03837165285759,-0.0467617659080393,-0.0212103107544969,-0.0120241929668017,-0.0225882293739633,-0.0369541544516175,-0.0192578166044145,NA,0.00836824967051658
"32",20000228,0.0417184535672923,0.0612138623025192,-0.0217218231468358,0.00725517088117202,0.0549157575961146,0.00807758834636673,0.0650543079080231,0.0330486303686754,-0.0118907465215217,0.00807852056520148,0.00402415029972555,0.0225882293739634,0.00273410970046817,-0.0013898542890543,NA,0.0246926125903714
"33",20000229,0.0142351158218719,0.0117124787048527,-0.00169061747790744,-0.0268636422695483,0.0226424767497598,-0.021138998523184,0.021858793812499,0.043206340391216,-0.0168882180285217,0.0221662954572604,0.0159365922628126,0,-0.0241807981972147,0.0941715877400205,NA,0.0579109159448387
"34",20000301,0.0126406177508338,0.00973356468075587,-0.017065260554187,-0.0429901849313683,0.0348339526756325,-0.0241175930649369,-0.0385722747862396,-0.00652682969668455,-0.0221411258772135,-0.0107375996336377,-0.0119285708652738,-0.0257083567102069,0.01595594031633,-0.0308507757204759,NA,0.0227569871226163
"35",20000302,-0.0290285869338069,-0.0144021072403892,-0.0103807160545607,-0.0314986670593711,-0.00542006746933914,-0.00421763594420347,-0.00902940671939426,0.00280243060570212,0.0269955043420117,-0.0102799306197494,-0.0120725812342692,-0.0125787822068601,0.0278267021224796,0.123856807039951,NA,0.0111871893905644
"36",20000303,0.0043010818993907,-0.000468055239062154,0,0.0794271336313218,0.0460258223952821,0.0258671076410568,-0.0114026320978116,0.0339326457196197,0.0541946503880015,0.0170749737525781,0.0455073573205066,-0.0299808322119358,0.0290257843728266,0.00689657905906046,NA,0.0399810971838351
"37",20000306,-0.0305034542934147,-0.0323529644517657,-0.0228681909036594,-0.0199011543172949,-0.00346620797648628,0.00574950249126112,-0.0138570346614262,0.0488331019740286,-0.0560122819093261,-0.00509194876715601,-0.0234844452330693,-0.0175443096509095,-0.0589193146509692,-0.0196651796978601,NA,-0.0412179557212314
"38",20000307,-0.0398698913754957,-0.022494836047903,-0.0107335556431087,-0.0715985605482961,0,-0.0231990520127885,-0.0525180342834464,-0.0177609173846525,-0.00303674694347367,-0.0434725072419678,-0.0549476967839039,-0.0464146693087485,0.0245243898630844,-0.0188684843043828,NA,-0.0599287006594096
