,DATE,ARS,AUD,BRL,CAD,CHF,CNY,CZK,DKK,EUR,GBP,HKD,HUF,JPY,KRW,MXN,NOK,NZD,PLN,RUB,SAR,SEK,SGD,TRY,ZAR,days
692,8/27/2002,3.64,0.55305,3.134,1.5522,1.49895,8.2767,31.305,7.5784,0.98,1.53055,7.8,251.15,118.19,1200,9.856,7.5441,0.47185,4.1706,NA,3.7502,9.3225,1.75355,1.6277,10.5985,Tuesday
693,8/28/2002,3.63,0.55165,3.12,1.55775,1.49995,8.2768,31.259,7.56665,0.98105,1.5369,7.79975,250.215,118.395,1201,9.8915,7.5211,0.46995,4.1518,NA,3.7502,9.3083,1.75,1.62974,10.5855,Wednesday
694,8/29/2002,3.62,0.55115,3.069,1.56115,1.4922,8.2767,30.995,7.5446,0.98425,1.5491,7.79985,249.695,118.16,1201.5,9.929,7.5127,0.46775,4.1515,NA,3.7502,9.3088,1.74785,1.62526,10.6305,Thursday
695,8/30/2002,3.625,0.55085,3.006,1.5602,1.50105,8.2768,30.955,7.5721,0.9804,1.5468,7.79995,249.835,118.575,1201.9,9.898,7.5328,0.46795,4.1365,NA,3.7502,9.3868,1.74805,1.62526,10.5105,Friday
696,9/2/2002,3.625,0.55245,3.006,1.55545,1.49505,8.2769,30.697,7.5444,0.98415,1.5504,7.8,248.58,118.1,1202.4,9.9125,7.5284,0.47005,4.1327,NA,3.7503,9.4045,1.7513,NA,10.6185,Monday
697,9/3/2002,3.62,0.54725,3.098,1.5536,1.472,8.277,30.536,7.4502,0.99665,1.5638,7.79995,246.6,117.145,1200.7,9.967,7.4645,0.46945,4.1235,NA,3.7504,9.3425,1.74765,1.61694,10.75495,Tuesday
698,9/4/2002,3.65,0.54465,3.115,1.5632,1.4738,8.2771,30.576,7.4727,0.9937,1.5646,7.8,247.23,118.015,1195.3,10.021,7.4577,0.4667,4.128,NA,3.7502,9.3683,1.7446,1.62554,10.6605,Wednesday
699,9/5/2002,3.67,0.54145,3.154,1.5689,1.472,8.2772,30.475,7.4861,0.99205,1.56655,7.8,247,118.325,1191,10.031,7.442,0.46605,4.1535,NA,3.7503,9.3513,1.74485,1.62274,10.5575,Thursday
700,9/6/2002,3.6,0.54545,3.157,1.559,1.47985,8.277,30.575,7.5397,0.983,1.56005,7.8,248.4,118.635,1196.8,9.957,7.4685,0.46895,4.1665,NA,3.7502,9.351,1.74995,1.61939,10.51995,Friday
701,9/9/2002,3.6,0.54775,3.101,1.5637,1.48385,8.277,30.528,7.56455,0.98155,1.55855,7.8,248.51,118.86,1196.9,9.951,7.5035,0.46955,4.1488,NA,3.75025,9.387,1.7512,1.63281,10.505,Monday
702,9/10/2002,3.6,0.54745,3.139,1.57,1.4989,8.277,30.585,7.6249,0.97395,1.5529,7.79995,249.655,119.78,1198.4,9.945,7.5864,0.47075,4.152,NA,3.75045,9.4315,1.7517,1.66282,10.6115,Tuesday
703,9/11/2002,3.64,0.54735,3.101,1.5755,1.50695,8.277,30.6475,7.641,0.97195,1.54755,7.79995,249.945,120.545,1202.5,9.966,7.58,0.47045,4.1648,NA,3.7504,9.4176,1.7564,1.65953,10.6235,Wednesday
704,9/12/2002,3.62,0.55165,3.128,1.5865,1.50245,8.2768,30.583,7.6051,0.97635,1.5546,7.79955,249.25,120.355,1201.4,10.03,7.5274,0.4745,4.17,NA,3.7505,9.4238,1.75775,1.65815,10.43,Thursday
705,9/13/2002,3.62,0.55065,3.16,1.58485,1.49655,8.2768,30.802,7.58885,0.9786,1.5608,7.7991,249.31,120.97,1203.8,9.97,7.5081,0.47405,4.167,NA,3.7505,9.4155,1.76465,1.65964,10.52,Friday
706,9/16/2002,3.64,0.54815,3.215,1.5812,1.51015,8.2768,31.265,7.6403,0.97215,1.54465,7.79945,250.62,122.165,1220,9.965,7.5607,0.4708,4.182,NA,3.7504,9.3815,1.7802,1.66667,10.70425,Monday
707,9/17/2002,3.64,0.54775,3.247,1.57885,1.51945,8.2769,31.2975,7.664,0.96915,1.53495,7.7994,250.95,122.485,1218.6,9.9675,7.5848,0.47005,4.1699,NA,3.7505,9.394,1.7822,1.66718,10.5975,Tuesday
708,9/18/2002,3.64,0.54775,3.356,1.5856,1.50125,8.2669,30.958,7.6015,0.9775,1.5492,7.79965,249.28,121.495,1213.4,10.024,7.5133,0.47015,4.1515,NA,3.7505,9.3184,1.7748,1.66286,10.57,Wednesday
709,9/19/2002,3.645,0.55035,3.449,1.5715,1.4917,8.2669,30.603,7.5632,0.9824,1.5539,7.79965,247.3,121.13,1209.4,10.041,7.463,0.4747,4.135,NA,3.7505,9.2332,1.76865,1.66401,10.5025,Thursday
710,9/20/2002,3.66,0.5467,3.404,1.574,1.48915,8.2769,30.625,7.5549,0.98315,1.55385,7.79975,247.29,123.295,1209.4,10.275,7.5029,0.4714,4.131,NA,3.7504,9.2099,1.77615,1.65578,10.6015,Friday
711,9/23/2002,3.66,0.5434,3.57,1.5848,1.48915,8.2771,30.842,7.5519,0.98375,1.5596,7.79985,247.18,123.74,1221,10.36,7.4745,0.46865,4.135,NA,3.7502,9.221,1.77715,1.65304,10.6362,Monday
712,9/24/2002,3.655,0.54445,3.775,1.5864,1.4915,8.277,30.988,7.5723,0.98085,1.5572,7.79975,248.42,123.325,1223.7,10.242,7.4637,0.4708,4.1357,NA,3.7505,9.2487,1.77965,1.65634,10.6895,Tuesday
713,9/25/2002,3.66,0.54325,3.663,1.5818,1.4952,8.2769,30.977,7.58305,0.9792,1.56115,7.7999,248.9,122.815,1225.5,10.273,7.4828,0.47015,4.14455,NA,3.75085,9.33,1.7822,1.64956,10.5815,Wednesday
714,9/26/2002,3.67,0.54395,3.755,1.5768,1.50175,8.2771,30.895,7.605,0.9767,1.55875,7.7998,249.49,122.535,1228.7,10.19,7.4908,0.46985,4.1576,NA,3.7503,9.3734,1.78425,1.65223,10.5485,Thursday
715,9/27/2002,3.67,0.54385,3.873,1.5769,1.5041,8.2772,31.061,7.61375,0.9756,1.5519,7.7996,249.19,123.01,1227.9,10.178,7.5117,0.4705,4.154,NA,3.7504,9.3265,1.7785,1.65264,10.545,Friday
716,9/30/2002,3.745,0.54345,3.76,1.586,1.47305,8.2773,30.6735,7.5168,0.9883,1.57255,7.79965,246.28,121.62,1227.8,10.2275,7.4135,0.46905,4.13925,NA,3.7502,9.272,1.776,1.65444,10.5425,Monday
717,10/1/2002,3.73,0.54275,3.606,1.5876,1.48135,8.2773,30.865,7.5434,0.98455,1.56955,7.79965,247.32,122.64,1227.7,10.161,7.4201,0.47105,4.135,NA,3.75045,9.2458,1.78535,1.66013,10.405,Tuesday
718,10/2/2002,3.73,0.54425,3.663,1.5842,1.48315,8.2773,30.845,7.543,0.98465,1.5658,7.79965,247.3,123.145,1230.4,10.1265,7.4172,0.4756,4.1465,NA,3.7503,9.2045,1.7888,1.64112,10.4325,Wednesday
719,10/3/2002,3.755,0.54645,3.685,1.59135,1.47945,8.2773,30.745,7.5223,0.98765,1.56965,7.7998,246.57,122.895,1230.4,10.1275,7.4005,0.47765,4.1435,NA,3.7502,9.1987,1.7868,1.63442,10.365,Thursday
720,10/4/2002,3.745,0.54595,3.625,1.5919,1.48855,8.2773,30.8755,7.5615,0.98235,1.567,7.7996,248.5,123.095,1232.4,10.1655,7.422,0.47805,4.155,NA,3.75025,9.2569,1.7803,1.63465,10.4,Friday
721,10/7/2002,3.75,0.5497,3.738,1.5921,1.4881,8.2773,30.8525,7.56035,0.98235,1.56705,7.7996,249.145,124.27,1240.9,10.232,7.41615,0.48385,4.1655,NA,3.75045,9.2626,1.7914,1.64325,10.465,Monday
722,10/8/2002,3.76,0.54715,3.723,1.5955,1.49895,8.2773,30.975,7.5942,0.9784,1.55645,7.79965,250.01,124.285,1247.1,10.1575,7.4336,0.4815,4.16,NA,3.7503,9.3543,1.79065,1.64553,10.5275,Tuesday
723,10/9/2002,3.74,0.54865,3.873,1.5931,1.48435,8.2771,30.99,7.529,0.98635,1.5583,7.7996,248.65,123.725,1246.6,10.199,7.397,0.48155,4.1525,NA,3.75025,9.2976,1.7882,1.6432,10.4855,Wednesday
724,10/10/2002,3.71,0.54715,3.999,1.589,1.4853,8.277,31.084,7.5402,0.98515,1.56215,7.7996,248.53,123.615,1257.8,10.215,7.3944,0.4797,4.1245,NA,3.75025,9.2833,1.7923,1.64289,10.4,Thursday
725,10/11/2002,3.7,0.54915,3.83,1.5879,1.4859,8.2769,31.181,7.5354,0.9859,1.56055,7.7998,248.605,124.05,1259.5,10.177,7.3923,0.4813,4.1252,NA,3.75025,9.2395,1.7932,1.63139,10.4285,Friday
726,10/14/2002,3.7,0.54665,3.835,1.585,1.48165,8.2767,31.14,7.5265,0.98695,1.55755,7.7998,248.275,124.155,1259.1,10.117,7.3825,0.47925,4.1178,NA,3.75035,9.207,1.7988,NA,10.4275,Monday
727,10/15/2002,3.7,0.5467,3.848,1.5858,1.49355,8.2767,31.345,7.564,0.98235,1.555,7.7995,249.2,124.725,1263.5,10.0525,7.4254,0.4794,4.137,NA,3.7504,9.2195,1.8063,1.64259,10.42,Tuesday
728,10/16/2002,3.65,0.54835,3.92,1.5839,1.49395,8.2767,31.626,7.5639,0.9824,1.55325,7.7994,250.11,124.315,1246.9,10.07,7.4684,0.4807,4.145,NA,3.7504,9.239,1.7969,1.64154,10.41,Wednesday
729,10/17/2002,3.6,0.5507,3.905,1.5731,1.50985,8.2768,31.696,7.6404,0.97255,1.5517,7.7996,252.39,124.865,1240.6,10.02,7.6059,0.48155,4.18,NA,3.7504,9.3547,1.7857,1.64627,10.29,Thursday
730,10/18/2002,3.62,0.55055,3.875,1.5737,1.51175,8.2767,31.435,7.65045,0.97175,1.5477,7.79895,252.225,125.385,1247,9.98,7.613,0.48125,4.165,NA,3.75045,9.385,1.7889,1.65133,10.35,Friday
731,10/21/2002,3.63,0.55365,3.911,1.5669,1.5094,8.2768,31.358,7.6318,0.9736,1.54415,7.7991,248.51,124.71,1243.4,9.939,7.5876,0.48395,4.1359,NA,3.7503,9.322,1.7808,1.6591,10.215,Monday
732,10/22/2002,3.63,0.5533,3.901,1.5663,1.50415,8.277,31.301,7.6071,0.97695,1.5468,7.7987,247.49,125.085,1243.5,9.965,7.5901,0.48395,4.116,NA,3.7503,9.3701,1.7862,1.65373,10.17,Tuesday
733,10/23/2002,3.62,0.55265,3.918,1.5661,1.5018,8.2769,31.662,7.61125,0.97605,1.54845,7.7991,247.745,124.05,1231.9,10.007,7.5614,0.48445,4.1095,NA,3.75025,9.388,1.7805,1.65839,10.1875,Wednesday
734,10/24/2002,3.62,0.5562,3.805,1.561,1.50665,8.277,31.87,7.6287,0.97405,1.54685,7.799,247.985,124.405,1232,9.939,7.5759,0.48665,4.085,NA,3.75045,9.371,1.7787,1.66732,10.12,Thursday
735,10/25/2002,3.62,0.5544,3.73,1.5685,1.49995,8.2772,31.629,7.6039,0.9773,1.55495,7.79915,246.8,123.975,1231.9,9.987,7.5308,0.48675,4.05775,NA,3.7502,9.3358,1.7763,1.67435,10.097,Friday
736,10/28/2002,3.6,0.55885,3.77,1.5592,1.49175,8.2773,31.441,7.5594,0.9831,1.55435,7.79905,245.55,123.695,1233.5,9.993,7.5039,0.489,4.05,NA,3.7502,9.2507,1.7815,1.67435,10.045,Monday
737,10/29/2002,3.6,0.55695,3.825,1.5622,1.4865,8.2772,31.3905,7.5436,0.9854,1.55915,7.79935,244.62,122.445,1227.4,10.156,7.5057,0.48695,4.043,NA,3.75045,9.255,1.7722,1.67435,10.065,Tuesday
738,10/30/2002,3.56,0.55215,3.713,1.56575,1.48895,8.2771,31.385,7.55505,0.98315,1.55745,7.7994,245.655,122.815,1231.8,10.222,7.4983,0.48175,4.04425,NA,3.75025,9.2205,1.7706,1.67419,10.10495,Wednesday
739,10/31/2002,3.525,0.55515,3.625,1.5565,1.476,8.277,31.075,7.50595,0.9902,1.5643,7.7993,243.77,122.515,1221.6,10.1505,7.4364,0.48625,4.0302,NA,3.75045,9.1639,1.767,1.66652,9.9805,Thursday
740,11/1/2002,3.53,0.55735,3.598,1.559,1.4679,8.2771,30.966,7.4595,0.9964,1.56445,7.79945,242.335,122.305,1225.2,10.192,7.4,0.49065,4.0025,NA,3.7504,9.1265,1.7674,1.68322,9.96375,Friday
741,11/4/2002,3.53,0.56025,3.533,1.5573,1.4703,8.2773,30.924,7.4689,0.99535,1.55385,7.7993,242.31,122.5,1219,10.18,7.3968,0.49615,3.9975,NA,3.7504,9.169,1.7626,1.67405,9.9,Monday
742,11/5/2002,3.57,0.56175,3.521,1.5573,1.4607,8.277,30.8945,7.43,1.00025,1.5622,7.7992,240.49,121.87,1217,10.203,7.3581,0.4963,3.9685,NA,3.7504,9.1384,1.7568,1.63772,9.92,Tuesday
743,11/6/2002,3.55,0.56115,3.659,1.5565,1.46665,8.277,30.947,7.4496,0.99725,1.55915,7.7992,239.9,122.145,1222.2,10.162,7.3878,0.49525,3.9675,NA,3.7502,9.1395,1.7623,1.6384,9.89,Wednesday
744,11/7/2002,3.54,0.56645,3.582,1.5528,1.45065,8.277,30.6295,7.3697,1.00795,1.57995,7.7994,237.3,121.26,1217.2,10.225,7.2896,0.49925,3.9345,NA,3.7502,9.062,1.7646,1.623,9.76,Thursday
745,11/8/2002,3.55,0.56675,3.544,1.5645,1.44525,8.277,30.4815,7.3361,1.0128,1.5891,7.7994,235.45,119.86,1207.4,10.292,7.2194,0.49875,3.91,NA,3.75025,8.988,1.7605,1.61565,9.75,Friday
746,11/11/2002,3.55,0.56065,3.518,1.56855,1.4479,8.277,30.4,7.351,1.01045,1.5883,7.79945,236.35,119.375,1201,10.329,7.2187,0.49475,3.892,NA,3.7502,8.9873,1.7588,NA,9.795,Monday
747,11/12/2002,3.54,0.56155,3.601,1.5728,1.4475,8.277,30.3595,7.3525,1.01015,1.58755,7.79955,236.155,119.705,1206,10.336,7.245,0.49495,3.9067,NA,3.7502,8.9755,1.7619,1.63434,9.84245,Tuesday
748,11/13/2002,3.53,0.55975,3.626,1.5785,1.45175,8.277,30.43,7.3624,1.00885,1.58675,7.79945,236.59,120.115,1202.2,10.271,7.2565,0.49555,3.9465,NA,3.75035,8.9802,1.7626,1.63331,9.815,Wednesday
749,11/14/2002,3.52,0.56295,3.726,1.57605,1.46005,8.277,30.4845,7.3952,1.00415,1.5803,7.79955,236.73,120.415,1211.7,10.207,7.2826,0.50005,3.9357,NA,3.75045,9.05,1.76605,1.61594,9.7,Thursday
750,11/15/2002,3.53,0.56215,3.726,1.5806,1.45625,8.277,30.399,7.3777,1.00665,1.57885,7.79955,235.615,120.495,1208.6,10.242,7.2617,0.49955,3.93,NA,3.75045,9.0302,1.7625,1.60248,9.6,Friday
751,11/18/2002,3.53,0.56335,3.559,1.5871,1.45515,8.277,30.262,7.3639,1.00865,1.58135,7.7995,234.425,121.115,1209.1,10.173,7.2481,0.49775,3.8985,NA,3.75045,8.9876,1.7645,1.58147,9.5665,Monday
752,11/19/2002,3.5,0.56105,3.557,1.5841,1.45075,8.277,30.192,7.3393,1.012,1.5894,7.7994,234.045,121.585,1208.6,10.164,7.2451,0.4981,3.889,NA,3.7503,8.971,1.764,1.5826,9.58,Tuesday
753,11/20/2002,3.5,0.5588,3.513,1.584,1.46275,8.277,30.5305,7.3984,1.00375,1.5758,7.79955,236.5,122.535,1216.5,10.152,7.3042,0.49675,3.93875,NA,3.7503,9.0375,1.7685,1.58499,9.68245,Wednesday
754,11/21/2002,3.51,0.56205,3.524,1.5785,1.46805,8.277,30.61,7.4225,1.00055,1.57865,7.79935,236.7,122.725,1213.7,10.08,7.3115,0.50245,3.9477,NA,3.75045,9.0156,1.7675,1.57582,9.615,Thursday
755,11/22/2002,3.49,0.56425,3.557,1.58055,1.47425,8.2773,30.665,7.434,0.99915,1.58115,7.79885,237.15,122.67,1211.9,10.137,7.3118,0.50375,3.9335,NA,3.7503,9.0186,1.7693,1.57047,9.475,Friday
756,11/25/2002,3.49,0.55875,3.54,1.5728,1.48505,8.2773,31.033,7.4843,0.99245,1.56625,7.79845,237.85,122.45,1211.5,10.0995,7.3608,0.49875,3.9712,NA,3.75045,9.0936,1.7719,1.56706,9.27,Monday
757,11/26/2002,3.47,0.56125,3.607,1.5705,1.48385,8.277,31.098,7.4796,0.99305,1.55995,7.7985,238.15,121.765,1206.1,10.16,7.3267,0.49835,3.985,NA,3.75045,9.115,1.7668,NA,9.19,Tuesday
758,11/27/2002,3.46,0.55555,3.588,1.5758,1.4903,8.2771,31.17,7.5036,0.99,1.54415,7.79865,238.88,121.805,1207.6,10.158,7.357,0.49205,3.9895,NA,3.7503,9.1495,1.7675,1.55637,9.21375,Wednesday
759,11/28/2002,3.46,0.56135,3.588,1.5721,1.48265,8.2772,31.072,7.463,0.99495,1.55295,7.79855,239.045,122.095,1207.8,10.117,7.3296,0.49595,4.0025,NA,3.7502,9.1195,1.7657,NA,9.24,Thursday
760,11/29/2002,3.63,0.56165,3.655,1.5666,1.4835,8.2772,30.969,7.4649,0.99485,1.55665,7.7987,238.98,122.515,1208.8,10.137,7.3238,0.49905,4.0229,NA,3.7502,9.0675,1.764,1.53904,9.29845,Friday
761,12/2/2002,3.6,0.56025,3.632,1.5589,1.48425,8.2772,31.092,7.4696,0.99415,1.555,7.79855,239.61,124.465,1212.5,10.119,7.306,0.4985,3.9965,NA,3.7502,9.0665,1.7683,1.52,9.24,Monday
762,12/3/2002,3.56,0.55935,3.683,1.5575,1.47615,8.2771,31.035,7.45145,0.9975,1.56685,7.79845,237.49,124.43,1217.8,10.139,7.2845,0.49905,3.9865,NA,3.7503,9.0595,1.7704,1.52747,9.27865,Tuesday
763,12/4/2002,3.54,0.56025,3.724,1.559,1.4729,8.2772,31.035,7.4271,0.99985,1.5716,7.79865,236.92,124.74,1216.4,10.229,7.2704,0.50075,3.9818,NA,3.7503,9.0678,1.7696,1.544,9.155,Wednesday
764,12/5/2002,3.53,0.56125,3.795,1.5615,1.47155,8.277,30.89,7.4209,1.0006,1.57055,7.7985,235.96,125.17,1226.5,10.238,7.2796,0.50205,4.001,NA,3.75045,9.062,1.7735,1.546,9.11,Thursday
765,12/6/2002,3.54,0.56125,3.742,1.5658,1.46005,8.2772,30.765,7.3676,1.00795,1.57465,7.7984,234.28,123.785,1220,10.272,7.2178,0.50145,3.9782,NA,3.7503,9.0015,1.7737,1.56,9.2,Friday
766,12/9/2002,3.54,0.56355,3.784,1.5617,1.4617,8.2775,30.8705,7.3714,1.0072,1.5763,7.79865,234.53,123.45,1212.5,10.185,7.2602,0.50375,3.952,NA,3.7503,9.0145,1.7631,1.56167,9.115,Monday
767,12/10/2002,3.54,0.5613,3.809,1.5592,1.4596,8.277,30.8455,7.3588,1.00935,1.5716,7.79875,234.22,123.555,1217.4,10.177,7.2651,0.50445,3.9525,NA,3.7502,9.0271,1.7667,1.55468,8.97,Tuesday
768,12/11/2002,3.52,0.56085,3.778,1.5535,1.46145,8.2772,30.786,7.3629,1.00865,1.57585,7.799,233.99,123.355,1212.5,10.18,7.2948,0.50235,3.956,NA,3.7503,9.0151,1.76355,1.55181,8.9,Wednesday
769,12/12/2002,3.51,0.56515,3.794,1.553,1.45475,8.2772,30.735,7.3115,1.0156,1.5774,7.799,232.1,123.12,1212,10.185,7.2241,0.50885,3.89705,NA,3.7502,8.9717,1.7601,1.55805,8.91,Thursday
770,12/13/2002,3.5,0.56535,3.725,1.5545,1.44375,8.277,30.577,7.266,1.022,1.5894,7.7989,230.59,120.585,1210,10.1755,7.1744,0.51465,3.8895,NA,3.7503,8.9415,1.7516,1.55054,8.75,Friday
771,12/16/2002,3.52,0.56515,3.599,1.564,1.44625,8.2772,30.607,7.2829,1.01965,1.58835,7.7985,230.93,121.195,1203.1,10.20475,7.1562,0.51355,3.88825,NA,3.75045,8.9325,1.7478,1.53893,8.725,Monday
772,12/17/2002,3.55,0.56765,3.572,1.548,1.42945,8.2775,30.452,7.2144,1.0295,1.59845,7.7987,228.38,120.66,1196,10.208,7.095,0.5191,3.8837,NA,3.75045,8.8387,1.7439,1.56219,9.1,Tuesday
773,12/18/2002,3.53,0.56455,3.52,1.5505,1.42775,8.2773,30.4,7.22855,1.0272,1.6009,7.7983,228.85,121.075,1203.7,10.26525,7.1076,0.51315,3.89465,NA,3.7502,8.8352,1.7459,1.59735,8.95,Wednesday
774,12/19/2002,3.5,0.56495,3.476,1.5475,1.4266,8.28,30.509,7.2413,1.02535,1.6016,7.7979,229.775,120.565,1203.7,10.1925,7.1067,0.5167,3.887,NA,3.7502,8.8756,1.7459,1.62619,8.87,Thursday
775,12/20/2002,3.47,0.56105,3.488,1.555,1.42405,8.28,30.44,7.2306,1.02695,1.60365,7.798,229.62,120.555,1204.7,10.1755,7.0895,0.514,3.8803,NA,3.7503,8.8688,1.744,1.63195,8.89,Friday
776,12/23/2002,3.48,0.56205,3.5,1.549,1.41835,8.2775,30.559,7.2327,1.02675,1.5925,7.7985,229.7,120.185,1201.8,10.1905,7.076,0.51635,3.873,NA,3.7503,8.8963,1.7393,1.64609,8.8425,Monday
777,12/24/2002,3.48,0.56205,3.5,1.5489,1.41835,8.2775,30.559,7.2327,1.02675,1.5925,7.79845,229.7,120.185,1200.8,10.1905,7.076,0.51635,3.873,NA,3.7503,8.8963,1.7395,1.64609,8.8425,Tuesday
778,12/25/2002,3.48,0.56205,3.5,1.5489,1.41835,8.2775,30.559,7.2327,1.02675,1.5925,7.79845,229.7,120.185,1200.8,10.1905,7.076,0.51635,3.873,NA,3.7503,8.8963,1.7395,NA,8.8425,Wednesday
779,12/26/2002,3.48,0.56205,3.57,1.5489,1.41835,8.2775,30.559,7.2327,1.02675,1.5925,7.79845,229.7,120.185,1200.8,10.1905,7.076,0.51635,3.873,NA,3.7503,8.8963,1.7395,1.64609,8.8425,Thursday
780,12/27/2002,3.38,0.56385,3.542,1.5695,1.40195,8.2772,30.2175,7.1599,1.03735,1.6002,7.79905,227.26,119.955,1197.7,10.265,7.0336,0.51905,3.8555,NA,3.75005,8.8041,1.7386,1.65519,8.7705,Friday
781,12/30/2002,3.395,0.56365,3.54,1.5795,1.39265,8.2773,30.175,7.1043,1.04535,1.604,7.79895,225.81,118.52,1197,10.345,6.9602,0.5231,3.8415,NA,3.7503,8.7602,1.735,1.63844,8.6415,Monday
782,12/31/2002,3.3725,0.56365,3.54,1.5795,1.39265,8.2773,30.175,7.1043,1.04535,1.604,7.79895,225.81,118.52,1197,10.45,6.9602,0.5231,3.8415,NA,3.7503,8.7602,1.735,1.6437,8.6415,Tuesday
783,1/1/2003,3.3725,0.56365,3.54,1.5795,1.39265,8.2773,30.175,7.1043,1.04535,1.604,7.79895,225.81,118.52,1197,10.45,6.9602,0.5231,3.8415,NA,3.7503,8.7602,1.735,NA,8.6415,Wednesday
784,1/2/2003,3.375,0.56285,3.536,1.572,1.4023,8.28,30.225,7.1598,1.0372,1.59795,7.7984,227.08,119.795,1192.9,10.3605,7.00165,0.52365,3.8345,NA,3.7502,8.7857,1.7433,1.65241,8.50495,Thursday
785,1/3/2003,3.32,0.56505,3.439,1.5662,1.39685,8.2768,30.11,7.1301,1.04185,1.60245,7.79885,226.395,119.78,1196.9,10.383,6.9567,0.52465,3.8322,NA,3.7503,8.724,1.7439,1.65064,8.47495,Friday
786,1/6/2003,3.32,0.57625,3.341,1.5595,1.38995,8.28,29.8775,7.0877,1.04785,1.61105,7.799,224.51,118.785,1188.9,10.422,6.9116,0.53325,3.8112,NA,3.7502,8.6755,1.7377,1.65682,8.3915,Monday
787,1/7/2003,3.27,0.57575,3.297,1.5613,1.39635,8.2767,30.045,7.123,1.0431,1.60685,7.79915,225.49,120.06,1186.5,10.326,6.9297,0.53265,3.83775,NA,3.7502,8.6843,1.7412,1.67373,8.56245,Tuesday
788,1/8/2003,3.3,0.57345,3.322,1.5645,1.40505,8.2766,30.238,7.1508,1.03915,1.59965,7.7994,226.2,119.885,1187.2,10.3475,6.9597,0.52875,3.85575,NA,3.7502,8.7436,1.7433,1.67,8.6625,Wednesday
789,1/9/2003,3.28,0.57725,3.315,1.5522,1.39245,8.2766,30.065,7.0889,1.04815,1.6062,7.79915,224.3,119.47,1178.8,10.422,6.9111,0.53145,3.835,NA,3.7505,8.7028,1.7366,1.6737,8.5655,Thursday
790,1/10/2003,3.34,0.58205,3.299,1.547,1.38805,8.2766,30.163,7.0546,1.05315,1.608,7.79915,223.11,119.545,1178.7,10.42725,6.8696,0.5364,3.811,NA,3.7502,8.6946,1.7401,1.66062,8.4765,Friday
791,1/13/2003,3.31,0.584,3.305,1.54,1.38475,8.2768,30.129,7.0412,1.05515,1.6055,7.79925,222.45,118.98,1178.3,10.55,6.9312,0.5383,3.8155,NA,3.7503,8.6861,1.7378,1.66023,8.60255,Monday
792,1/14/2003,3.29,0.58445,3.259,1.538,1.38155,8.28,30.01,7.0172,1.05915,1.6097,7.79905,221.6,118.035,1176.7,10.55475,6.9215,0.53945,3.7967,NA,3.7503,8.66,1.7344,1.66125,8.72875,Tuesday
793,1/15/2003,3.18,0.58515,3.325,1.5345,1.3813,8.277,30.1,7.0184,1.05915,1.6049,7.79895,221.05,117.85,1175.4,10.485,6.8947,0.53795,3.8045,NA,3.7503,8.6625,1.734,1.6642,8.7825,Wednesday
794,1/16/2003,3.22,0.58675,3.306,1.5345,1.38295,8.277,29.7895,7.0285,1.0575,1.60645,7.79895,228.27,117.89,1173.2,10.517,6.8737,0.54275,3.8125,NA,3.7503,8.6885,1.7323,1.65947,8.8205,Thursday
795,1/17/2003,3.25,0.59095,3.372,1.5345,1.36915,8.277,29.465,6.976,1.06515,1.61765,7.79915,229.74,117.885,1173.5,10.595,6.8348,0.55125,3.81925,NA,3.7504,8.6317,1.7334,1.65885,8.8475,Friday
796,1/20/2003,3.21,0.59035,3.406,1.5338,1.3689,8.2772,29.328,6.9669,1.06695,1.6082,7.79905,230,118.175,1174.1,10.616,6.8632,0.55125,3.8145,NA,3.7503,8.609,1.7322,NA,8.8475,Monday
797,1/21/2003,3.16,0.58745,3.478,1.533,1.36845,8.277,29.2855,6.9619,1.06795,1.60935,7.79925,231.445,118.605,1180,10.6595,6.9291,0.54575,3.8875,NA,3.75005,8.6175,1.7358,1.65645,9.04,Tuesday
798,1/22/2003,3.05,0.58545,3.512,1.533,1.36625,8.277,29.715,6.9477,1.07055,1.61365,7.79915,232.82,118.46,1176.7,10.797,6.9066,0.54295,3.8975,NA,3.7502,8.642,1.73235,1.66565,9.02125,Wednesday
799,1/23/2003,3.12,0.5906,3.532,1.52485,1.36015,8.277,29.275,6.9161,1.0758,1.62275,7.79925,231.55,117.78,1175.8,10.7845,6.9303,0.546,3.913,NA,3.7502,8.5955,1.7328,1.66193,8.83365,Thursday
800,1/24/2003,3.17,0.59185,3.622,1.5219,1.35665,8.2768,29.095,6.8796,1.0813,1.63115,7.79925,228.74,117.925,1170.8,10.8195,6.8868,0.54925,3.8497,NA,3.7501,8.5298,1.731,1.65725,8.7787,Friday
801,1/27/2003,3.22,0.58965,3.62,1.5234,1.35675,8.2768,28.95,6.8705,1.08265,1.63295,7.79955,227.4,118.915,1170.7,10.865,6.8975,0.54905,3.85475,NA,3.7502,8.526,1.7279,1.6596,8.7815,Monday
802,1/28/2003,3.22,0.58965,3.64,1.5234,1.35675,8.2768,28.95,6.8705,1.08265,1.63295,7.79955,227.4,118.915,1170.7,10.865,6.8975,0.54905,3.85475,NA,3.7502,8.526,1.7279,1.6596,8.7815,Tuesday
803,1/29/2003,3.34,0.59095,3.599,1.5251,1.3509,8.2767,28.9645,6.8429,1.08645,1.64735,7.79955,224.37,118.065,1170.3,10.998,6.8712,0.54925,3.794,NA,3.7501,8.4751,1.7311,1.65522,8.55,Wednesday
