PERMNO,date,TICKER,RET
10107,20100730,MSFT,0.121686
10107,20100831,MSFT,-0.085819
10107,20100930,MSFT,0.043682
10107,20101029,MSFT,0.088812
10107,20101130,MSFT,-0.046784
10107,20101231,MSFT,0.105018
10107,20110131,MSFT,-0.006628
10107,20110228,MSFT,-0.035528
10107,20110331,MSFT,-0.044771
10107,20110429,MSFT,0.020874
10107,20110531,MSFT,-0.028935
10107,20110630,MSFT,0.039584
10107,20110729,MSFT,0.053846
10107,20110831,MSFT,-0.023358
10107,20110930,MSFT,-0.064286
10107,20111031,MSFT,0.069908
10107,20111130,MSFT,-0.031919
10107,20111230,MSFT,0.014855
10107,20120131,MSFT,0.137519
10107,20120229,MSFT,0.081612
10107,20120330,MSFT,0.016226
10107,20120430,MSFT,-0.007441
10107,20120531,MSFT,-0.081993
10107,20120629,MSFT,0.047962
10107,20120731,MSFT,-0.036613
10107,20120831,MSFT,0.052596
10107,20120928,MSFT,-0.034393
10107,20121031,MSFT,-0.040995
10107,20121130,MSFT,-0.05939
10107,20121231,MSFT,0.003558
10107,20130131,MSFT,0.027717
10107,20130228,MSFT,0.021129
10107,20130328,MSFT,0.028957
11703,20000131,DD,-0.104364
11703,20000229,DD,-0.138136
11703,20000331,DD,0.048267
11703,20000428,DD,-0.103896
11703,20000531,DD,0.040316
11703,20000630,DD,-0.107143
11703,20000731,DD,0.035714
11703,20000831,DD,-0.001931
11703,20000929,DD,-0.076602
11703,20001031,DD,0.095023
11703,20001130,DD,-0.05978
11703,20001229,DD,0.141802
11703,20010131,DD,-0.095265
11703,20010228,DD,0.00755
11703,20010330,DD,-0.068437
11703,20010430,DD,0.110319
11703,20010531,DD,0.034521
11703,20010629,DD,0.039655
11703,20010731,DD,-0.112355
11703,20010831,DD,-0.03503
11703,20010928,DD,-0.084208
11703,20011031,DD,0.065832
11703,20011130,DD,0.117529
11703,20011231,DD,-0.041272
11703,20020131,DD,0.03905
11703,20020228,DD,0.068372
11703,20020328,DD,0.006618
11703,20020430,DD,-0.056204
11703,20020531,DD,0.041573
11703,20020628,DD,-0.034783
11703,20020731,DD,-0.056081
11703,20020830,DD,-0.029826
11703,20020930,DD,-0.105185
11703,20021031,DD,0.14361
11703,20021129,DD,0.090182
11703,20021231,DD,-0.049753
11703,20030131,DD,-0.10684
11703,20030228,DD,-0.022445
11703,20030331,DD,0.059722
11703,20030430,DD,0.094442
11703,20030530,DD,-0.00094
11703,20030630,DD,-0.011865
11703,20030731,DD,0.055235
11703,20030829,DD,0.026172
11703,20030930,DD,-0.105722
11703,20031031,DD,0.009748
11703,20031128,DD,0.034901
11703,20031231,DD,0.10685
11703,20040130,DD,-0.043365
11703,20040227,DD,0.03508
11703,20040331,DD,-0.06365
11703,20040430,DD,0.01729
11703,20040528,DD,0.01397
11703,20040630,DD,0.028241
11703,20040730,DD,-0.034894
11703,20040831,DD,-0.006065
11703,20040930,DD,0.012778
11703,20041029,DD,0.001636
11703,20041130,DD,0.065314
11703,20041231,DD,0.082304
11703,20050131,DD,-0.030377
11703,20050228,DD,0.128049
11703,20050331,DD,-0.038649
11703,20050429,DD,-0.080601
11703,20050531,DD,-0.004882
11703,20050630,DD,-0.075253
11703,20050729,DD,-0.007673
11703,20050831,DD,-0.064199
11703,20050930,DD,-0.010109
11703,20051031,DD,0.064335
11703,20051130,DD,0.034301
11703,20051230,DD,-0.005848
11703,20060131,DD,-0.078823
11703,20060228,DD,0.037292
11703,20060331,DD,0.048956
11703,20060428,DD,0.044776
11703,20060531,DD,-0.027211
11703,20060630,DD,-0.021867
11703,20060731,DD,-0.046635
11703,20060831,DD,0.017146
11703,20060929,DD,0.071804
11703,20061031,DD,0.069094
11703,20061130,DD,0.032751
11703,20061229,DD,0.037929
11703,20070131,DD,0.01745
11703,20070228,DD,0.031073
11703,20070330,DD,-0.025626
11703,20070430,DD,-0.00526
11703,20070531,DD,0.071588
11703,20070629,DD,-0.028287
11703,20070731,DD,-0.080842
11703,20070831,DD,0.051145
11703,20070928,DD,0.016615
11703,20071031,DD,-0.001009
11703,20071130,DD,-0.059584
11703,20071231,DD,-0.044637
11703,20080131,DD,0.024722
11703,20080229,DD,0.036521
11703,20080331,DD,0.007324
11703,20080430,DD,0.04598
11703,20080530,DD,-0.012063
11703,20080630,DD,-0.10478
11703,20080731,DD,0.02145
11703,20080829,DD,0.023739
11703,20080930,DD,-0.093159
11703,20081031,DD,-0.204963
11703,20081128,DD,-0.205056
11703,20081231,DD,0.009577
11703,20090130,DD,-0.09249
11703,20090227,DD,-0.16507
11703,20090331,DD,0.190298
11703,20090430,DD,0.24944
11703,20090529,DD,0.035125
11703,20090630,DD,-0.100105
11703,20090731,DD,0.20726
11703,20090831,DD,0.045587
11703,20090930,DD,0.006577
11703,20091030,DD,-0.009956
11703,20091130,DD,0.099623
11703,20091231,DD,-0.026316
11703,20100129,DD,-0.031482
11703,20100226,DD,0.046611
11703,20100331,DD,0.104389
11703,20100430,DD,0.069817
11703,20100528,DD,-0.081827
11703,20100630,DD,-0.043683
11703,20100730,DD,0.175773
11703,20100831,DD,0.01254
11703,20100930,DD,0.094432
11703,20101029,DD,0.059615
11703,20101130,DD,0.002538
11703,20101231,DD,0.061502
11703,20110131,DD,0.016038
11703,20110228,DD,0.090766
11703,20110331,DD,0.001823
11703,20110429,DD,0.033109
11703,20110531,DD,-0.054235
11703,20110630,DD,0.014071
11703,20110729,DD,-0.048659
11703,20110831,DD,-0.053287
11703,20110930,DD,-0.171949
11703,20111031,DD,0.202652
11703,20111130,DD,0.001248
11703,20111230,DD,-0.040654
11703,20120131,DD,0.111621
11703,20120229,DD,0.007271
11703,20120330,DD,0.040315
11703,20120430,DD,0.010586
11703,20120531,DD,-0.089226
11703,20120629,DD,0.047866
11703,20120731,DD,-0.017204
11703,20120831,DD,0.009658
11703,20120928,DD,0.010452
11703,20121031,DD,-0.114382
11703,20121130,DD,-0.021339
11703,20121231,DD,0.042617
11703,20130131,DD,0.054948
11703,20130228,DD,0.018546
11703,20130328,DD,0.026305
12490,20000131,IBM,0.040556
12490,20000229,IBM,-0.083563
12490,20000331,IBM,0.148418
12490,20000428,IBM,-0.055085
12490,20000531,IBM,-0.03583
12490,20000630,IBM,0.020373
12490,20000731,IBM,0.026241
12490,20000831,IBM,0.175142
12490,20000929,IBM,-0.147727
12490,20001031,IBM,-0.124444
12490,20001130,IBM,-0.049442
12490,20001229,IBM,-0.090909
12490,20010131,IBM,0.317647
12490,20010228,IBM,-0.106875
12490,20010330,IBM,-0.037237
12490,20010430,IBM,0.19713
12490,20010531,IBM,-0.027792
12490,20010629,IBM,0.010733
12490,20010731,IBM,-0.068938
12490,20010831,IBM,-0.048665
12490,20010928,IBM,-0.082341
12490,20011031,IBM,0.17826
12490,20011130,IBM,0.07088
12490,20011231,IBM,0.046457
12490,20020131,IBM,-0.108052
12490,20020228,IBM,-0.089258
12490,20020328,IBM,0.059927
12490,20020430,IBM,-0.194615
12490,20020531,IBM,-0.037727
12490,20020628,IBM,-0.105034
12490,20020731,IBM,-0.022222
12490,20020830,IBM,0.072869
12490,20020930,IBM,-0.226453
12490,20021031,IBM,0.353799
12490,20021129,IBM,0.10299
12490,20021231,IBM,-0.108375
12490,20030131,IBM,0.009032
12490,20030228,IBM,-0.001279
12490,20030331,IBM,0.006158
12490,20030430,IBM,0.082494
12490,20030530,IBM,0.038869
12490,20030630,IBM,-0.062926
12490,20030731,IBM,-0.015152
12490,20030829,IBM,0.011323
12490,20030930,IBM,0.077064
12490,20031031,IBM,0.013019
12490,20031128,IBM,0.013634
12490,20031231,IBM,0.023636
12490,20040130,IBM,0.070673
12490,20040227,IBM,-0.025899
12490,20040331,IBM,-0.04829
12490,20040430,IBM,-0.039961
12490,20040528,IBM,0.006805
12490,20040630,IBM,-0.004967
12490,20040730,IBM,-0.012252
12490,20040831,IBM,-0.025267
12490,20040930,IBM,0.012398
12490,20041029,IBM,0.046769
12490,20041130,IBM,0.052033
12490,20041231,IBM,0.046053
12490,20050131,IBM,-0.052343
12490,20050228,IBM,-0.007065
12490,20050331,IBM,-0.012962
12490,20050429,IBM,-0.16415
12490,20050531,IBM,-0.008248
12490,20050630,IBM,-0.017869
12490,20050729,IBM,0.124798
12490,20050831,IBM,-0.031632
12490,20050930,IBM,-0.004962
12490,20051031,IBM,0.020693
12490,20051130,IBM,0.088178
12490,20051230,IBM,-0.075366
12490,20060131,IBM,-0.010949
12490,20060228,IBM,-0.010578
12490,20060331,IBM,0.027792
12490,20060428,IBM,-0.001576
12490,20060531,IBM,-0.02599
12490,20060630,IBM,-0.038548
12490,20060731,IBM,0.00768
12490,20060831,IBM,0.049864
12490,20060929,IBM,0.01198
12490,20061031,IBM,0.1268
12490,20061130,IBM,-0.001191
12490,20061229,IBM,0.056897
12490,20070131,IBM,0.020587
12490,20070228,IBM,-0.059607
12490,20070330,IBM,0.014203
12490,20070430,IBM,0.084341
12490,20070531,IBM,0.046864
12490,20070629,IBM,-0.012664
12490,20070731,IBM,0.051306
12490,20070831,IBM,0.058202
12490,20070928,IBM,0.009512
12490,20071031,IBM,-0.014261
12490,20071130,IBM,-0.090768
12490,20071231,IBM,0.027762
12490,20080131,IBM,-0.009158
12490,20080229,IBM,0.066754
12490,20080331,IBM,0.011242
12490,20080430,IBM,0.048289
12490,20080530,IBM,0.076471
12490,20080630,IBM,-0.084215
12490,20080731,IBM,0.079727
12490,20080829,IBM,-0.044929
12490,20080930,IBM,-0.039185
12490,20081031,IBM,-0.205113
12490,20081128,IBM,-0.116919
12490,20081231,IBM,0.031373
12490,20090130,IBM,0.088997
12490,20090227,IBM,0.009602
12490,20090331,IBM,0.052809
12490,20090430,IBM,0.065229
12490,20090529,IBM,0.035074
12490,20090630,IBM,-0.017501
12490,20090731,IBM,0.129381
12490,20090831,IBM,0.005681
12490,20090930,IBM,0.013215
12490,20091030,IBM,0.008361
12490,20091130,IBM,0.052152
12490,20091231,IBM,0.036011
12490,20100129,IBM,-0.065011
12490,20100226,IBM,0.043468
12490,20100331,IBM,0.008572
12490,20100430,IBM,0.005848
12490,20100528,IBM,-0.023953
12490,20100630,IBM,-0.01421
12490,20100730,IBM,0.039844
12490,20100831,IBM,-0.035981
12490,20100930,IBM,0.089418
12490,20101029,IBM,0.070523
12490,20101130,IBM,-0.010376
12490,20101231,IBM,0.037466
12490,20110131,IBM,0.103843
12490,20110228,IBM,0.003272
12490,20110331,IBM,0.007351
12490,20110429,IBM,0.046054
12490,20110531,IBM,-0.005276
12490,20110630,IBM,0.015509
12490,20110729,IBM,0.060041
12490,20110831,IBM,-0.050536
12490,20110930,IBM,0.017218
12490,20111031,IBM,0.055813
12490,20111130,IBM,0.022315
12490,20111230,IBM,-0.021915
12490,20120131,IBM,0.047422
12490,20120229,IBM,0.025337
12490,20120330,IBM,0.060591
12490,20120430,IBM,-0.007525
12490,20120531,IBM,-0.064371
12490,20120629,IBM,0.013893
12490,20120731,IBM,0.002045
12490,20120831,IBM,-0.001429
12490,20120928,IBM,0.064665
12490,20121031,IBM,-0.06228
12490,20121130,IBM,-0.018558
12490,20121231,IBM,0.007787
12490,20130131,IBM,0.060141
12490,20130228,IBM,-0.006845
12490,20130328,IBM,0.062092
19561,20000131,BA,0.073906
19561,20000229,BA,-0.166798
19561,20000331,BA,0.023689
19561,20000428,BA,0.049587
19561,20000531,BA,-0.01222
19561,20000630,BA,0.0704
19561,20000731,BA,0.171898
19561,20000831,BA,0.097245
19561,20000929,BA,0.174825
19561,20001031,BA,0.076389
19561,20001130,BA,0.020498
19561,20001229,BA,-0.044344
19561,20010131,BA,-0.113636
19561,20010228,BA,0.066154
19561,20010330,BA,-0.104341
19561,20010430,BA,0.109316
19561,20010531,BA,0.020388
19561,20010629,BA,-0.115917
19561,20010731,BA,0.052698
19561,20010831,BA,-0.12233
19561,20010928,BA,-0.345703
19561,20011031,BA,-0.026866
19561,20011130,BA,0.081902
19561,20011231,BA,0.104843
19561,20020131,BA,0.055957
19561,20020228,BA,0.126496
19561,20020328,BA,0.049826
19561,20020430,BA,-0.075648
19561,20020531,BA,-0.03991
19561,20020628,BA,0.0551
19561,20020731,BA,-0.077333
19561,20020830,BA,-0.103083
19561,20020930,BA,-0.079309
19561,20021031,BA,-0.128333
19561,20021129,BA,0.150252
19561,20021231,BA,-0.031131
19561,20030131,BA,-0.042437
19561,20030228,BA,-0.122191
19561,20030331,BA,-0.090711
19561,20030430,BA,0.088587
19561,20030530,BA,0.130499
19561,20030630,BA,0.119009
19561,20030731,BA,-0.034965
19561,20030829,BA,0.134058
19561,20030930,BA,-0.08184
19561,20031031,BA,0.121177
19561,20031128,BA,0.001819
19561,20031231,BA,0.097682
19561,20040130,BA,-0.009255
19561,20040227,BA,0.042874
19561,20040331,BA,-0.053032
19561,20040430,BA,0.039445
19561,20040528,BA,0.077536
19561,20040630,BA,0.115502
19561,20040730,BA,-0.006655
19561,20040831,BA,0.032906
19561,20040930,BA,-0.01149
19561,20041029,BA,-0.03332
19561,20041130,BA,0.077555
19561,20041231,BA,-0.033601
19561,20050131,BA,-0.0226
19561,20050228,BA,0.091304
19561,20050331,BA,0.063489
19561,20050429,BA,0.018132
19561,20050531,BA,0.077789
19561,20050630,BA,0.032864
19561,20050729,BA,0.000152
19561,20050831,BA,0.019088
19561,20050930,BA,0.013876
19561,20051031,BA,-0.048712
19561,20051130,BA,0.058787
19561,20051230,BA,0.030063
19561,20060131,BA,-0.027477
19561,20060228,BA,0.068511
19561,20060331,BA,0.072087
19561,20060428,BA,0.070833
19561,20060531,BA,0.001198
19561,20060630,BA,-0.016096
19561,20060731,BA,-0.054816
19561,20060831,BA,-0.028675
19561,20060929,BA,0.052737
19561,20061031,BA,0.012809
19561,20061130,BA,0.112322
19561,20061229,BA,0.003502
19561,20070131,BA,0.008104
19561,20070228,BA,-0.021773
19561,20070330,BA,0.018909
19561,20070430,BA,0.046002
19561,20070531,BA,0.085376
19561,20070629,BA,-0.04404
19561,20070731,BA,0.075603
19561,20070831,BA,-0.061684
19561,20070928,BA,0.085729
19561,20071031,BA,-0.060958
19561,20071130,BA,-0.057815
19561,20071231,BA,-0.054895
19561,20080131,BA,-0.048937
19561,20080229,BA,0.00012
19561,20080331,BA,-0.101703
19561,20080430,BA,0.141051
19561,20080530,BA,-0.019915
19561,20080630,BA,-0.205992
19561,20080731,BA,-0.070146
19561,20080829,BA,0.079365
19561,20080930,BA,-0.125229
19561,20081031,BA,-0.085963
19561,20081128,BA,-0.17913
19561,20081231,BA,0.000938
19561,20090130,BA,-0.008437
19561,20090227,BA,-0.246987
19561,20090331,BA,0.131679
19561,20090430,BA,0.125632
19561,20090529,BA,0.130337
19561,20090630,BA,-0.052397
19561,20090731,BA,0.009647
19561,20090831,BA,0.167327
19561,20090930,BA,0.090195
19561,20091030,BA,-0.117267
19561,20091130,BA,0.10523
19561,20091231,BA,0.032818
19561,20100129,BA,0.119527
19561,20100226,BA,0.049175
19561,20100331,BA,0.14962
19561,20100430,BA,-0.002479
19561,20100528,BA,-0.108104
19561,20100630,BA,-0.022281
19561,20100730,BA,0.085896
19561,20100831,BA,-0.096713
19561,20100930,BA,0.0885
19561,20101029,BA,0.061617
19561,20101130,BA,-0.091308
19561,20101231,BA,0.023365
19561,20110131,BA,0.064664
19561,20110228,BA,0.042458
19561,20110331,BA,0.026663
19561,20110429,BA,0.079129
19561,20110531,BA,-0.016671
19561,20110630,BA,-0.052544
19561,20110729,BA,-0.046801
19561,20110831,BA,-0.045267
19561,20110930,BA,-0.094975
19561,20111031,BA,0.087258
19561,20111130,BA,0.050464
19561,20111230,BA,0.067841
19561,20120131,BA,0.011316
19561,20120229,BA,0.016312
19561,20120330,BA,-0.007738
19561,20120430,BA,0.032674
19561,20120531,BA,-0.087891
19561,20120629,BA,0.067375
19561,20120731,BA,-0.005249
19561,20120831,BA,-0.028007
19561,20120928,BA,-0.02528
19561,20121031,BA,0.012142
19561,20121130,BA,0.060761
19561,20121231,BA,0.01454
19561,20130131,BA,-0.019772
19561,20130228,BA,0.047584
19561,20130328,BA,0.116385
22752,20000131,MRK,0.173023
22752,20000229,MRK,-0.218874
22752,20000331,MRK,0.013848
22752,20000428,MRK,0.118712
22752,20000531,MRK,0.077914
22752,20000630,MRK,0.026801
22752,20000731,MRK,-0.064437
22752,20000831,MRK,-0.020541
22752,20000929,MRK,0.065295
22752,20001031,MRK,0.208228
22752,20001130,MRK,0.030577
22752,20001229,MRK,0.013783
22752,20010131,MRK,-0.122243
22752,20010228,MRK,-0.024093
22752,20010330,MRK,-0.049377
22752,20010430,MRK,0.000922
22752,20010531,MRK,-0.034751
22752,20010629,MRK,-0.124401
22752,20010731,MRK,0.063683
22752,20010831,MRK,-0.037217
22752,20010928,MRK,0.023041
22752,20011031,MRK,-0.041892
22752,20011130,MRK,0.061746
22752,20011231,MRK,-0.126937
22752,20020131,MRK,0.006463
22752,20020228,MRK,0.03633
22752,20020328,MRK,-0.055438
22752,20020430,MRK,-0.05627
22752,20020531,MRK,0.050791
22752,20020628,MRK,-0.107005
22752,20020731,MRK,-0.020537
22752,20020830,MRK,0.018548
22752,20020930,MRK,-0.088084
22752,20021031,MRK,0.186611
22752,20021129,MRK,0.095317
22752,20021231,MRK,-0.041071
22752,20030131,MRK,-0.021551
22752,20030228,MRK,-0.047662
22752,20030331,MRK,0.045308
22752,20030430,MRK,0.062066
22752,20030530,MRK,-0.044689
22752,20030630,MRK,0.095898
22752,20030731,MRK,-0.087036
22752,20030829,MRK,-0.036605
22752,20030930,MRK,0.013315
22752,20031031,MRK,-0.12584
22752,20031128,MRK,-0.082486
22752,20031231,MRK,0.147044
22752,20040130,MRK,0.030303
22752,20040227,MRK,0.010084
22752,20040331,MRK,-0.073211
22752,20040430,MRK,0.063589
22752,20040528,MRK,0.006383
22752,20040630,MRK,0.012051
22752,20040730,MRK,-0.045263
22752,20040831,MRK,-0.008379
22752,20040930,MRK,-0.257727
22752,20041029,MRK,-0.051212
22752,20041130,MRK,-0.105078
22752,20041231,MRK,0.1606
22752,20050131,MRK,-0.127256
22752,20050228,MRK,0.130125
22752,20050331,MRK,0.033123
22752,20050429,MRK,0.047266
22752,20050531,MRK,-0.043068
22752,20050630,MRK,-0.038841
22752,20050729,MRK,0.008442
22752,20050831,MRK,-0.07888
22752,20050930,MRK,-0.036132
22752,20051031,MRK,0.037119
22752,20051130,MRK,0.05528
22752,20051230,MRK,0.081973
22752,20060131,MRK,0.084565
22752,20060228,MRK,0.010435
22752,20060331,MRK,0.021515
22752,20060428,MRK,-0.022992
22752,20060531,MRK,-0.02179
22752,20060630,MRK,0.094323
22752,20060731,MRK,0.105408
22752,20060831,MRK,0.016389
22752,20060929,MRK,0.033292
22752,20061031,MRK,0.084009
22752,20061130,MRK,-0.020035
22752,20061229,MRK,-0.011907
22752,20070131,MRK,0.026376
22752,20070228,MRK,-0.013408
22752,20070330,MRK,0.00906
22752,20070430,MRK,0.164591
22752,20070531,MRK,0.019635
22752,20070629,MRK,-0.043279
22752,20070731,MRK,-0.003012
22752,20070831,MRK,0.010473
22752,20070928,MRK,0.037871
22752,20071031,MRK,0.127104
22752,20071130,MRK,0.018881
22752,20071231,MRK,-0.014656
22752,20080131,MRK,-0.206677
22752,20080229,MRK,-0.039046
22752,20080331,MRK,-0.134763
22752,20080430,MRK,0.002372
22752,20080530,MRK,0.024185
22752,20080630,MRK,-0.022844
22752,20080731,MRK,-0.127089
22752,20080829,MRK,0.084194
22752,20080930,MRK,-0.10457
22752,20081031,MRK,-0.019328
22752,20081128,MRK,-0.136672
22752,20081231,MRK,0.151946
22752,20090130,MRK,-0.060855
22752,20090227,MRK,-0.152364
22752,20090331,MRK,0.121074
22752,20090430,MRK,-0.093832
22752,20090529,MRK,0.137789
22752,20090630,MRK,0.027556
22752,20090731,MRK,0.073319
22752,20090831,MRK,0.08064
22752,20090930,MRK,-0.012951
22752,20091030,MRK,-0.022131
22752,20091130,MRK,0.170708
22752,20091231,MRK,0.019608
22752,20100129,MRK,0.044882
22752,20100226,MRK,-0.034049
22752,20100331,MRK,0.023048
22752,20100430,MRK,-0.061847
22752,20100528,MRK,-0.038527
22752,20100630,MRK,0.049273
22752,20100730,MRK,-0.014584
22752,20100831,MRK,0.020313
22752,20100930,MRK,0.057736
22752,20101029,MRK,-0.013583
22752,20101130,MRK,-0.050675
22752,20101231,MRK,0.056571
22752,20110131,MRK,-0.079634
22752,20110228,MRK,-0.018089
22752,20110331,MRK,0.025177
22752,20110429,MRK,0.089064
22752,20110531,MRK,0.022253
22752,20110630,MRK,-0.029388
22752,20110729,MRK,-0.03287
22752,20110831,MRK,-0.030325
22752,20110930,MRK,-0.000453
22752,20111031,MRK,0.055046
22752,20111130,MRK,0.036232
22752,20111230,MRK,0.066294
22752,20120131,MRK,0.015119
22752,20120229,MRK,-0.002613
22752,20120330,MRK,0.017029
22752,20120430,MRK,0.021875
22752,20120531,MRK,-0.042304
22752,20120629,MRK,0.122139
22752,20120731,MRK,0.057964
22752,20120831,MRK,-0.025357
22752,20120928,MRK,0.057259
22752,20121031,MRK,0.011864
22752,20121130,MRK,-0.029148
22752,20121231,MRK,-0.06614
22752,20130131,MRK,0.056424
22752,20130228,MRK,-0.012023
22752,20130328,MRK,0.044465
26403,20000131,DIS,0.241453
26403,20000229,DIS,-0.077453
26403,20000331,DIS,0.231343
26403,20000428,DIS,0.05
26403,20000531,DIS,-0.031746
26403,20000630,DIS,-0.074516
26403,20000731,DIS,-0.003221
26403,20000831,DIS,0.006462
26403,20000929,DIS,-0.017657
26403,20001031,DIS,-0.063725
26403,20001130,DIS,-0.191972
26403,20001229,DIS,0.007257
26403,20010131,DIS,0.052268
26403,20010228,DIS,0.01642
26403,20010330,DIS,-0.075929
26403,20010430,DIS,0.057692
26403,20010531,DIS,0.045289
26403,20010629,DIS,-0.086338
26403,20010731,DIS,-0.08792
26403,20010831,DIS,-0.034915
26403,20010928,DIS,-0.267794
26403,20011031,DIS,-0.001611
26403,20011130,DIS,0.10113
26403,20011231,DIS,0.022472
26403,20020131,DIS,0.016409
26403,20020228,DIS,0.092118
26403,20020328,DIS,0.003478
26403,20020430,DIS,0.004333
26403,20020531,DIS,-0.011648
26403,20020628,DIS,-0.175033
26403,20020731,DIS,-0.061905
26403,20020830,DIS,-0.115623
26403,20020930,DIS,-0.034439
26403,20021031,DIS,0.103038
26403,20021129,DIS,0.186826
26403,20021231,DIS,-0.166498
26403,20030131,DIS,0.072961
26403,20030228,DIS,-0.025143
26403,20030331,DIS,-0.002345
26403,20030430,DIS,0.096357
26403,20030530,DIS,0.053055
26403,20030630,DIS,0.005089
26403,20030731,DIS,0.109873
26403,20030829,DIS,-0.064781
26403,20030930,DIS,-0.016098
26403,20031031,DIS,0.122459
26403,20031128,DIS,0.019876
26403,20031231,DIS,0.019489
26403,20040130,DIS,0.028718
26403,20040227,DIS,0.105417
26403,20040331,DIS,-0.058048
26403,20040430,DIS,-0.078431
26403,20040528,DIS,0.019105
26403,20040630,DIS,0.086067
26403,20040730,DIS,-0.094155
26403,20040831,DIS,-0.027718
26403,20040930,DIS,0.004454
26403,20041029,DIS,0.118404
26403,20041130,DIS,0.065821
26403,20041231,DIS,0.043155
26403,20050131,DIS,0.029856
26403,20050228,DIS,-0.024101
26403,20050331,DIS,0.028275
26403,20050429,DIS,-0.0811
