C1_1,DATE,ARS,AUD,BRL,CAD,CHF,CNY,CZK,DKK,EUR,GBP,HKD,HUF,JPY,KRW,MXN,NOK,NZD,PLN,RUB,SAR,SEK,SGD,TRY,ZAR,days
1306,3/1/2005,0.336700337,0.77755,0.373957593,0.829737803,0.882417825,0.12082402,0.044812906,0.183271021,1.3633,1.9234,0.128564449,0.005555556,0.009695089,0.000963298,0.089182199,0.165322047,0.71705,0.334649622,0.035982872,0.266624007,0.15121044,0.610742969,0.743301,0.176506928,Monday
1307,4/1/2005,0.337268128,0.7686,0.370576246,0.817193757,0.857265324,0.12082402,0.043624307,0.178815704,1.3293,1.88345,0.128493415,0.00541976,0.009581297,0.000962742,0.088296322,0.160654184,0.70555,0.32404407,0.036039932,0.266645335,0.146883859,0.610873549,0.735294118,0.172862341,Tuesday
1308,5/1/2005,0.336417157,0.7666,0.369562807,0.816559833,0.856347677,0.12082402,0.043664309,0.178488559,1.3275,1.888,0.128394428,0.005396508,0.009630664,0.000955749,0.08822232,0.160532969,0.703,0.322331099,0.036039932,0.266652445,0.147048011,0.607053967,0.727272727,0.16934801,Wednesday
1309,6/1/2005,0.336134454,0.7611,0.367417423,0.810339938,0.850231688,0.12082402,0.043421624,0.177028749,1.3172,1.87545,0.128364761,0.005314061,0.009517465,0.000944465,0.08760403,0.159327003,0.69705,0.320338277,0.036039932,0.266652445,0.145446083,0.605180344,0.716845878,0.163666121,Thursday
1310,7/1/2005,0.337268128,0.75775,0.368731563,0.811391943,0.842318059,0.12082402,0.042957172,0.175364759,1.3049,1.86785,0.128331815,0.005250033,0.009537434,0.000951384,0.087958484,0.158473582,0.6968,0.318755578,0.036039932,0.266652445,0.144231463,0.607312037,0.718390805,0.166527893,Friday
1311,10/1/2005,0.336700337,0.7589,0.369918248,0.817962456,0.84684761,0.12082402,0.04325166,0.176006759,1.3096,1.87475,0.128292301,0.005285971,0.009572584,0.000949037,0.088656412,0.15910013,0.69415,0.321336761,0.035714286,0.266645335,0.144753413,0.606869766,0.721735051,0.16697836,Monday
1312,11/1/2005,0.336983993,0.7629,0.367471429,0.822639026,0.849617672,0.12082402,0.043415968,0.176759642,1.31525,1.8769,0.128282427,0.005334756,0.009626029,0.000956846,0.089166295,0.160451832,0.69915,0.32382371,0.035767938,0.266652445,0.145866153,0.609013398,0.726216412,0.167504188,Tuesday
1313,12/1/2005,0.338409475,0.7686,0.370617449,0.836155358,0.859586539,0.12082402,0.043719669,0.178580995,1.3286,1.89305,0.128292301,0.005375477,0.009767056,0.000959509,0.089517501,0.162020722,0.70805,0.326637269,0.035860288,0.266645335,0.146780373,0.609942056,0.736377025,0.167140231,Wednesday
1314,1/13/2005,0.339558574,0.76555,0.370631185,0.832119825,0.853133131,0.12082402,0.043353854,0.177429228,1.32025,1.8806,0.128349933,0.00534788,0.009765148,0.000964599,0.089405454,0.161300729,0.70525,0.325203252,0.035861574,0.266652445,0.145884241,0.614137444,0.738961759,0.165782493,Thursday
1315,1/14/2005,0.340136054,0.75965,0.370356653,0.822064203,0.845415733,0.12082402,0.043038519,0.176003661,1.30935,1.8685,0.128265972,0.005300681,0.009749915,0.000958773,0.088999644,0.159810784,0.69995,0.321078825,0.035801232,0.266652445,0.14461316,0.609310261,0.739180249,0.165672631,Friday
1316,1/17/2005,0.340136054,0.7586,0.370411527,0.82345191,0.84666836,0.12082402,0.043125755,0.175852003,1.3083,1.8594,0.128259392,0.005319149,0.009798638,0.000965531,0.089059091,0.159660243,0.6976,0.144533734,0.035801232,0.266652445,0.165458817,0.609310261,0.739180249,0.165672631,Monday
1317,1/18/2005,0.340715503,0.75595,0.3679582,0.817828665,0.843063693,0.12082402,0.042855918,0.175033256,1.30225,1.86705,0.128226499,0.005273705,0.009745164,0.000965531,0.088880988,0.159522708,0.69675,0.31809651,0.035559349,0.266645335,0.144090143,0.610742969,0.74649149,0.164934851,Tuesday
1318,1/19/2005,0.340136054,0.76015,0.369044544,0.814796708,0.845558703,0.12082402,0.043021855,0.175174298,1.30345,1.87655,0.128236365,0.005287648,0.009752767,0.000970026,0.08907099,0.159527798,0.7014,0.319264415,0.035525241,0.266652445,0.144283488,0.611901484,0.74649149,0.166512642,Wednesday
1319,1/20/2005,0.339558574,0.7606,0.368093643,0.81073412,0.838890986,0.12082402,0.042693991,0.174043198,1.29505,1.87055,0.128242943,0.005244801,0.00969368,0.000967867,0.088995684,0.157994107,0.70485,0.315826043,0.035500018,0.266645335,0.143289057,0.609997865,0.74649149,0.163853842,Thursday
1320,1/21/2005,0.339270568,0.76705,0.372217673,0.815228468,0.839454355,0.12082402,0.042898203,0.174657235,1.29995,1.86895,0.128224855,0.005272732,0.009686637,0.000963298,0.088821779,0.158487396,0.71195,0.319284802,0.035571998,0.266645335,0.143738052,0.609570253,0.74649149,0.165975104,Friday
1321,1/24/2005,0.339270568,0.7691,0.373190028,0.817895555,0.844059928,0.12082402,0.043248854,0.175269477,1.30435,1.876,0.128233076,0.005304477,0.009731887,0.000968804,0.089007566,0.159097598,0.71465,0.320872774,0.035707909,0.266645335,0.14396257,0.612238651,0.747104968,0.168520391,Monday
1322,1/25/2005,0.341588386,0.7645,0.372981239,0.806744383,0.83654007,0.12082402,0.043026483,0.174094708,1.29555,1.8647,0.128219923,0.005268565,0.009607532,0.00096965,0.088668204,0.157804622,0.7103,0.317954914,0.035776895,0.266652445,0.1426961,0.61173304,0.751766652,0.168166148,Tuesday
1323,1/26/2005,0.341588386,0.77425,0.375403559,0.813802083,0.844665935,0.12082402,0.043472591,0.175648142,1.30715,1.8815,0.128226499,0.005331911,0.009718645,0.000969368,0.088817835,0.158304245,0.71805,0.321802092,0.03564427,0.266645335,0.144029958,0.610873549,0.755001888,0.167608065,Wednesday
1324,1/27/2005,0.341880342,0.7754,0.375234522,0.808374763,0.843632682,0.12082402,0.04320961,0.175232621,1.304,1.8864,0.128229788,0.00531618,0.009687106,0.000972101,0.088668204,0.15794794,0.7149,0.320872774,0.035634109,0.266645335,0.143432924,0.612257393,0.747831289,0.168455098,Thursday
1325,1/28/2005,0.342172797,0.77425,0.378071834,0.804537592,0.840300828,0.12082402,0.04305427,0.174808366,1.301,1.8829,0.128226499,0.005310251,0.009654839,0.000976467,0.088735081,0.157579578,0.71275,0.321274818,0.035596056,0.266652445,0.142891845,0.61098552,0.750807118,0.168323248,Friday
1326,1/31/2005,0.340425532,0.775,0.383347389,0.805801773,0.841361323,0.12082402,0.043335067,0.17517123,1.3035,1.886,0.128211703,0.005308983,0.00966744,0.000975039,0.089150397,0.157398517,0.71105,0.321285141,0.035660795,0.266645335,0.143132161,0.610444709,0.750356419,0.167686761,Monday
1327,1/2/2005,0.341880342,0.7719,0.383347389,0.805023346,0.836680054,0.12082402,0.043279739,0.174773232,1.3006,1.8797,0.128205128,0.005301384,0.009607071,0.000972952,0.089485459,0.157143755,0.7105,0.143133185,0.035660795,0.266645335,0.165439656,0.610444709,0.750356419,0.167686761,Tuesday
1328,2/2/2005,0.341880342,0.7743,0.382467681,0.806321561,0.838926174,0.12082402,0.043429167,0.175094551,1.30335,1.88475,0.128207594,0.005325664,0.009627419,0.000972952,0.08960975,0.157815829,0.71095,0.32398108,0.035706634,0.266645335,0.143544104,0.610817579,0.755572346,0.165609526,Wednesday
1329,3/2/2005,0.341880342,0.76915,0.384349297,0.804278763,0.830737279,0.12082402,0.043108094,0.174025025,1.2955,1.8793,0.128210059,0.005301103,0.009552467,0.000975419,0.08953353,0.156531267,0.70895,0.325923995,0.035733429,0.266652445,0.142588262,0.61098552,0.757690559,0.162536876,Thursday
1330,4/2/2005,0.342465753,0.77245,0.38281908,0.801057396,0.830357884,0.12082402,0.043216146,0.173867687,1.29435,1.8854,0.128218279,0.005300541,0.009642737,0.000973994,0.089718285,0.156020844,0.71255,0.325817803,0.035720664,0.266645335,0.142553707,0.611097531,0.760716595,0.162871755,Friday
1331,7/2/2005,0.342465753,0.7736,0.38281908,0.797066794,0.822503701,0.12082402,0.042981174,0.172413793,1.2832,1.8655,0.128211703,0.005257624,0.009578544,0.000974469,0.089469446,0.153654676,0.70645,0.323415265,0.035551763,0.266652445,0.141228975,0.610202587,0.761933788,0.161522185,Monday
1332,8/2/2005,0.342465753,0.765,0.38281908,0.799616184,0.818732602,0.12082402,0.042554097,0.171594282,1.2771,1.8559,0.128210059,0.005227665,0.009448224,0.000974469,0.08908686,0.152404176,0.6996,0.140559991,0.035551763,0.266652445,0.159471829,0.610202587,0.761933788,0.161522185,Tuesday
1333,9/2/2005,0.342759212,0.76805,0.38371513,0.800640512,0.821220333,0.12082402,0.04273139,0.171858217,1.27905,1.8576,0.128210059,0.005234643,0.009459843,0.000974469,0.089269773,0.15273005,0.7023,0.319744205,0.035551763,0.266645335,0.1410676,0.607459604,0.749625187,0.16064257,Wednesday
1334,10/2/2005,0.343347639,0.7824,0.382000153,0.806386582,0.828054486,0.12082402,0.042936883,0.173229165,1.28925,1.87095,0.128210059,0.005277602,0.009471939,0.000974469,0.089706212,0.152832755,0.7104,0.32158477,0.035564407,0.26664889,0.141773588,0.607459604,0.746547219,0.160797556,Thursday
1335,11/2/2005,0.343053173,0.78345,0.384113083,0.806289055,0.827883103,0.12082402,0.042828387,0.172993919,1.28765,1.86525,0.128210059,0.005268565,0.00946432,0.000967867,0.089678056,0.152660102,0.71225,0.321450384,0.035617292,0.266645335,0.14157087,0.605180344,0.756143667,0.164473684,Friday
1336,2/14/2005,0.343347639,0.7885,0.387717122,0.809323406,0.833993578,0.12082402,0.043122035,0.174188716,1.2967,1.88695,0.128211703,0.005308842,0.009520183,0.000975515,0.089637863,0.154290034,0.71645,0.32404407,0.035690067,0.266645335,0.142840818,0.608679774,0.760167237,0.16566028,Monday
1337,2/15/2005,0.343938091,0.7845,0.38702686,0.809094219,0.836435114,0.12082402,0.043140638,0.174219063,1.29675,1.88735,0.128208416,0.00531138,0.009552011,0.000973994,0.089690121,0.154624032,0.71525,0.32610468,0.03571588,0.26664889,0.142949039,0.609644577,0.76394194,0.165760509,Tuesday
1338,2/16/2005,0.343938091,0.7816,0.387521798,0.804634696,0.838926174,0.12082402,0.043129475,0.174447003,1.2986,1.8786,0.128210059,0.005323821,0.009484067,0.000974564,0.089517501,0.155279503,0.7127,0.142969476,0.03571588,0.26664889,0.166527893,0.609644577,0.76394194,0.165760509,Wednesday
1339,2/17/2005,0.344827586,0.78725,0.39015255,0.812611734,0.844024308,0.12082402,0.04356729,0.175490936,1.3063,1.89045,0.128209237,0.005371723,0.009480021,0.000975039,0.089756535,0.155945419,0.71955,0.327385824,0.035714286,0.266645335,0.14359048,0.608790941,0.762776506,0.167499979,Thursday
1340,2/18/2005,0.342759212,0.78735,0.388711809,0.813305681,0.845165652,0.12082402,0.043748359,0.175521738,1.30655,1.8942,0.128207594,0.005372156,0.009455818,0.000976467,0.090309762,0.157695128,0.7224,0.327868852,0.035790981,0.266652445,0.14356162,0.609904855,0.765550239,0.168144941,Friday
1341,2/21/2005,0.342759212,0.7892,0.38803306,0.810931355,0.846202666,0.12082402,0.043602433,0.17562809,1.30725,1.89735,0.128206772,0.005366966,0.009485416,0.000977231,0.090362807,0.158015327,0.7258,0.328062463,0.035790981,0.266663111,0.143482316,0.610314312,0.764672147,0.168406871,Monday
1342,2/22/2005,0.343053173,0.7936,0.384852217,0.812050834,0.859328005,0.12082402,0.04422724,0.177638825,1.32205,1.9058,0.128212525,0.005454198,0.009596468,0.000993937,0.090526411,0.160015361,0.7291,0.333122356,0.035977694,0.266645335,0.145496872,0.613271189,0.770861438,0.171174255,Tuesday
1343,2/23/2005,0.341646737,0.78565,0.385728062,0.803890832,0.85730207,0.12082402,0.044072279,0.177276676,1.3194,1.90545,0.128207594,0.005447216,0.009515201,0.000996214,0.090269002,0.160190948,0.72355,0.334784064,0.035977694,0.266652445,0.145123137,0.61368518,0.765990042,0.17211704,Wednesday
1344,2/24/2005,0.340136054,0.78555,0.379924775,0.801731741,0.856237692,0.12082402,0.044266395,0.177457565,1.32055,1.9075,0.128210881,0.005447513,0.009487666,0.000993542,0.090144908,0.160017922,0.7223,0.334700025,0.036047857,0.266652445,0.145454545,0.61409973,0.772499034,0.171969046,Thursday
1345,2/25/2005,0.340425532,0.78465,0.382043935,0.807232806,0.854920065,0.12082402,0.044353766,0.177237401,1.31915,1.9151,0.128206772,0.005446771,0.009506607,0.000991572,0.090025207,0.159647498,0.7204,0.337757963,0.036037659,0.266652445,0.14536574,0.613158379,0.773245699,0.171930609,Friday
1346,2/28/2005,0.340425532,0.7939,0.386204766,0.813735861,0.863632438,0.12082402,0.044708723,0.178340541,1.3274,1.92545,0.128217457,0.005490734,0.009588647,0.000994036,0.090155067,0.161514359,0.72915,0.340066653,0.036122404,0.266663111,0.146579208,0.615119641,0.780487805,0.172860847,Monday
1347,1/3/2005,0.338983051,0.7861,0.382000153,0.804893754,0.857927248,0.12082402,0.044510716,0.177188724,1.3187,1.9201,0.128213347,0.005449443,0.009574417,0.000994036,0.090047905,0.160828589,0.7268,0.145708874,0.036122404,0.266663111,0.170984013,0.615119641,0.780487805,0.172860847,Tuesday
1348,2/3/2005,0.338409475,0.7827,0.378429518,0.805607025,0.850557115,0.12082402,0.044273255,0.176200587,1.31145,1.91015,0.128209237,0.005417118,0.00953607,0.000992753,0.090019129,0.159579985,0.7261,0.334202259,0.036050911,0.26664889,0.144446049,0.61506289,0.778361549,0.169013132,Wednesday
1349,3/3/2005,0.338983051,0.7838,0.372925601,0.802085422,0.848572277,0.12082402,0.044370494,0.176340408,1.31285,1.9082,0.128209237,0.005417705,0.009520636,0.000993739,0.090254744,0.159752065,0.7287,0.334952269,0.036046688,0.266645335,0.145224299,0.614194024,0.784159969,0.168436655,Thursday
1350,4/3/2005,0.341005968,0.7924,0.376534378,0.812512696,0.856531049,0.12082402,0.044706724,0.177943859,1.3244,1.9259,0.128209237,0.005471956,0.009573501,0.000991867,0.090532558,0.160872573,0.7353,0.338237781,0.03607829,0.266645335,0.146513706,0.612688785,0.793650794,0.169097442,Friday
1351,7/3/2005,0.341880342,0.792,0.373440884,0.810997121,0.849545493,0.12082402,0.044662796,0.177223266,1.31915,1.9139,0.128210881,0.005453306,0.009498931,0.000995421,0.090596122,0.160867397,0.7351,0.340031963,0.03607829,0.266645335,0.14603017,0.614703713,0.793650794,0.170059351,Monday
1352,8/3/2005,0.341588386,0.7986,0.371153918,0.822740549,0.862217624,0.12082402,0.045435958,0.179225923,1.33445,1.93105,0.128207594,0.005525015,0.009568462,0.000995718,0.091062241,0.162850536,0.7402,0.342947289,0.03607829,0.266645335,0.147666864,0.615763547,0.789577576,0.171912875,Tuesday
1353,9/3/2005,0.340715503,0.79195,0.369856681,0.827574792,0.860030101,0.12082402,0.045504186,0.179417253,1.33635,1.9212,0.128205128,0.005519221,0.009621398,0.000999001,0.090772108,0.162829322,0.73505,0.341705108,0.036295928,0.266645335,0.147544854,0.617207752,0.792079208,0.173460538,Wednesday
1354,10/3/2005,0.340715503,0.79035,0.36856848,0.830426839,0.865988309,0.12082402,0.045490731,0.180061761,1.34105,1.9236,0.128215813,0.005510553,0.009599232,0.0009997,0.090637179,0.164028541,0.73855,0.338386573,0.036410308,0.266652445,0.147765054,0.617550794,0.779271381,0.171125923,Thursday
1355,11/3/2005,0.340715503,0.79385,0.367647059,0.830771787,0.868734254,0.12082402,0.045689222,0.180761548,1.34605,1.92715,0.128209237,0.005533269,0.00962001,0.0009997,0.090678273,0.164736504,0.74,0.341087387,0.036433191,0.266652445,0.148464873,0.616884118,0.790670093,0.1713429,Friday
1356,3/14/2005,0.342172797,0.7874,0.363477755,0.828878113,0.861363538,0.12082402,0.045216133,0.179552555,1.33725,1.9119,0.128213347,0.005533269,0.009537889,0.000999201,0.089365505,0.163620597,0.73745,0.334079444,0.036387387,0.266645335,0.147162703,0.616903146,0.770831727,0.167392032,Monday
1357,3/15/2005,0.341880342,0.7901,0.36174215,0.830288941,0.857669711,0.12082402,0.044738726,0.178751776,1.33125,1.916,0.128207594,0.005411841,0.009580379,0.000996214,0.089341553,0.162649231,0.7406,0.329684821,0.036412893,0.266652445,0.146484733,0.615517188,0.759878419,0.163934426,Tuesday
1358,3/16/2005,0.342465753,0.7945,0.362135149,0.831877548,0.868432479,0.12082402,0.04497414,0.180310133,1.3431,1.9283,0.128206772,0.0054404,0.009604764,0.000996214,0.089155961,0.164289939,0.745,0.147710487,0.036412893,0.266652445,0.164657841,0.615517188,0.759878419,0.163934426,Wednesday
1359,3/17/2005,0.342465753,0.79355,0.367998822,0.832812825,0.86493967,0.12082402,0.044744731,0.179644484,1.338,1.9237,0.128215813,0.00543124,0.009566174,0.0009993,0.089102735,0.16428724,0.7433,0.326498629,0.036373556,0.266645335,0.146908674,0.616067028,0.760456274,0.164744646,Thursday
1360,3/18/2005,0.342759212,0.7923,0.368147848,0.829772228,0.85664111,0.12082402,0.044608007,0.178389853,1.32855,1.9155,0.128214991,0.005411988,0.009534706,0.000995124,0.089365505,0.163355985,0.74215,0.328428797,0.036343812,0.266652445,0.145623999,0.615100723,0.758150114,0.165527287,Friday
1361,3/21/2005,0.343053173,0.7879,0.366837858,0.825286787,0.849617672,0.12082402,0.043956044,0.176998982,1.3182178,1.8962,0.128220745,0.005344593,0.009519277,0.000990982,0.089116631,0.161841104,0.73765,0.322216852,0.036245016,0.266645335,0.144318887,0.61406202,0.745017694,0.165527287,Monday
1362,3/22/2005,0.343053173,0.7912,0.37068614,0.832535487,0.850123268,0.12082402,0.044127706,0.177290819,1.32025,1.8993,0.128215813,0.005365239,0.009524717,0.000990688,0.089357519,0.161587435,0.7403,0.324443579,0.036274467,0.266652445,0.144596431,0.611583389,0.749625187,0.165274231,Tuesday
1363,3/23/2005,0.343053173,0.7753,0.363781876,0.823723229,0.836890116,0.12082402,0.043140638,0.17471674,1.3016,1.8737,0.128210059,0.005253756,0.009452689,0.000991473,0.088944232,0.159159637,0.7213,0.313627097,0.036081544,0.266645335,0.14267167,0.610239824,0.735294118,0.161290323,Wednesday
1364,3/24/2005,0.343053173,0.77205,0.365070093,0.822064203,0.834132711,0.12082402,0.043118317,0.174090161,1.29675,1.8699,0.128208416,0.005243014,0.009403799,0.000986875,0.088613203,0.158117766,0.7154,0.314336906,0.036146756,0.266652445,0.142389292,0.607275156,0.739918609,0.160343777,Thursday
1365,3/25/2005,0.343053173,0.77205,0.365070093,0.822064203,0.834132711,0.12082402,0.043118317,0.174090161,1.29675,1.8699,0.128208416,0.005243014,0.009403799,0.000986875,0.088613203,0.158117766,0.7154,0.314336906,0.036146756,0.266652445,0.142389292,0.607275156,0.739918609,0.160343777,Friday
1366,3/28/2005,0.343053173,0.77205,0.367444424,0.822064203,0.834132711,0.12082402,0.043118317,0.174090161,1.29675,1.8699,0.128208416,0.005243014,0.009403799,0.000986875,0.088613203,0.158117766,0.7154,0.314336906,0.036146756,0.266652445,0.142389292,0.607275156,0.739918609,0.160343777,Monday
1367,3/29/2005,0.341880342,0.77105,0.3706724,0.824776279,0.83039236,0.12082402,0.042759712,0.173368816,1.29145,1.8745,0.12820595,0.005195345,0.009302326,0.000981258,0.088632838,0.157306906,0.71085,0.311235605,0.035906643,0.266645335,0.141458722,0.605711863,0.71787509,0.157376224,Tuesday
1368,3/30/2005,0.343053173,0.77295,0.373901664,0.822064203,0.836785072,0.12082402,0.043229223,0.173996259,1.29625,1.88305,0.128216635,0.005242601,0.009310987,0.000976944,0.088991724,0.158353127,0.7103,0.315935802,0.035906643,0.266652445,0.141934568,0.606244316,0.725952813,0.159045726,Wednesday
1369,3/31/2005,0.341880342,0.7732,0.37505157,0.826719577,0.838926174,0.12082402,0.04340843,0.174478962,1.29995,1.88995,0.128217457,0.005256656,0.009348415,0.000984737,0.089445438,0.158393259,0.71255,0.31814205,0.035832661,0.266652445,0.141940612,0.60622594,0.738416097,0.160333494,Thursday
1370,1/4/2005,0.343053173,0.7728,0.376095378,0.82345191,0.834550386,0.12082402,0.04330129,0.17398415,1.29615,1.8894,0.128224855,0.005246727,0.009321402,0.000992063,0.089678056,0.15808777,0.71085,0.316455696,0.035884094,0.266652445,0.141466727,0.604083605,0.736377025,0.160513644,Friday
1371,4/4/2005,0.342759212,0.76635,0.378644453,0.81879964,0.825218683,0.12082402,0.042732303,0.172173344,1.2826,1.87215,0.128210881,0.005186857,0.009232332,0.000986582,0.089190153,0.156565577,0.70535,0.312568374,0.035854502,0.266652445,0.139776079,0.600889316,0.733944954,0.16064257,Monday
1372,5/4/2005,0.342759212,0.76625,0.380778311,0.819571364,0.827232494,0.12082402,0.042810052,0.172309813,1.28375,1.8769,0.128210881,0.00519494,0.009217439,0.000986582,0.089253838,0.157216637,0.7074,0.312041689,0.035816619,0.266652445,0.139900251,0.599736116,0.731261426,0.16125131,Tuesday
1373,6/4/2005,0.343642612,0.76445,0.384157351,0.81685999,0.828260239,0.12082402,0.042884405,0.172485166,1.28505,1.8769,0.128219923,0.005207384,0.009198786,0.00098668,0.088971929,0.15727969,0.71105,0.312119604,0.035874053,0.266652445,0.140341029,0.602337068,0.737055463,0.162827997,Wednesday
1374,7/4/2005,0.344234079,0.76855,0.385386157,0.819403474,0.832154448,0.12082402,0.043055197,0.173215662,1.29045,1.8771,0.128217457,0.005242052,0.009221689,0.000987849,0.0892897,0.158015327,0.71555,0.314752447,0.035966048,0.266652445,0.140962208,0.604211353,0.74682599,0.163818947,Thursday
1375,8/4/2005,0.345423143,0.7693,0.386772384,0.813702754,0.829462508,0.12082402,0.042903724,0.17249558,1.28505,1.8747,0.128218279,0.005214716,0.009207679,0.000985125,0.08955919,0.15710302,0.71455,0.312695435,0.035893754,0.266652445,0.140128638,0.603136309,0.7390983,0.161557413,Friday
1376,11/4/2005,0.345721694,0.7742,0.386832231,0.810832725,0.836610056,0.12082402,0.043338823,0.17397961,1.29605,1.8902,0.128220745,0.00526912,0.009272997,0.000985222,0.090159131,0.158267916,0.71995,0.316876862,0.0359887,0.266652445,0.141536807,0.604759457,0.741289844,0.162601626,Monday
1377,12/4/2005,0.346020761,0.77325,0.388545674,0.806451613,0.830978893,0.12082402,0.043039446,0.172949041,1.28845,1.8859,0.128219923,0.00523341,0.009236595,0.00098668,0.089970535,0.157532412,0.7184,0.314762354,0.0360036,0.266652445,0.140857966,0.607625703,0.744047619,0.161864681,Tuesday
1378,4/13/2005,0.347222222,0.77765,0.390259132,0.80762397,0.831808351,0.12082402,0.04316671,0.173100225,1.2897,1.89245,0.128223211,0.005237933,0.009315758,0.000988631,0.090358724,0.157020381,0.723,0.315656566,0.035984167,0.266645335,0.140990032,0.608605684,0.744047619,0.162908901,Wednesday
1379,4/14/2005,0.346020761,0.77195,0.38810836,0.805217811,0.823248539,0.12082402,0.042720437,0.171890712,1.28085,1.8815,0.128224855,0.005186722,0.009237875,0.000983961,0.090140845,0.155460552,0.72175,0.311129087,0.035884094,0.266652445,0.139602412,0.605107104,0.733406674,0.158919348,Thursday
1380,4/15/2005,0.344827586,0.771,0.381868866,0.806061583,0.833055648,0.12082402,0.042990413,0.173472574,1.29315,1.8933,0.128227321,0.005228758,0.009298866,0.000977995,0.090073861,0.157082044,0.7176,0.312392615,0.035883837,0.266645335,0.14092645,0.602409639,0.72503172,0.159173571,Friday
1381,4/18/2005,0.345125108,0.76525,0.383553237,0.801571079,0.84178627,0.12082402,0.043043151,0.174571863,1.3013,1.9042,0.128219101,0.005232725,0.00930146,0.000980681,0.089863408,0.158667196,0.71535,0.310039065,0.035961521,0.266652445,0.141466727,0.60397415,0.7239819,0.159846547,Monday
1382,4/19/2005,0.345423143,0.7683,0.388485296,0.804926148,0.844273714,0.12082402,0.042958094,0.174903147,1.3034,1.91625,0.128224033,0.005223705,0.009334889,0.000986291,0.090313841,0.158848665,0.72015,0.311507071,0.036010083,0.266652445,0.141763538,0.605418496,0.726744186,0.161064313,Tuesday
1383,4/20/2005,0.345125108,0.77395,0.390640259,0.80622405,0.847349913,0.12082402,0.043345398,0.175360146,1.3066,1.9168,0.128219923,0.00527037,0.009350601,0.000991179,0.09042736,0.159869546,0.72635,0.31411968,0.036036036,0.266652445,0.142225256,0.606262694,0.736783938,0.162469537,Wednesday
1384,4/21/2005,0.345125108,0.7764,0.390640259,0.808080808,0.849834282,0.12082402,0.043415968,0.175975786,1.3109,1.91235,0.128218279,0.005269259,0.009330099,0.000993838,0.090571506,0.160630958,0.7286,0.313028235,0.036088055,0.266645335,0.142639109,0.606520091,0.73354117,0.164542695,Thursday
1385,4/22/2005,0.345125108,0.7828,0.394197414,0.810635538,0.846955196,0.12082402,0.043162983,0.175561798,1.3079,1.9153,0.12823801,0.00524109,0.009444208,0.000996016,0.090645395,0.160333494,0.73195,0.312793244,0.036076338,0.266645335,0.142612664,0.606152447,0.737327189,0.16492125,Friday
1386,4/25/2005,0.345125108,0.77865,0.396463545,0.807167649,0.841042893,0.12082402,0.042823801,0.174243348,1.2979,1.91155,0.128258569,0.005203861,0.009467456,0.001001101,0.090420001,0.159365089,0.7288,0.30994297,0.036010083,0.266652445,0.141962777,0.608494584,0.732064422,0.164690382,Monday
1387,4/26/2005,0.344827586,0.7773,0.394360643,0.802085422,0.840512713,0.12082402,0.042894522,0.173975069,1.29605,1.90385,0.128233076,0.005206435,0.009432183,0.001001101,0.090444535,0.159154571,0.72275,0.308508669,0.036023055,0.266645335,0.141680185,0.607312037,0.735023888,0.164303436,Tuesday
1388,4/27/2005,0.345125108,0.77665,0.397551085,0.80272928,0.841007527,0.12082402,0.042868779,0.174071979,1.29645,1.9072,0.128222389,0.005191838,0.009440642,0.000997208,0.090055609,0.159627111,0.7228,0.306213063,0.036010083,0.266645335,0.141781628,0.606612072,0.729394602,0.164880462,Wednesday
1389,4/28/2005,0.344827586,0.77885,0.391726731,0.799616184,0.839278221,0.12082402,0.042326251,0.173450007,1.2917,1.9098,0.128224855,0.005121114,0.009434852,0.000997407,0.089960417,0.158652092,0.7278,0.301368212,0.035982225,0.266645335,0.141047702,0.606740891,0.721500722,0.163500213,Thursday
1390,4/29/2005,0.342465753,0.78085,0.395726157,0.796844496,0.839912649,0.12082402,0.04230029,0.173377834,1.29095,1.90975,0.128289009,0.005114174,0.009532888,0.001002908,0.090179457,0.158871378,0.73215,0.301809347,0.035999712,0.266652445,0.140366638,0.609681746,0.719165768,0.16400164,Friday
1391,2/5/2005,0.342465753,0.78085,0.398438123,0.796844496,0.839912649,0.12082402,0.04230029,0.173377834,1.29095,1.90975,0.128289009,0.005114174,0.009532888,0.001002908,0.090179457,0.158871378,0.73215,0.301809347,0.035999712,0.266652445,0.140366638,0.609681746,0.719165768,0.16400164,Monday
1392,3/5/2005,0.344827586,0.77405,0.401235806,0.796685787,0.835212562,0.12082402,0.042488103,0.173112211,1.28855,1.8905,0.128256102,0.005125314,0.009509771,0.000997705,0.090638822,0.158702449,0.7257,0.304933829,0.035920185,0.266652445,0.140087415,0.610239824,0.728066982,0.163462796,Tuesday
1393,4/5/2005,0.345423143,0.77775,0.405531449,0.80054437,0.840477391,0.12082402,0.042952559,0.174050771,1.29555,1.90185,0.128330168,0.005172503,0.009588647,0.0010002,0.091130704,0.159759721,0.7316,0.308594353,0.035980283,0.266652445,0.141250918,0.610798925,0.74019245,0.166464135,Wednesday
1394,5/5/2005,0.345423143,0.7813,0.405844156,0.803406443,0.835910725,0.12082402,0.043175097,0.173828397,1.2941,1.90475,0.128342521,0.005184033,0.009575334,0.0010002,0.091334627,0.159576166,0.7354,0.312949865,0.035993233,0.266645335,0.141193082,0.611097531,0.746268657,0.167785235,Thursday
