date,CME,GS,ICE,LM,MS
2014-01-02,-0.006393054703310419,-0.002089480273518518,-0.0014236717306372881,-0.009474532403217495,-0.010578755201097412
2014-01-03,0.015780045687291633,0.007097658745286672,0.005683028645810495,0.011771912781111116,0.015350481808294347
2014-01-06,-0.010151930242552787,0.006824797697754015,0.002564445559955164,-0.0018376516309772661,0.0034846799222019165
2014-01-07,-0.007425643224795664,-0.006039502385183582,0.005987543324784461,0.013245626019158685,-0.0031675218125277738
2014-01-08,-0.00981415271082664,0.000840996239389824,-0.0035616395705844184,-0.007743193162621065,0.0012681850831004482
2014-01-09,0.0005189124352940055,-0.005845137817488855,0.002287893230495719,0.0045616449113929924,-0.0003168955251400263
2014-01-10,-0.007943256881431715,0.005565138061123243,-0.009716112009357847,-0.0020504286706910513,-0.007955483533609087
2014-01-13,-0.03282483667802438,-0.014170096887466954,-0.021623003672486263,-0.013546099563808589,-0.013833039915795986
2014-01-14,0.017012382334672616,0.004085208871329016,-0.003224946331938927,0.01559652823449964,0.007422782118115645
2014-01-15,0.00622292379158651,0.012100980838686937,-0.04142882433861805,-0.0018222669219651877,0.03537959689137393
2014-01-16,-0.0034376982562394076,-0.02023136899261946,-0.007377614781040265,0.008852834712336666,-0.0068515006783216315
2014-01-17,-0.00013256576428410938,0.00631690680791408,-0.011821064303815465,-0.0077131215091328365,0.04281992762044018
2014-01-21,0.0031739442352272107,-0.0176267459874051,0.005447682927380626,0.006582587867796974,-0.023323677703451562
2014-01-22,0.0015834942874741742,0.0027673729758541654,0.009474404427624261,0.028987521956227003,-0.010474416439166578
2014-01-23,-0.004492389727439594,-0.017013911606133192,-0.014825531305203477,-0.03488755610526262,-0.025405203461751125
2014-01-24,-0.014540927696646833,-0.018381950626728205,-0.012303879166136955,-0.039693819598644264,-0.03326642838361238
2014-01-27,-0.02022403750302537,-0.017753660163830176,-0.005889471616135733,-0.021058443538002347,-0.015889191428966054
2014-01-28,0.0036954231620667244,0.009427842702712574,0.018241827291828105,0.03586670508803813,0.005324644303471793
2014-01-29,-0.01181851423664071,-0.014236357156664603,-0.01029963644091536,-0.006789305317189687,-0.004665405138415402
2014-01-30,0.027002872594222183,0.0117672260315409,0.021832718632746495,0.017002787088287175,0.0013351953969928942
2014-01-31,0.005902954889295486,-0.010425488943364591,-0.002439578882230009,-0.02218444433007738,-0.01580131044630262
2014-02-03,-0.02136086186694186,-0.026549767828853987,-0.025908798448724735,-0.05484142240608669,-0.01915903035638644
2014-02-04,0.005858617919854758,0.01206529516667576,0.026291516238952095,0.014363883478812234,0.0024151154236111694
2014-02-05,-0.0006794986655433988,-0.008318419183444448,-0.006291217635526536,-0.016861625957830917,0.005498480384451998
2014-02-06,0.03236882111040451,0.008256609527886205,0.013684721816551892,0.02883770757511961,0.01732653539677642
2014-02-07,-0.003823996694835685,0.0011125138277847668,0.023994639823797126,0.016624794737277515,0.0
2014-02-10,-0.0017190917188116828,-0.0057600036798639564,-0.015994673115971914,0.00974927957961702,0.00033685156808260786
2014-02-11,0.013017338797337352,0.02083743898563739,0.020392856220806,0.004014888231131941,0.019010066526083058
2014-02-12,0.003260704142585169,-0.0054288303987517494,0.004286760218382923,0.0376966759879771,-0.003640584247670553
2014-02-13,0.002470396996084645,0.003419272698432785,-0.0023024224179706287,0.013526048067662444,-0.00832374058327856
2014-02-14,0.001557535332747051,-0.002074566413579504,-0.009542148383265836,-0.013072160434863811,-0.0073825932632165525
2014-02-18,-0.01160899185983233,0.005664372701439824,0.009726506564956772,0.007233075943853251,-0.0043880902563380175
2014-02-19,-0.019207442405394737,-0.008478172143834506,-0.024118921328433185,-0.011324659211214616,-0.02050673214112564
2014-02-20,-0.013599911548235255,0.007566398170893329,-0.007250935557069127,0.006583558320424565,0.01269548941562526
2014-02-21,-0.0006783164972441469,0.0,0.01257255471345875,-0.0036270806452023407,0.009838782627219267
2014-02-24,0.008241742068530122,0.012324974989868842,0.011255829273783213,0.02001173422411684,0.023027899743665703
2014-02-25,-0.014365101469027586,-0.018544379757833518,-0.005075102124312725,-0.008495329770573878,-0.01999383359835205
2014-02-26,-0.009325644595359783,-0.0007984803641223337,-0.025242716482476446,-0.005854759735286041,0.007711498410162054
2014-02-27,0.007959350127497267,0.015723283767405505,0.0009093430645923384,0.02056420941180903,0.01393076980411978
2014-02-28,0.008980876703065022,0.006449284808001998,-0.0011484390866933758,0.016674195871785535,0.014388611387387673
2014-03-03,0.003920876071094703,-0.010326386872125504,0.005444198131210332,-0.014243282313593397,-0.017687984729515716
2014-03-04,0.025183145750436786,0.023930925041992346,0.023253331307273584,0.029145071578771553,0.027381068542306153
2014-03-05,0.005510890529344614,0.01861346947130116,-0.004757662930463535,-0.00236080606817346,0.02759016131295544
2014-03-06,0.010608559436960263,0.004063927555783664,0.004990190189791299,-0.00042989102121371303,-0.00407450712962687
2014-03-07,0.002732207372020845,0.0095717072346293,-0.010897935263948888,0.005787204495501186,0.011553554359839069
2014-03-10,-0.0031233148994607163,-0.004313308827801343,-0.011160392746340175,-0.005787204495501186,-0.002486737442817688
2014-03-11,-0.010744461585612264,-0.021084052057427805,-0.008741148208379013,-0.006270949564342043,-0.013473420511975753
2014-03-12,0.0018427734751407243,-0.0010011692766864755,0.003305137074737008,0.0013009123135341305,-0.008235729098512667
2014-03-13,-0.016840522887190623,-0.017954147796872988,-0.02152635438097983,-0.016161422924772406,0.0
2014-03-14,0.007726255910961655,-0.008131429227196563,0.004303409642297584,-0.0037498658820664943,-0.010873321489861532
