Timestamp,OrderNumber,Event,Ticker,Quantity,Price,MPID,Exchange
33315901,4610630,D,BIOF,0,0,,Q
33326675,4648488,B,BIOF,900,15600,,Q
33344478,4648488,D,BIOF,0,0,,Q
33359075,4707007,B,BIOF,900,15600,,Q
33427478,4707007,D,BIOF,0,0,,Q
33529623,5002475,B,BIOF,900,15600,,Q
33540643,5002475,D,BIOF,0,0,,Q
33554612,5039953,B,BIOF,900,15600,,Q
33595180,5039953,D,BIOF,0,0,,Q
33606045,5121220,B,BIOF,900,15600,,Q
33630928,5121220,D,BIOF,0,0,,Q
33645457,5185940,B,BIOF,900,15600,,Q
33660453,5185940,D,BIOF,0,0,,Q
33677652,5235609,B,BIOF,900,15600,,Q
33711205,5235609,D,BIOF,0,0,,Q
33746910,5338587,B,BIOF,900,15600,,Q
33766296,5338587,D,BIOF,0,0,,Q
33777911,5388252,B,BIOF,900,15600,,Q
33806930,5388252,D,BIOF,0,0,,Q
33818408,5445800,B,BIOF,900,15600,,Q
33830439,5445800,D,BIOF,0,0,,Q
33840940,5493027,B,BIOF,900,15600,,Q
33858192,5493027,D,BIOF,0,0,,Q
33870153,5542802,B,BIOF,900,15600,,Q
33886542,5542802,D,BIOF,0,0,,Q
33897429,5596124,B,BIOF,900,15600,,Q
33900258,281487861917888,S,BIOF,100,25600,ARCA,P
33901449,281487861918369,B,BIOF,100,16200,ARCA,P
33907749,5596124,D,BIOF,0,0,,Q
33924036,5685751,B,BIOF,900,15600,,Q
33925439,281747809850442742,B,BIOF,100,16200,,Z
33925512,281747809850442743,B,BIOF,200,14000,,Z
33925515,281747809850442744,B,BIOF,100,13800,,Z
33925523,281747809850442745,B,BIOF,100,13700,,Z
33925531,281747809850442746,B,BIOF,100,13500,,Z
33925604,281747809850442748,B,BIOF,200,11500,,Z
33925613,281747809850442750,B,BIOF,100,11300,,Z
33925640,281747809850442752,B,BIOF,100,11200,,Z
33925643,281747809850442753,B,BIOF,100,11000,,Z
33938643,5685751,D,BIOF,0,0,,Q
33950209,5749575,B,BIOF,900,15600,,Q
33960232,5749575,D,BIOF,0,0,,Q
33975060,5840928,B,BIOF,900,15600,,Q
33986099,5840928,D,BIOF,0,0,,Q
34020051,5978166,B,BIOF,900,15600,,Q
34020384,281487861918369,D,BIOF,0,0,ARCA,P
34020395,281487861917888,D,BIOF,0,0,ARCA,P
34021115,281487861930288,S,BIOF,100,25600,ARCA,P
34021622,5995376,B,BIOF,100,15400,SUFI,Q
34021623,5995384,S,BIOF,100,26800,SUFI,Q
34023340,281487861930497,B,BIOF,100,16300,ARCA,P
34023489,5995376,D,BIOF,0,0,SUFI,Q
34031576,5978166,D,BIOF,0,0,,Q
34046828,281747809850448704,B,BIOF,100,16200,,Z
34046888,281747809850448710,B,BIOF,200,14000,,Z
34046911,281747809850448728,B,BIOF,100,13900,,Z
34047019,1117445,B,BIOF,100,13700,,K
34047036,281747809850448737,B,BIOF,200,11500,,Z
34047060,281747809850448739,B,BIOF,100,11400,,Z
34047257,1117447,B,BIOF,100,11200,,K
34050915,281487861930497,D,BIOF,0,0,ARCA,P
34051067,6160222,B,BIOF,100,15400,SUFI,Q
34051083,281487861933716,B,BIOF,100,16300,ARCA,P
34051210,6160222,D,BIOF,0,0,SUFI,Q
34070671,6278771,B,BIOF,100,15500,SUFI,Q
34081703,6359769,B,BIOF,100,11500,VNDM,Q
34081703,6359770,S,BIOF,100,22800,VNDM,Q
34081712,5995384,D,BIOF,0,0,SUFI,Q
34081735,281487861930288,D,BIOF,0,0,ARCA,P
34081735,281487861933716,D,BIOF,0,0,ARCA,P
34081788,6360416,S,BIOF,100,23900,SUFI,Q
34082284,281487861936639,B,BIOF,100,16300,ARCA,P
34082845,6368694,B,BIOF,100,11500,AUTO,Q
34082845,6368696,S,BIOF,100,22800,AUTO,Q
34083825,6378048,B,BIOF,100,11500,TMBR,Q
34083825,6378050,S,BIOF,100,22800,TMBR,Q
34083825,6378052,B,BIOF,1000,15600,,Q
34085343,6396655,B,BIOF,4900,16000,,Q
34085344,6378052,D,BIOF,0,0,,Q
34089950,6444516,B,BIOF,100,11500,SUFI,Q
34089950,6444517,S,BIOF,100,22800,SUFI,Q
34091458,6462155,B,BIOF,100,11500,MAXM,Q
34091458,6462160,S,BIOF,100,22800,MAXM,Q
34093812,6482767,B,BIOF,100,11500,SUSQ,Q
34093812,6482768,S,BIOF,100,22800,SUSQ,Q
34094252,6486377,B,BIOF,100,11500,HDSN,Q
34094252,6486380,S,BIOF,100,22800,HDSN,Q
34100966,281487861941243,B,BIOF,4900,16000,ARCA,P
34104294,6575924,B,BIOF,100,13200,GSCO,Q
34104294,6575926,S,BIOF,100,20800,GSCO,Q
34104301,6360416,D,BIOF,0,0,SUFI,Q
34104316,281487861936639,D,BIOF,0,0,ARCA,P
34104347,6576419,S,BIOF,100,21800,SUFI,Q
34104461,6577340,B,BIOF,100,11500,COWN,Q
34104462,6577341,S,BIOF,100,22800,COWN,Q
34105077,281487861942013,B,BIOF,100,16300,ARCA,P
34109645,6630822,B,BIOF,100,11500,PERT,Q
34109645,6630826,S,BIOF,100,22800,PERT,Q
34109920,6633461,B,BIOF,100,11500,ETMM,Q
34109920,6633463,S,BIOF,100,22800,ETMM,Q
34118287,6721918,B,BIOF,100,11500,FBCO,Q
34118287,6721920,S,BIOF,100,22800,FBCO,Q
34120723,281487861942013,D,BIOF,0,0,ARCA,P
34121093,281487861944898,B,BIOF,100,16300,ARCA,P
34122660,6770163,B,BIOF,100,11500,DOMS,Q
34122660,6770164,S,BIOF,100,22800,DOMS,Q
34122746,6770898,B,BIOF,100,11500,MLCO,Q
34122746,6770899,S,BIOF,100,22800,MLCO,Q
34126753,6817157,B,BIOF,100,1,NITE,Q
34126753,6817162,S,BIOF,100,21400,NITE,Q
34126800,6817650,B,BIOF,100,11500,CDRG,Q
34126800,6817652,S,BIOF,100,22800,CDRG,Q
34127188,6821499,B,BIOF,100,11500,JPMS,Q
34127188,6821502,S,BIOF,100,22800,JPMS,Q
34131293,281747809850457995,B,BIOF,4900,15900,,Z
34131579,6868209,B,BIOF,100,11500,UBSS,Q
34131579,6868210,S,BIOF,100,22800,UBSS,Q
34133362,6894189,B,BIOF,100,11500,JEFF,Q
34133362,6894191,S,BIOF,100,22800,JEFF,Q
34136227,6931905,B,BIOF,100,11500,VERT,Q
34136227,6931907,S,BIOF,100,22800,VERT,Q
34200458,72158,X,BIOF,3083,17300,,Q
34200458,2380146,B,BIOF,1000,17000,UBSS,Q
34200458,4225899,S,BIOF,14767,17400,,Q
34200458,2529122,B,BIOF,700,17000,,Q
34200458,901275,S,BIOF,5000,17500,,Q
34200458,4572859,B,BIOF,1500,16600,,Q
34200458,1105889,S,BIOF,2500,17500,,Q
34200458,883248,B,BIOF,4500,16500,,Q
34200458,2448472,S,BIOF,1500,17500,,Q
34200458,2640758,B,BIOF,2304,16500,,Q
34200458,836520,S,BIOF,1000,17700,,Q
34200458,876685,B,BIOF,3589,16400,,Q
34200458,835835,S,BIOF,5556,17800,,Q
34200458,886743,B,BIOF,1400,16300,,Q
34200458,999118,S,BIOF,2000,17800,,Q
34200458,896002,B,BIOF,3000,16300,,Q
34200458,835475,S,BIOF,1000,17900,,Q
34200458,1157149,B,BIOF,1000,16300,,Q
34200458,999120,S,BIOF,2000,18000,,Q
34200458,2380148,B,BIOF,1000,16300,UBSS,Q
34200458,2630109,B,BIOF,1000,16300,,Q
34200458,3636619,B,BIOF,1500,16200,,Q
34200478,281747809850467955,S,BIOF,100,22600,,Z
34200478,281747809850467956,B,BIOF,100,11900,,Z
34200482,281487861968375,B,BIOF,2600,16400,ARCA,P
34200801,281487861944898,D,BIOF,0,0,ARCA,P
34201216,281747809850470302,B,BIOF,100,15200,,Z
34201289,281747809850470507,B,BIOF,100,15100,,Z
34202118,72339081899901254,B,BIOF,100,15200,ARCA,P
34202388,1705936,S,BIOF,4900,17600,,K
34203055,5300332,S,BIOF,600,25000,,K
34203540,5689003,B,BIOF,4700,16200,,Q
34203540,4232633,S,BIOF,400,18000,,Q
34203540,2448475,B,BIOF,700,16100,,Q
34203540,2493925,S,BIOF,1900,18400,,Q
34203540,867286,B,BIOF,250,16000,,Q
34203540,834674,S,BIOF,640,18500,,Q
34203540,1028825,B,BIOF,3100,16000,,Q
34203540,999119,S,BIOF,3000,18500,,Q
34203540,1471099,B,BIOF,2500,16000,,Q
34203540,2448499,S,BIOF,5000,18500,,Q
34203540,2101852,B,BIOF,525,16000,,Q
34203540,4944316,S,BIOF,10000,18500,,Q
34203540,2380150,B,BIOF,1000,16000,UBSS,Q
34203540,1140956,S,BIOF,1000,18800,,Q
34203540,2448454,B,BIOF,40,16000,,Q
34203540,1941543,S,BIOF,600,18900,,Q
34203540,2448493,B,BIOF,10000,16000,,Q
34203540,999116,S,BIOF,800,19000,,Q
34203540,3170429,B,BIOF,2000,16000,,Q
34203540,835712,B,BIOF,1000,15900,,Q
34203540,999121,B,BIOF,1800,15800,,Q
34203540,5691178,B,BIOF,2700,15800,,Q
34203540,833444,B,BIOF,300,15700,,Q
34203785,7704450,B,BIOF,2000,10600,,Q
34203854,5800771,B,BIOF,950,14400,,K
34204032,5801138,S,BIOF,1800,29800,,K
34204759,7775601,B,BIOF,2000,15000,,Q
34204759,7775605,B,BIOF,4000,16300,,Q
34207429,7936807,S,BIOF,100,20000000,CDRG,Q
34207430,7936830,B,BIOF,100,100,CDRG,Q
34207810,833845,B,BIOF,1500,15700,,Q
34207810,2448498,S,BIOF,2200,19000,,Q
34207810,1028325,B,BIOF,1300,15700,,Q
34207810,2448522,S,BIOF,1000,19500,,Q
34207810,2365973,B,BIOF,3500,15700,,Q
34207810,1027098,S,BIOF,800,19800,,Q
34207810,6233510,B,BIOF,13800,15700,,Q
34207810,2380145,S,BIOF,1000,19800,UBSS,Q
34207810,815856,B,BIOF,1000,15500,,Q
34207810,834034,S,BIOF,105,19900,,Q
34207810,821406,B,BIOF,2000,15500,,Q
34207810,901143,S,BIOF,1000,19900,,Q
34207810,2448456,B,BIOF,75,15500,,Q
34207810,2125792,S,BIOF,1700,19900,,Q
34207810,3193807,B,BIOF,1000,15500,,Q
34207810,2448473,S,BIOF,100,19900,,Q
34207810,999117,B,BIOF,1000,15300,,Q
34207810,2448494,S,BIOF,7750,19900,,Q
34207810,735438,B,BIOF,600,15200,,Q
34207810,819419,S,BIOF,3000,20000,,Q
34207810,884655,B,BIOF,1000,15100,,Q
34207810,824514,S,BIOF,950,20000,,Q
34207810,2448481,B,BIOF,5000,15100,,Q
34207810,830715,S,BIOF,500,20000,,Q
34207810,2448521,B,BIOF,1150,15100,,Q
34207810,831868,S,BIOF,100,20000,,Q
34207810,831279,B,BIOF,1000,15000,,Q
34207810,832517,S,BIOF,2000,20000,,Q
34207810,999113,S,BIOF,300,20000,,Q
34207810,1039329,S,BIOF,100,20000,,Q
34207810,1039330,S,BIOF,150,20000,,Q
34207810,1043634,S,BIOF,1000,20000,,Q
34207810,1441894,S,BIOF,8200,20000,,Q
34207810,3193808,S,BIOF,200,20000,,Q
34207810,5734161,S,BIOF,1000,20000,,Q
34207810,831978,S,BIOF,1500,20500,,Q
34208568,281747809850457995,D,BIOF,0,0,,Z
34210460,281487861968375,D,BIOF,0,0,ARCA,P
34210655,831281,B,BIOF,670,15000,,Q
34210655,2380147,S,BIOF,200,20500,UBSS,Q
34210655,831612,B,BIOF,100,15000,,Q
34210655,2380149,S,BIOF,500,20900,UBSS,Q
34210655,1032189,B,BIOF,500,15000,,Q
34210655,905522,S,BIOF,6500,21000,,Q
34210655,1032190,B,BIOF,500,15000,,Q
34210655,1027558,S,BIOF,2000,21000,,Q
34210655,2380153,B,BIOF,1000,15000,UBSS,Q
34210655,1311142,S,BIOF,100,21000,,Q
34210655,2380154,B,BIOF,2000,15000,UBSS,Q
34210655,1039327,S,BIOF,1000,21500,,Q
34210655,2448563,B,BIOF,1300,15000,,Q
34210655,834618,S,BIOF,2000,22000,,Q
34210655,3193800,B,BIOF,150,15000,,Q
34210655,1028505,S,BIOF,2000,22000,,Q
34210655,833773,B,BIOF,400,14900,,Q
34210655,1043637,S,BIOF,2000,22000,,Q
34210655,2380156,B,BIOF,1000,14900,UBSS,Q
34210655,2380151,S,BIOF,9700,22000,UBSS,Q
34210655,896093,B,BIOF,20000,14800,,Q
34210655,2380152,S,BIOF,1800,22000,UBSS,Q
34210655,6198900,B,BIOF,14700,14700,,Q
34210655,893243,S,BIOF,525,22500,,Q
34210655,2448446,B,BIOF,1000,14600,,Q
34210655,539848,B,BIOF,5000,14500,,Q
34210657,281487861989913,B,BIOF,10000,16200,ARCA,P
34210889,6630822,D,BIOF,0,0,PERT,Q
34210889,6378048,D,BIOF,0,0,TMBR,Q
34210889,6444516,D,BIOF,0,0,SUFI,Q
34210890,6821499,D,BIOF,0,0,JPMS,Q
34210890,6486377,D,BIOF,0,0,HDSN,Q
34210890,6462155,D,BIOF,0,0,MAXM,Q
34210890,6359769,D,BIOF,0,0,VNDM,Q
34210890,6868209,D,BIOF,0,0,UBSS,Q
34210890,6817650,D,BIOF,0,0,CDRG,Q
34210891,6770163,D,BIOF,0,0,DOMS,Q
34210891,6368694,D,BIOF,0,0,AUTO,Q
34210891,6931905,D,BIOF,0,0,VERT,Q
34210891,6894189,D,BIOF,0,0,JEFF,Q
34210891,6482767,D,BIOF,0,0,SUSQ,Q
34210891,6817157,D,BIOF,0,0,NITE,Q
34210892,6817162,D,BIOF,0,0,NITE,Q
34210892,6577340,D,BIOF,0,0,COWN,Q
34210892,6770898,D,BIOF,0,0,MLCO,Q
34210892,6633461,D,BIOF,0,0,ETMM,Q
34210892,6721918,D,BIOF,0,0,FBCO,Q
34212884,1032191,B,BIOF,1000,14500,,Q
34212884,2448453,S,BIOF,1000,22500,,Q
34212884,2448465,B,BIOF,1500,14500,,Q
34212884,2448505,S,BIOF,100,22500,,Q
34212884,899862,B,BIOF,354,14100,,Q
34212884,3102495,S,BIOF,1000,22500,,Q
34212884,1028334,B,BIOF,150,14100,,Q
34212884,832875,S,BIOF,100,23000,,Q
34212884,2448510,B,BIOF,700,14100,,Q
34212884,833949,S,BIOF,500,23000,,Q
34212884,1039325,B,BIOF,1000,14000,,Q
34212884,834988,S,BIOF,105,23000,,Q
34212884,1412097,B,BIOF,2000,14000,,Q
34212884,2380155,S,BIOF,6500,23000,UBSS,Q
34212884,2448490,B,BIOF,1000,14000,,Q
34212884,2448518,S,BIOF,1600,23000,,Q
34212884,2448548,B,BIOF,300,14000,,Q
34212884,2448497,S,BIOF,1500,23300,,Q
34212884,2730908,B,BIOF,4000,14000,,Q
34212884,2380157,S,BIOF,500,23700,UBSS,Q
34212884,1028324,B,BIOF,500,13800,,Q
34212884,834585,S,BIOF,500,23800,,Q
34212884,2380158,B,BIOF,3500,13800,UBSS,Q
34212884,905351,S,BIOF,4000,23800,,Q
34212884,2380160,B,BIOF,500,13300,UBSS,Q
34212884,2448547,S,BIOF,1000,24000,,Q
34212884,2448487,B,BIOF,20000,13000,,Q
34213513,6396655,D,BIOF,0,0,,Q
34214666,2448461,B,BIOF,1400,12800,,Q
34214666,2448470,S,BIOF,1000,24500,,Q
34214666,818867,B,BIOF,3000,12500,,Q
34214666,3483856,S,BIOF,2000,24500,,Q
34214666,871995,B,BIOF,75,12500,,Q
34214666,833491,S,BIOF,200,24800,,Q
34214666,912809,B,BIOF,455,12500,,Q
34214666,831057,S,BIOF,2400,24900,,Q
34214666,1027912,B,BIOF,300,12500,,Q
34214666,872833,S,BIOF,1000,25000,,Q
34214666,2380162,B,BIOF,200,12500,UBSS,Q
34214666,873735,S,BIOF,1440,25000,,Q
34214666,2448513,B,BIOF,50,12500,,Q
34214666,898596,S,BIOF,68,25000,,Q
34214666,2448492,B,BIOF,2000,12200,,Q
34214666,906795,S,BIOF,4000,25000,,Q
34214666,2380164,B,BIOF,200,12000,UBSS,Q
34214666,1026759,S,BIOF,350,25000,,Q
34214666,2380166,B,BIOF,5000,11500,UBSS,Q
34214666,2380159,S,BIOF,1000,25000,UBSS,Q
34214666,2448478,B,BIOF,1000,11200,,Q
34214666,3193796,S,BIOF,60,25000,,Q
34214666,1043289,S,BIOF,2000,25500,,Q
34214666,2380161,S,BIOF,1100,25500,UBSS,Q
34214666,2448503,S,BIOF,400,25500,,Q
34214666,2448477,S,BIOF,3000,25900,,Q
34214677,7936807,D,BIOF,0,0,CDRG,Q
34214677,7936830,D,BIOF,0,0,CDRG,Q
34216149,831353,B,BIOF,200,10800,,Q
34216149,2448562,S,BIOF,1500,26000,,Q
34216149,2448480,B,BIOF,1000,10500,,Q
34216149,489529,S,BIOF,200,26100,,Q
34216149,896537,B,BIOF,100,10000,,Q
34216149,2901172,S,BIOF,1500,26100,,Q
34216149,2448451,B,BIOF,250,10000,,Q
34216149,2448509,S,BIOF,300,26500,,Q
34216149,1429798,B,BIOF,200,9900,,Q
34216149,886639,S,BIOF,1000,26900,,Q
34216149,1032187,B,BIOF,888,8800,,Q
34216149,2448449,S,BIOF,500,27000,,Q
34216149,2448485,B,BIOF,1500,5700,,Q
34216149,826829,S,BIOF,300,27500,,Q
34217209,8270892,B,BIOF,1000,12000,,Q
34217233,8271660,S,BIOF,300,17500,,Q
34217426,2448506,B,BIOF,1000,3500,,Q
34217426,1027181,S,BIOF,4074,27500,,Q
34217426,2448549,B,BIOF,14000,3000,,Q
34217426,1032188,S,BIOF,150,27500,,Q
34217426,2380163,S,BIOF,50,27500,UBSS,Q
34217426,2448512,S,BIOF,300,28000,,Q
34217426,2448488,S,BIOF,13599,28500,,Q
34217426,2448511,S,BIOF,100,28500,,Q
34217426,2380165,S,BIOF,1850,28800,UBSS,Q
34217426,864217,S,BIOF,3500,29000,,Q
34217426,2448486,S,BIOF,1000,29500,,Q
34218517,3193794,S,BIOF,400,29800,,Q
34218517,875506,S,BIOF,100,29900,,Q
34218517,2448448,S,BIOF,500,29900,,Q
34218517,833964,S,BIOF,15000,30000,,Q
34218517,836278,S,BIOF,2500,30000,,Q
34218517,863854,S,BIOF,1000,30000,,Q
34218517,900790,S,BIOF,500,30000,,Q
34218517,1027867,S,BIOF,758,30000,,Q
34218517,1028281,S,BIOF,500,30000,,Q
34218517,2380167,S,BIOF,9700,30000,UBSS,Q
34218517,2448455,S,BIOF,1550,30000,,Q
34218517,2448462,S,BIOF,1000,30000,,Q
34218517,2448489,S,BIOF,500,30000,,Q
34218517,2448495,S,BIOF,2000,30000,,Q
34218517,2448502,S,BIOF,200,30000,,Q
34218517,2448507,S,BIOF,1928,30000,,Q
34218517,3193805,S,BIOF,1500,30000,,Q
34218517,865245,S,BIOF,500,30500,,Q
34218517,1027477,S,BIOF,30,30500,,Q
34218517,487089,S,BIOF,500,30800,,Q
34218517,831016,S,BIOF,500,31100,,Q
34218749,281487861941243,D,BIOF,0,0,ARCA,P
34219445,881694,S,BIOF,1500,31500,,Q
34219445,2527836,S,BIOF,1000,31500,,Q
34219445,2730616,S,BIOF,690,31500,,Q
34219445,487087,S,BIOF,750,31800,,Q
34219445,890231,S,BIOF,300,32200,,Q
34219445,2448447,S,BIOF,800,32400,,Q
34219445,916744,S,BIOF,500,32500,,Q
34219445,1026980,S,BIOF,1000,32500,,Q
34219445,2448484,S,BIOF,1000,32500,,Q
34219445,2448523,S,BIOF,800,32500,,Q
34219445,2448553,S,BIOF,200,32500,,Q
34219445,487088,S,BIOF,750,32800,,Q
34220280,2448500,S,BIOF,2000,33000,,Q
34220280,2380168,S,BIOF,1000,34000,UBSS,Q
34220280,2380169,S,BIOF,1000,35000,UBSS,Q
34220280,1043291,S,BIOF,100,35700,,Q
34220280,2448504,S,BIOF,400,35900,,Q
34220280,913322,S,BIOF,1000,37500,,Q
34220693,281487861989913,D,BIOF,0,0,ARCA,P
34220695,281487862004440,B,BIOF,100,16200,ARCA,P
34221018,1030520,S,BIOF,1000,37500,,Q
34221018,2380170,S,BIOF,1000,37500,UBSS,Q
34221018,2448491,S,BIOF,500,37800,,Q
34221018,2380171,S,BIOF,150,38000,UBSS,Q
34221018,2380172,S,BIOF,1344,38000,UBSS,Q
34221018,830637,S,BIOF,2000,39500,,Q
34221018,2380173,S,BIOF,5000,39600,UBSS,Q
34221018,830255,S,BIOF,100,40000,,Q
34221672,916526,S,BIOF,75,40000,,Q
34221672,2448450,S,BIOF,3000,40000,,Q
34221672,2448479,S,BIOF,750,42100,,Q
34221672,1438240,S,BIOF,100,42200,,Q
34221672,2380174,S,BIOF,480,42500,UBSS,Q
34221672,1043638,S,BIOF,100,48600,,Q
34221672,820643,S,BIOF,1200,50000,,Q
34221789,1705936,D,BIOF,0,0,,K
34221811,1723681,S,BIOF,4900,17300,,K
34221815,6278771,D,BIOF,0,0,SUFI,Q
34221816,6576419,D,BIOF,0,0,SUFI,Q
34221851,1072571,D,BIOF,0,0,SBSH,Q
34221851,1072572,D,BIOF,0,0,SBSH,Q
34222247,831273,S,BIOF,370,50000,,Q
34222247,885049,S,BIOF,150,50000,,Q
34222247,912197,S,BIOF,200,50000,,Q
34222247,916540,S,BIOF,6400,50000,,Q
34222247,2448463,S,BIOF,450,53500,,Q
34222247,2448514,S,BIOF,2000,100000,,Q
34222247,2380175,S,BIOF,200,109800,UBSS,Q
34222247,1039328,S,BIOF,50,115500,,Q
34224658,8505180,S,BIOF,100,18800,CDRG,Q
34224658,8505183,B,BIOF,100,15600,CDRG,Q
34227116,1252002,D,BIOF,0,0,,Q
34227116,8584960,B,BIOF,2400,14200,,Q
34229647,8678371,B,BIOF,100,11900,PERT,Q
34229647,6630826,D,BIOF,0,0,PERT,Q
34229647,8678384,B,BIOF,100,11900,TMBR,Q
34229647,6378050,D,BIOF,0,0,TMBR,Q
34229648,8678398,B,BIOF,100,11900,SUFI,Q
34229648,6444517,D,BIOF,0,0,SUFI,Q
34229648,8678416,B,BIOF,100,11900,JPMS,Q
34229648,6821502,D,BIOF,0,0,JPMS,Q
34229648,8678421,B,BIOF,100,11900,HDSN,Q
34229648,6486380,D,BIOF,0,0,HDSN,Q
34229649,8678440,B,BIOF,100,11900,MAXM,Q
34229649,6462160,D,BIOF,0,0,MAXM,Q
34229649,8678448,B,BIOF,100,11900,VNDM,Q
34229649,6359770,D,BIOF,0,0,VNDM,Q
34229649,8678468,B,BIOF,100,11900,UBSS,Q
34229650,6868210,D,BIOF,0,0,UBSS,Q
34229650,8678479,B,BIOF,100,11900,CDRG,Q
34229650,6817652,D,BIOF,0,0,CDRG,Q
34229650,8678499,B,BIOF,100,11900,DOMS,Q
34229650,6770164,D,BIOF,0,0,DOMS,Q
34229650,8678509,B,BIOF,100,11900,AUTO,Q
34229651,6368696,D,BIOF,0,0,AUTO,Q
34229651,8678527,B,BIOF,100,11900,VERT,Q
34229651,6931907,D,BIOF,0,0,VERT,Q
34229651,8678538,B,BIOF,100,11900,JEFF,Q
34229651,6894191,D,BIOF,0,0,JEFF,Q
34229652,8678549,B,BIOF,100,11900,SUSQ,Q
34229652,6482768,D,BIOF,0,0,SUSQ,Q
34229652,8678563,B,BIOF,100,11900,NITE,Q
34229652,8678569,S,BIOF,100,22600,NITE,Q
34229652,8678574,B,BIOF,100,11900,COWN,Q
34229652,6577341,D,BIOF,0,0,COWN,Q
34229653,8678583,B,BIOF,100,11900,MLCO,Q
34229653,6770899,D,BIOF,0,0,MLCO,Q
34229653,8678598,B,BIOF,100,11900,ETMM,Q
34229653,6633463,D,BIOF,0,0,ETMM,Q
34229653,8678604,B,BIOF,100,11900,FBCO,Q
34229654,6721920,D,BIOF,0,0,FBCO,Q
34230127,8696683,B,BIOF,100,16200,SUFI,Q
34230128,8696705,S,BIOF,100,18100,SUFI,Q
34230711,281487862004440,D,BIOF,0,0,ARCA,P
34233949,8831955,B,BIOF,600,16000,,Q
34234243,6575924,D,BIOF,0,0,GSCO,Q
34234243,6575926,D,BIOF,0,0,GSCO,Q
34241218,9058915,B,BIOF,100,11900,SBSH,Q
34241218,9058921,S,BIOF,100,22600,SBSH,Q
34242181,9085346,S,BIOF,700,17200,,Q
34242190,8696705,D,BIOF,0,0,SUFI,Q
34242232,281747809850509111,S,BIOF,100,17300,,Z
34243944,9128677,S,BIOF,100,22400,PERT,Q
34243944,9128683,S,BIOF,100,22400,TMBR,Q
34243944,9128687,S,BIOF,100,22400,SUFI,Q
34243944,9128693,S,BIOF,100,22400,JPMS,Q
34243945,9128703,S,BIOF,100,22400,HDSN,Q
34243945,9128710,S,BIOF,100,22400,MAXM,Q
34243945,9128717,S,BIOF,100,22400,VNDM,Q
34243945,9128722,S,BIOF,100,22400,UBSS,Q
34243945,9128727,S,BIOF,100,22400,CDRG,Q
34243946,9128728,S,BIOF,100,22400,DOMS,Q
34243946,9128734,S,BIOF,100,22400,AUTO,Q
34243946,9128737,S,BIOF,100,22400,VERT,Q
34243946,9128740,S,BIOF,100,22400,JEFF,Q
34243946,9128742,S,BIOF,100,22400,SUSQ,Q
34243947,9128747,S,BIOF,100,22400,COWN,Q
34243947,9128750,S,BIOF,100,22400,MLCO,Q
34243947,9128757,S,BIOF,100,22400,ETMM,Q
34243947,9128762,S,BIOF,100,22400,FBCO,Q
34245178,9163402,B,BIOF,100,13900,GSCO,Q
