caldt,vwretd,ewretd
20070612,-0.010667,-0.010724
20070613,0.015381,0.015693
20070614,0.004733,0.003846
20070615,0.006465,0.006282
20070618,-0.001189,-0.001880
20070619,0.001676,0.000946
20070620,-0.013529,-0.012466
20070621,0.006269,0.006853
20070622,-0.012753,-0.010699
20070625,-0.003234,-0.005176
20070626,-0.003169,-0.004099
20070627,0.009234,0.010005
20070628,-0.000428,-0.000312
20070629,-0.001595,-0.001628
20070702,0.010805,0.011607
20070703,0.003779,0.002148
20070705,0.000328,0.001538
20070706,0.003692,0.004649
20070709,0.000934,-0.000120
20070710,-0.014274,-0.015164
20070711,0.005831,0.004871
20070712,0.019038,0.016618
20070713,0.003147,0.003061
20070716,-0.001885,-0.004173
20070717,-0.000127,-0.000244
20070718,-0.002093,-0.002113
20070719,0.004634,0.005570
20070720,-0.012251,-0.013908
20070723,0.004818,0.001969
20070724,-0.019536,-0.020940
20070725,0.004550,0.001034
20070726,-0.023320,-0.024926
20070727,-0.015898,-0.016334
20070730,0.010073,0.011417
20070731,-0.012550,-0.012026
20070801,0.007327,0.004672
20070802,0.004754,0.005101
20070803,-0.026443,-0.029810
20070806,0.024103,0.021416
20070807,0.006062,0.004900
20070808,0.014568,0.012701
20070809,-0.029120,-0.028451
20070810,0.000021,0.003580
20070813,-0.000312,0.001962
20070814,-0.018283,-0.021612
20070815,-0.013526,-0.017016
20070816,0.003333,0.002845
20070817,0.024407,0.023878
20070820,-0.000256,0.001645
20070821,0.001143,0.003345
20070822,0.011766,0.013600
20070823,-0.001224,-0.002980
20070824,0.011754,0.011428
20070827,-0.008456,-0.011305
20070828,-0.023364,-0.024797
20070829,0.022202,0.023035
20070830,-0.004172,-0.004730
20070831,0.011202,0.012118
20070904,0.010442,0.010004
20070905,-0.011058,-0.012640
20070906,0.004383,0.004518
20070907,-0.016839,-0.018532
20070910,-0.001326,-0.005226
20070911,0.013677,0.012377
20070912,0.000287,-0.001281
20070913,0.008458,0.007269
20070914,0.000330,0.002314
20070917,-0.005170,-0.005752
20070918,0.029183,0.031490
20070919,0.006239,0.007657
20070920,-0.006496,-0.010030
20070921,0.004667,0.002980
20070924,-0.005192,-0.006623
20070925,-0.000401,-0.001867
20070926,0.005509,0.006245
20070927,0.003961,0.004417
20070928,-0.002973,-0.002634
20071001,0.013262,0.014322
20071002,-0.000092,0.002185
20071003,-0.004282,-0.002873
20071004,0.002152,0.000939
20071005,0.009831,0.012955
20071008,-0.003063,-0.004282
20071009,0.008081,0.007267
20071010,-0.001535,-0.001904
20071011,-0.005056,-0.006597
20071012,0.004720,0.004457
20071015,-0.008457,-0.009519
20071016,-0.006575,-0.008205
20071017,0.001908,0.000249
20071018,-0.000697,-0.001154
20071019,-0.025575,-0.025658
20071022,0.003966,0.007209
20071023,0.008701,0.006479
20071024,-0.002508,-0.003183
20071025,-0.000745,-0.001289
20071026,0.013963,0.012133
20071029,0.003907,0.003245
20071030,-0.006263,-0.004925
20071031,0.012035,0.011383
20071101,-0.026067,-0.027293
20071102,0.000885,0.000200
20071105,-0.004961,-0.006031
20071106,0.012028,0.011061
20071107,-0.028590,-0.029231
20071108,-0.000801,0.003656
20071109,-0.014324,-0.011598
20071112,-0.009818,-0.009975
20071113,0.029553,0.029232
20071114,-0.006758,-0.008859
20071115,-0.012981,-0.013459
20071116,0.005210,0.001113
20071119,-0.017348,-0.020596
20071120,0.004561,0.000137
20071121,-0.015786,-0.014419
20071123,0.016904,0.019127
20071126,-0.022838,-0.023606
20071127,0.014914,0.014009
20071128,0.028870,0.031627
20071129,0.000462,-0.001917
20071130,0.007716,0.010725
20071203,-0.005860,-0.005281
20071204,-0.006320,-0.006537
20071205,0.016044,0.014354
20071206,0.015098,0.018209
20071207,-0.001805,0.000125
20071210,0.007546,0.009442
20071211,-0.025220,-0.032237
20071212,0.006185,0.004529
20071213,0.001342,-0.001155
20071214,-0.013665,-0.016168
20071217,-0.014939,-0.013711
20071218,0.006297,0.006520
20071219,-0.001249,-0.002033
20071220,0.005176,0.003877
20071221,0.016810,0.015179
20071224,0.008130,0.009180
20071226,0.000697,-0.001712
20071227,-0.013924,-0.014617
20071228,0.001503,-0.000738
20071231,-0.006912,-0.003890
20080102,-0.014099,-0.017169
20080103,0.000027,-0.006110
20080104,-0.024439,-0.028463
20080107,0.003275,0.002608
20080108,-0.017669,-0.022504
20080109,0.013312,0.008873
20080110,0.007981,0.013679
20080111,-0.013675,-0.013391
20080114,0.010702,0.009922
20080115,-0.024850,-0.026423
20080116,-0.005304,0.002143
20080117,-0.028546,-0.030503
20080118,-0.006024,-0.003882
20080122,-0.010832,-0.001300
20080123,0.021218,0.032189
20080124,0.009964,0.008185
20080125,-0.015850,-0.011414
20080128,0.017468,0.020801
20080129,0.006034,0.010073
20080130,-0.004930,-0.006007
20080131,0.015593,0.019009
20080201,0.013631,0.022230
20080204,-0.010488,-0.011487
20080205,-0.031707,-0.032140
20080206,-0.007301,-0.007039
20080207,0.008203,0.009948
20080208,-0.004220,-0.005101
20080211,0.006018,0.007484
20080212,0.007297,0.005237
20080213,0.013864,0.013729
20080214,-0.013525,-0.014916
20080215,0.000771,0.000711
20080219,-0.000977,-0.001482
20080220,0.008414,0.011477
20080221,-0.012439,-0.015161
20080222,0.007868,0.009770
20080225,0.013771,0.016702
20080226,0.007123,0.009293
20080227,-0.000774,-0.002387
20080228,-0.008874,-0.014138
20080229,-0.026968,-0.030462
20080303,0.000476,-0.000026
20080304,-0.003316,-0.001945
20080305,0.005590,0.005045
20080306,-0.021705,-0.026756
20080307,-0.008193,-0.006483
20080310,-0.015371,-0.019089
20080311,0.037144,0.039720
20080312,-0.008508,-0.010258
20080313,0.005206,0.007178
20080314,-0.020563,-0.022163
20080317,-0.009002,-0.018640
20080318,0.042220,0.045335
20080319,-0.023940,-0.022579
20080320,0.024392,0.025348
20080324,0.015094,0.022894
20080325,0.002309,0.003570
20080326,-0.008733,-0.012770
20080327,-0.011302,-0.011797
20080328,-0.007949,-0.011213
20080331,0.005616,0.007693
20080401,0.035877,0.039897
20080402,-0.001677,0.001801
20080403,0.001268,0.002876
20080404,0.000764,0.000074
20080407,0.001513,0.000497
20080408,-0.004714,-0.006433
20080409,-0.007899,-0.012499
20080410,0.004569,0.004377
20080411,-0.020155,-0.017673
20080414,-0.003200,-0.005205
20080415,0.004797,0.004103
20080416,0.022642,0.024877
20080417,0.000673,0.002600
20080418,0.017938,0.018114
20080421,-0.001447,-0.003805
20080422,-0.008698,-0.014553
20080423,0.003079,0.002986
20080424,0.006420,0.010781
20080425,0.006095,0.010298
20080428,-0.001157,0.001183
20080429,-0.003706,-0.002255
20080430,-0.004070,-0.007474
20080501,0.017263,0.022588
20080502,0.003031,0.002434
20080505,-0.004496,-0.006236
20080506,0.007543,0.009407
20080507,-0.017480,-0.017896
20080508,0.003668,0.001717
20080509,-0.006376,-0.004505
20080512,0.011258,0.015102
20080513,-0.000317,0.001198
20080514,0.004261,0.006877
20080515,0.010659,0.012152
20080516,0.001171,-0.001111
20080519,0.000893,-0.000869
20080520,-0.009345,-0.009682
20080521,-0.016013,-0.017159
20080522,0.002939,0.003364
20080523,-0.013030,-0.014123
20080527,0.006962,0.009094
20080528,0.004128,0.005165
20080529,0.005490,0.007605
20080530,0.001512,0.001220
20080602,-0.010524,-0.011094
20080603,-0.005598,-0.003724
20080604,0.000215,0.001070
20080605,0.019662,0.016276
20080606,-0.030672,-0.033506
20080609,0.000949,-0.003521
20080610,-0.002208,-0.002743
20080611,-0.016778,-0.022479
20080612,0.003623,0.006955
20080613,0.015005,0.017191
20080616,0.000123,0.002551
20080617,-0.006806,-0.010894
20080618,-0.009685,-0.012729
20080619,0.004087,0.008097
20080620,-0.018584,-0.019497
20080623,0.000079,-0.006592
20080624,-0.002672,-0.002146
20080625,0.006073,0.008510
20080626,-0.028951,-0.030951
20080627,-0.003753,-0.004369
20080630,0.001144,-0.003258
20080701,0.004101,0.002528
20080702,-0.017984,-0.020278
20080703,0.001077,-0.003245
20080707,-0.008086,-0.010148
20080708,0.017627,0.024843
20080709,-0.022647,-0.026766
20080710,0.007101,0.001401
20080711,-0.010974,-0.013251
20080714,-0.008822,-0.014761
20080715,-0.010513,-0.007361
20080716,0.025029,0.038002
20080717,0.011775,0.022119
20080718,-0.000109,0.001029
20080721,-0.000674,-0.001304
20080722,0.013621,0.018324
20080723,0.003976,0.008545
20080724,-0.022907,-0.031521
20080725,0.004266,0.002301
20080728,-0.018438,-0.018739
20080729,0.023453,0.029427
20080730,0.016526,0.012706
20080731,-0.012836,-0.009736
20080801,-0.005623,-0.005430
20080804,-0.008737,-0.009066
20080805,0.028818,0.031957
20080806,0.004060,0.003760
20080807,-0.018041,-0.019239
20080808,0.023915,0.028159
20080811,0.007276,0.011836
20080812,-0.011639,-0.014545
20080813,-0.002780,-0.003844
20080814,0.005535,0.011745
20080815,0.004286,0.007100
20080818,-0.014872,-0.018415
20080819,-0.009214,-0.013202
20080820,0.006187,0.003250
20080821,0.002490,0.000662
20080822,0.011538,0.013089
20080825,-0.019459,-0.020014
20080826,0.003619,0.003441
20080827,0.008053,0.011459
20080828,0.014869,0.019720
20080829,-0.013720,-0.010825
20080902,-0.003892,-0.000291
20080903,-0.001604,-0.000732
20080904,-0.029620,-0.031858
20080905,0.004572,0.008074
20080908,0.020415,0.018010
20080909,-0.033590,-0.037873
20080910,0.006030,0.005085
20080911,0.014305,0.012436
20080912,0.001924,0.005117
20080915,-0.046417,-0.049703
20080916,0.017108,0.015149
20080917,-0.047027,-0.050142
20080918,0.042867,0.053164
20080919,0.040156,0.043489
20080922,-0.037926,-0.045453
20080923,-0.015318,-0.014680
20080924,-0.001766,-0.003099
20080925,0.019586,0.016217
20080926,0.003484,-0.002868
20080929,-0.087087,-0.092025
20080930,0.053987,0.054845
20081001,-0.004515,-0.005766
20081002,-0.039695,-0.050793
20081003,-0.013308,-0.015103
20081006,-0.037787,-0.041280
20081007,-0.058158,-0.061975
20081008,-0.010852,-0.011999
20081009,-0.075733,-0.082105
20081010,-0.011172,-0.005486
20081013,0.115127,0.120949
20081014,-0.006054,-0.002563
20081015,-0.089963,-0.098717
20081016,0.043348,0.039052
20081017,-0.006221,-0.001147
20081020,0.047038,0.045297
20081021,-0.030628,-0.033754
20081022,-0.059075,-0.068948
20081023,0.010966,-0.009843
20081024,-0.034157,-0.037346
20081027,-0.031776,-0.036218
20081028,0.107239,0.109076
20081029,-0.011465,-0.000209
20081030,0.027036,0.034857
20081031,0.015319,0.024084
20081103,-0.002754,-0.000563
20081104,0.040260,0.044471
20081105,-0.051925,-0.054464
20081106,-0.049460,-0.055807
20081107,0.029010,0.025916
20081110,-0.012278,-0.024263
20081111,-0.021958,-0.032855
20081112,-0.051133,-0.061537
20081113,0.068893,0.078637
20081114,-0.041756,-0.049956
20081117,-0.025816,-0.031593
20081118,0.010165,-0.000466
20081119,-0.060607,-0.077316
20081120,-0.065964,-0.077545
20081121,0.063255,0.064973
20081124,0.063418,0.093051
20081125,0.006564,0.015495
20081126,0.035613,0.051169
20081128,0.009108,0.011924
20081201,-0.088632,-0.100798
20081202,0.039422,0.045228
20081203,0.026509,0.029553
20081204,-0.028669,-0.031393
20081205,0.037059,0.048915
20081208,0.037990,0.045662
20081209,-0.023012,-0.018955
20081210,0.011769,0.020816
20081211,-0.028211,-0.038343
20081212,0.007111,0.013549
20081215,-0.012718,-0.019616
20081216,0.051028,0.063688
20081217,-0.009393,-0.000488
20081218,-0.020681,-0.023277
20081219,0.003007,0.009979
20081222,-0.017852,-0.029051
20081223,-0.009519,-0.012796
20081224,0.006202,0.006710
20081226,0.005216,0.008440
20081229,-0.003815,-0.009198
20081230,0.024393,0.032376
20081231,0.014115,0.020473
20090102,0.031761,0.040756
20090105,-0.004493,0.004476
20090106,0.007642,0.021902
20090107,-0.029235,-0.033643
20090108,0.002760,0.008299
20090109,-0.020864,-0.025780
20090112,-0.022050,-0.031368
20090113,0.002152,0.001793
20090114,-0.033077,-0.040297
20090115,0.002097,0.007211
20090116,0.008140,0.012579
20090120,-0.051601,-0.065062
20090121,0.042182,0.049885
20090122,-0.015117,-0.023485
20090123,0.005073,0.012191
20090126,0.005666,0.003888
20090127,0.010776,0.014352
20090128,0.032702,0.046003
20090129,-0.032374,-0.042606
20090130,-0.022681,-0.031390
20090202,-0.000561,-0.005002
20090203,0.016112,0.015305
20090204,-0.006878,-0.005423
20090205,0.016832,0.020907
20090206,0.027222,0.035887
20090209,0.001328,0.001770
20090210,-0.048566,-0.057825
20090211,0.008565,0.011978
20090212,0.002087,0.002068
20090213,-0.010061,-0.011445
20090217,-0.044385,-0.054446
20090218,-0.000198,-0.004768
20090219,-0.011212,-0.020648
20090220,-0.010918,-0.008593
20090223,-0.034619,-0.038842
20090224,0.039571,0.054188
20090225,-0.010665,-0.012836
20090226,-0.015827,-0.014717
20090227,-0.022813,-0.023363
20090302,-0.046123,-0.060017
20090303,-0.006363,-0.010231
20090304,0.023934,0.033102
20090305,-0.041599,-0.054806
20090306,0.001256,-0.004347
20090309,-0.009898,-0.006743
20090310,0.062793,0.082052
20090311,0.002968,0.006305
20090312,0.040657,0.048097
20090313,0.007563,0.010586
20090316,-0.003904,-0.004655
20090317,0.032028,0.036533
20090318,0.020635,0.037631
20090319,-0.012424,-0.011015
20090320,-0.019346,-0.027729
20090323,0.070330,0.084234
20090324,-0.018540,-0.020331
20090325,0.007886,0.009556
20090326,0.023394,0.033382
20090327,-0.019026,-0.021747
20090330,-0.035222,-0.047422
20090331,0.013143,0.016798
20090401,0.016712,0.018636
20090402,0.028540,0.044267
20090403,0.009786,0.018138
20090406,-0.008214,-0.011137
20090407,-0.023262,-0.029901
20090408,0.011775,0.019295
20090409,0.037105,0.056509
20090413,0.002745,0.005147
20090414,-0.019820,-0.022643
20090415,0.012109,0.017810
20090416,0.015556,0.023469
20090417,0.004765,0.012822
20090420,-0.042135,-0.053992
20090421,0.020999,0.030544
20090422,-0.007495,0.000660
20090423,0.010041,0.010350
20090424,0.016580,0.024022
20090427,-0.009890,-0.017118
20090428,-0.002899,-0.004156
20090429,0.021661,0.028813
20090430,-0.000906,0.003965
20090501,0.004942,0.006143
20090504,0.033089,0.044189
20090505,-0.003355,-0.001480
20090506,0.017047,0.017342
20090507,-0.013200,-0.019777
20090508,0.023641,0.033734
20090511,-0.020491,-0.025090
20090512,-0.000724,-0.009556
20090513,-0.026245,-0.038894
20090514,0.010117,0.016078
20090515,-0.011213,-0.013009
20090518,0.030394,0.038733
20090519,-0.001501,0.002446
20090520,-0.004993,-0.005650
20090521,-0.016312,-0.019499
20090522,-0.001219,-0.001131
20090526,0.026212,0.031919
20090527,-0.018747,-0.019552
20090528,0.015331,0.013604
20090529,0.013552,0.016568
20090601,0.025957,0.035787
20090602,0.001894,0.000707
20090603,-0.013036,-0.019667
20090604,0.011331,0.015696
20090605,-0.002297,-0.002935
20090608,-0.000884,-0.003114
20090609,0.003606,0.007801
20090610,-0.003454,-0.003004
20090611,0.005926,0.005076
20090612,0.001513,-0.000291
20090615,-0.023675,-0.027886
20090616,-0.012556,-0.015666
20090617,-0.001058,-0.003752
20090618,0.008390,0.006420
20090619,0.003152,0.004482
20090622,-0.029760,-0.036487
20090623,0.002036,0.001091
20090624,0.006794,0.010471
20090625,0.021368,0.024780
20090626,-0.001577,-0.000520
20090629,0.008950,0.008515
20090630,-0.008363,-0.008461
20090701,0.004366,0.005555
20090702,-0.028858,-0.034642
20090706,0.002443,-0.000022
20090707,-0.019517,-0.023526
20090708,-0.000834,-0.003981
20090709,0.003317,0.007631
20090710,-0.003998,-0.002729
20090713,0.024737,0.024913
20090714,0.005312,0.009134
20090715,0.029511,0.032623
20090716,0.008572,0.009801
20090717,-0.000442,-0.001020
20090720,0.011472,0.019014
20090721,0.003635,-0.001203
20090722,-0.000309,0.002761
20090723,0.022959,0.028344
20090724,0.002756,0.006882
20090727,0.002702,0.006173
20090728,-0.002441,-0.002934
20090729,-0.004240,-0.006913
20090730,0.011931,0.015472
20090731,0.000604,0.001552
20090803,0.015225,0.019834
20090804,0.002985,0.007124
20090805,-0.002719,-0.001591
20090806,-0.005613,-0.005401
20090807,0.013280,0.022005
20090810,-0.003309,-0.004869
20090811,-0.011987,-0.012692
20090812,0.011803,0.014442
20090813,0.007030,0.008910
20090814,-0.008446,-0.012456
20090817,-0.023926,-0.027555
20090818,0.010189,0.012672
20090819,0.007065,0.006072
20090820,0.010561,0.012112
20090821,0.018416,0.021424
20090824,-0.000584,-0.002999
20090825,0.002394,0.004278
20090826,0.000280,0.000960
20090827,0.002492,0.004135
20090828,-0.001992,0.001034
20090831,-0.007870,-0.011116
20090901,-0.021736,-0.024847
20090902,-0.003066,-0.004208
20090903,0.008762,0.011716
20090904,0.012967,0.013832
20090908,0.008914,0.011592
20090909,0.007756,0.011474
20090910,0.010279,0.013251
20090911,-0.001158,-0.000008
20090914,0.006246,0.009650
20090915,0.003034,0.007712
20090916,0.015143,0.018789
20090917,-0.002848,-0.006209
20090918,0.002625,0.003506
20090921,-0.003232,-0.004048
20090922,0.006618,0.007915
20090923,-0.010065,-0.012462
20090924,-0.009153,-0.014992
20090925,-0.006288,-0.006840
20090928,0.017755,0.020920
20090929,-0.002221,0.000358
20090930,-0.003397,-0.003474
20091001,-0.025416,-0.030301
20091002,-0.004416,-0.008023
20091005,0.014663,0.019552
20091006,0.013690,0.012861
20091007,0.003153,0.002051
20091008,0.007513,0.012022
20091009,0.005545,0.006039
20091012,0.004357,0.003570
20091013,-0.002409,-0.002796
20091014,0.017430,0.018972
20091015,0.003970,0.004328
20091016,-0.007959,-0.009270
20091019,0.009393,0.011780
20091020,-0.006263,-0.008882
20091021,-0.008705,-0.009579
20091022,0.010585,0.013860
20091023,-0.011542,-0.016167
20091026,-0.011538,-0.012755
20091027,-0.003531,-0.008957
20091028,-0.019478,-0.027513
20091029,0.022410,0.027150
20091030,-0.027946,-0.029740
20091102,0.006402,0.005097
20091103,0.002456,0.008277
20091104,0.001330,-0.001035
20091105,0.019499,0.021895
20091106,0.002607,0.001343
20091109,0.022363,0.025988
20091110,0.000229,-0.002934
20091111,0.005054,0.006153
20091112,-0.009921,-0.012456
20091113,0.005801,0.007129
20091116,0.014478,0.017360
20091117,0.001241,-0.001360
20091118,-0.000216,-0.002220
20091119,-0.013166,-0.016776
20091120,-0.003328,-0.004231
20091123,0.013635,0.012150
20091124,-0.000588,-0.001538
20091125,0.004628,0.008214
20091127,-0.016980,-0.019930
20091130,0.003926,0.003384
20091201,0.012002,0.014151
20091202,0.000517,0.004445
20091203,-0.008319,-0.010092
20091204,0.005461,0.010582
20091207,-0.002519,-0.000434
20091208,-0.010203,-0.009111
20091209,0.003660,0.002495
20091210,0.006023,0.006505
20091211,0.003802,0.005908
20091214,0.006696,0.012524
20091215,-0.005645,-0.004967
20091216,0.000944,0.004437
20091217,-0.011886,-0.011454
20091218,0.006278,0.005899
20091221,0.010349,0.012328
20091222,0.003565,0.005957
20091223,0.002687,0.004959
20091224,0.005245,0.005872
20091228,0.001421,-0.000690
20091229,-0.001191,-0.001511
20091230,0.000206,-0.000067
20091231,-0.010167,-0.010860
20100104,0.015970,0.015689
20100105,0.003066,0.004758
20100106,0.000907,0.004430
20100107,0.003898,0.005285
20100108,0.002791,0.003145
20100111,0.001724,0.001735
20100112,-0.009159,-0.011807
20100113,0.008434,0.010603
20100114,0.002369,0.001458
20100115,-0.010708,-0.011579
20100119,0.012443,0.013326
20100120,-0.010489,-0.010255
20100121,-0.018772,-0.017344
20100122,-0.021872,-0.022356
20100125,0.004539,0.004823
20100126,-0.004003,-0.003937
20100127,0.004791,0.003932
20100128,-0.011755,-0.011548
20100129,-0.009675,-0.011227
20100201,0.014002,0.017414
20100202,0.012781,0.014764
20100203,-0.004936,-0.006768
20100204,-0.031009,-0.033877
20100205,0.003003,0.003487
20100208,-0.008497,-0.007605
20100209,0.012927,0.014492
20100210,-0.002047,-0.002585
20100211,0.009736,0.011684
20100212,-0.002560,-0.001347
20100216,0.018243,0.020262
20100217,0.004566,0.004862
20100218,0.006558,0.006615
20100219,0.001968,0.004648
20100222,-0.000985,-0.000607
20100223,-0.012151,-0.013892
20100224,0.009932,0.009982
20100225,-0.001730,0.000487
20100226,0.001369,0.001910
20100301,0.010000,0.014161
20100302,0.002319,0.003645
20100303,0.000380,0.001595
20100304,0.003904,0.003581
20100305,0.013974,0.016407
20100308,0.000172,0.000690
20100309,0.001957,0.001320
20100310,0.004814,0.006033
20100311,0.004561,0.003741
20100312,-0.000331,0.000274
20100315,0.000615,-0.001037
20100316,0.007975,0.009890
20100317,0.005798,0.007756
20100318,-0.000353,-0.002607
20100319,-0.005293,-0.006973
20100322,0.005316,0.007751
20100323,0.007374,0.007451
20100324,-0.005486,-0.006554
20100325,-0.001421,-0.004689
20100326,0.000754,0.001612
20100329,0.005648,0.007852
20100330,0.000168,0.000869
20100331,-0.003288,-0.003732
20100401,0.007296,0.009263
20100405,0.008011,0.012096
20100406,0.001777,0.002649
20100407,-0.005261,-0.006381
20100408,0.003588,0.001765
20100409,0.006599,0.007137
20100412,0.001863,0.002017
20100413,0.000750,0.001271
20100414,0.011313,0.012455
20100415,0.000692,0.000268
20100416,-0.016104,-0.015935
20100419,0.004724,0.001456
20100420,0.008118,0.012465
20100421,-0.000908,0.001728
20100422,0.002395,0.007950
20100423,0.006917,0.008770
20100426,-0.004461,-0.003845
20100427,-0.023287,-0.026630
20100428,0.006418,0.005597
20100429,0.013004,0.014270
20100430,-0.016708,-0.019265
20100503,0.012927,0.014592
20100504,-0.023775,-0.026640
20100505,-0.006100,-0.006729
20100506,-0.032201,-0.032321
20100507,-0.015477,-0.019594
20100510,0.043619,0.049310
20100511,-0.003092,-0.002906
20100512,0.014100,0.017917
20100513,-0.012071,-0.012300
20100514,-0.018849,-0.021183
20100517,0.001267,0.002529
20100518,-0.013955,-0.015377
20100519,-0.005121,-0.006556
20100520,-0.038569,-0.040872
20100521,0.014701,0.018264
20100524,-0.012638,-0.013005
20100525,0.000262,0.002055
20100526,-0.005595,-0.002071
20100527,0.033149,0.036630
20100528,-0.012146,-0.012498
20100601,-0.017027,-0.024580
20100602,0.025802,0.028611
20100603,0.004262,0.006336
20100604,-0.034767,-0.039546
20100607,-0.013255,-0.016391
20100608,0.010932,0.009880
20100609,-0.005700,-0.002144
20100610,0.029205,0.034716
20100611,0.004718,0.006369
20100614,-0.001693,0.000477
20100615,0.023316,0.026066
20100616,-0.000659,-0.002218
20100617,0.001307,-0.000054
20100618,0.001280,0.000087
20100621,-0.003953,-0.004706
20100622,-0.015842,-0.020178
20100623,-0.002993,-0.001308
20100624,-0.016900,-0.018983
20100625,0.002986,0.007330
20100628,-0.002106,-0.003204
20100629,-0.031193,-0.036019
20100630,-0.010029,-0.010721
20100701,-0.002911,-0.001884
20100702,-0.004509,-0.006335
20100706,0.005406,0.002444
20100707,0.031502,0.034218
20100708,0.009588,0.010326
20100709,0.007205,0.009163
20100712,0.000925,-0.002200
20100713,0.015524,0.018844
20100714,-0.000110,-0.001516
20100715,0.001109,0.001444
20100716,-0.028703,-0.031340
20100719,0.005974,0.007819
20100720,0.011599,0.014589
20100721,-0.012708,-0.014842
20100722,0.022421,0.025502
20100723,0.008242,0.011450
20100726,0.011116,0.014324
20100727,-0.001083,-0.005769
20100728,-0.006875,-0.009448
20100729,-0.004041,-0.004527
20100730,0.000056,0.001221
20100802,0.021847,0.022426
20100803,-0.004813,-0.008327
20100804,0.006417,0.008608
20100805,-0.001333,-0.001667
20100806,-0.003445,-0.004340
20100809,0.005515,0.007289
20100810,-0.005970,-0.008427
20100811,-0.027435,-0.031006
20100812,-0.005483,-0.005702
20100813,-0.003902,-0.003576
20100816,0.000196,-0.000366
20100817,0.012525,0.016043
20100818,0.001444,0.002434
20100819,-0.016935,-0.017322
20100820,-0.003539,-0.002514
20100823,-0.003789,-0.005516
20100824,-0.014424,-0.015560
20100825,0.003523,0.004929
20100826,-0.007759,-0.007474
20100827,0.016560,0.019584
20100830,-0.014556,-0.016881
20100831,-0.000053,-0.001044
20100901,0.029898,0.033290
20100902,0.009295,0.013373
20100903,0.013217,0.014363
20100907,-0.011149,-0.014226
20100908,0.006537,0.006885
20100909,0.004791,0.003724
20100910,0.004883,0.005079
20100913,0.011574,0.013385
20100914,-0.000482,-0.000203
20100915,0.003594,0.003229
20100916,-0.000121,-0.002327
20100917,0.001005,0.001788
20100920,0.015202,0.017556
20100921,-0.002731,-0.004911
20100922,-0.004449,-0.006966
20100923,-0.008259,-0.008121
20100924,0.020923,0.025215
20100927,-0.005518,-0.005516
20100928,0.005024,0.008203
20100929,-0.002404,-0.001098
20100930,-0.003101,-0.001975
20101001,0.004450,0.003701
20101004,-0.007918,-0.008884
20101005,0.020519,0.021966
20101006,0.000064,-0.003411
20101007,-0.001618,-0.001120
20101008,0.006124,0.008640
20101011,0.000207,0.001488
20101012,0.003756,0.003748
20101013,0.007271,0.008293
20101014,-0.003865,-0.005369
20101015,0.002134,0.001797
20101018,0.007369,0.004899
20101019,-0.015835,-0.016329
20101020,0.010449,0.010549
20101021,0.002000,0.000652
20101022,0.002272,0.003590
20101025,0.002280,0.003292
20101026,0.000284,-0.001862
20101027,-0.002547,-0.001814
20101028,0.001309,-0.000431
20101029,-0.000142,0.003006
20101101,0.000741,-0.000735
20101102,0.007736,0.009204
20101103,0.003861,0.002388
20101104,0.019329,0.020314
20101105,0.003985,0.005166
20101108,-0.002001,-0.001605
20101109,-0.007598,-0.009941
20101110,0.004363,0.004972
20101111,-0.004140,-0.001403
20101112,-0.011796,-0.012902
20101115,-0.001374,-0.001345
20101116,-0.015729,-0.016935
20101117,0.000274,0.002311
20101118,0.015283,0.014283
20101119,0.002599,0.004035
20101122,-0.001372,0.001102
20101123,-0.014258,-0.013930
20101124,0.015002,0.017058
20101126,-0.007257,-0.006929
20101129,-0.001086,-0.001880
20101130,-0.005854,-0.004674
20101201,0.021595,0.022079
20101202,0.012843,0.015030
20101203,0.002708,0.003632
20101206,-0.001162,-0.000954
20101207,0.000655,0.000648
20101208,0.003878,0.002543
20101209,0.003980,0.004330
20101210,0.006131,0.007091
20101213,0.000224,-0.001208
20101214,0.001005,0.000286
20101215,-0.004985,-0.005316
20101216,0.006158,0.007954
20101217,0.001119,0.003517
20101220,0.002346,0.003163
20101221,0.006134,0.006721
20101222,0.003422,0.002903
20101223,-0.001591,-0.002494
20101227,0.000807,0.000765
20101228,0.000765,-0.000270
20101229,0.001215,0.001722
20101230,-0.001460,-0.000678
20101231,-0.000271,-0.001106
20110103,0.011326,0.011427
20110104,-0.001235,-0.005422
20110105,0.005164,0.005480
20110106,-0.001714,-0.001822
20110107,-0.001756,-0.001302
20110110,-0.001549,-0.000597
20110111,0.003828,0.004008
20110112,0.009032,0.008958
20110113,-0.001697,-0.001111
20110114,0.007206,0.006987
20110118,0.001383,0.003128
20110119,-0.009960,-0.012881
20110120,-0.001058,-0.001908
20110121,0.002205,0.000880
20110124,0.005643,0.006066
20110125,0.000400,-0.000328
20110126,0.004328,0.006758
20110127,0.002442,0.004468
20110128,-0.017916,-0.019091
20110131,0.007465,0.008400
20110201,0.016543,0.015073
20110202,-0.002470,-0.002388
20110203,0.002366,0.005072
20110204,0.002752,0.005501
20110207,0.006562,0.006089
20110208,0.004594,0.004255
20110209,-0.002729,-0.002465
20110210,0.000743,0.003784
20110211,0.005651,0.006665
20110214,0.002410,0.001625
20110215,-0.003154,-0.003298
20110216,0.006310,0.008281
20110217,0.003255,0.004602
20110218,0.001846,0.001774
20110222,-0.020693,-0.023387
20110223,-0.006134,-0.009231
20110224,-0.000794,0.000807
20110225,0.010295,0.013984
20110228,0.005120,0.004406
